action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,3280631,[],CHEMBL1110076,Inhibition of human DNA topoisomerase 1 at free enzyme state,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '5.15', 'le': '0.10', 'lle': '3.70', 'sei': '1.64'}",CHEMBL1095016,AESCULIOSIDE IID,CHEMBL1095016,4.62,0,http://www.openphacts.org/units/Nanomolar,910279,=,1,1,=,,IC50,nM,,23800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,23.8
,,3280703,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](O)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157938,Bioorg Med Chem Lett,2010,,CHEMBL1094691,AESCULIOSIDE IIA,CHEMBL1094691,,0,http://www.openphacts.org/units/Nanomolar,910202,=,1,1,=,,IC50,nM,,109300.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,109.3
,,3300474,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(\C)C(=O)O[C@H]1[C@H](OC(=O)C(C)CC)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157938,Bioorg Med Chem Lett,2010,,CHEMBL1095341,AESCULIOSIDE IIIC,CHEMBL1095341,,0,http://www.openphacts.org/units/Nanomolar,910296,=,1,1,=,,IC50,nM,,131700.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,131.7
,,3300476,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C/C)C(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)[C@@H](O)[C@@H](O)[C@]21CO,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '3.76', 'le': None, 'lle': None, 'sei': None}",CHEMBL1095027,AESCULIOSIDE IIIE,CHEMBL1095027,4.35,0,http://www.openphacts.org/units/Nanomolar,910291,=,1,1,=,,IC50,nM,,45100.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,45.1
,,3300477,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(\C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C/C)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '3.74', 'le': None, 'lle': None, 'sei': None}",CHEMBL1095026,AESCULIOSIDE IIIF,CHEMBL1095026,4.27,0,http://www.openphacts.org/units/Nanomolar,910290,=,1,1,=,,IC50,nM,,53700.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,53.7
,,3300478,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(\C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C/C)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '3.73', 'le': None, 'lle': None, 'sei': None}",CHEMBL1095025,AESCULIOSIDE IIID,CHEMBL1095025,4.31,0,http://www.openphacts.org/units/Nanomolar,910289,=,1,1,=,,IC50,nM,,48600.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,48.6
,,3300480,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '5.15', 'le': '0.10', 'lle': '3.70', 'sei': '1.64'}",CHEMBL1095016,AESCULIOSIDE IID,CHEMBL1095016,4.62,0,http://www.openphacts.org/units/Nanomolar,910279,=,1,1,=,,IC50,nM,,23800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,23.8
,,3300481,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157938,Bioorg Med Chem Lett,2010,,CHEMBL1095014,AESCULIOSIDE IIC,CHEMBL1095014,,0,http://www.openphacts.org/units/Nanomolar,910277,=,1,1,=,,IC50,nM,,110500.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,110.5
,,3300483,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](O)[C@]2(COC(C)=O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157938,Bioorg Med Chem Lett,2010,,CHEMBL1094690,AESCULIOSIDE IIIA,CHEMBL1094690,,0,http://www.openphacts.org/units/Nanomolar,910201,=,1,1,=,,IC50,nM,,118700.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,118.7
,,3300489,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)C(C)C)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1157938,Bioorg Med Chem Lett,2010,,CHEMBL1094683,AESCULIOSIDE IIIB,CHEMBL1094683,,0,http://www.openphacts.org/units/Nanomolar,910194,=,1,1,=,,IC50,nM,,160000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,160.0
,,3300491,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)C(C)CC)[C@]2(CO)[C@H](O)[C@H](C)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '3.84', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094681,AESCULIOSIDE IVB,CHEMBL1094681,4.44,0,http://www.openphacts.org/units/Nanomolar,910192,=,1,1,=,,IC50,nM,,36000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,36.0
,,3300493,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)C(C)CC)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '3.82', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094679,AESCULIOSIDE IVC,CHEMBL1094679,4.30,0,http://www.openphacts.org/units/Nanomolar,910190,=,1,1,=,,IC50,nM,,49700.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,49.7
,,3300495,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)C(C)CC)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '3.75', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094677,AESCULIOSIDE IVA,CHEMBL1094677,4.29,0,http://www.openphacts.org/units/Nanomolar,910188,=,1,1,=,,IC50,nM,,51800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,51.8
,,3300497,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C\C)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '4.06', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094675,,CHEMBL1094675,4.57,0,http://www.openphacts.org/units/Nanomolar,910186,=,1,1,=,,IC50,nM,,27100.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,27.1
,,3300498,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C\C)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '3.93', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094674,,CHEMBL1094674,4.49,0,http://www.openphacts.org/units/Nanomolar,910185,=,1,1,=,,IC50,nM,,32700.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,32.7
,,3300500,[],CHEMBL1111926,Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled DNA by gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C\C)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '3.75', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094358,,CHEMBL1094358,4.28,0,http://www.openphacts.org/units/Nanomolar,910183,=,1,1,=,,IC50,nM,,53000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,53.0
,,3300551,[],CHEMBL1110076,Inhibition of human DNA topoisomerase 1 at free enzyme state,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C\C)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '4.05', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094358,,CHEMBL1094358,4.62,0,http://www.openphacts.org/units/Nanomolar,910183,=,1,1,=,,IC50,nM,,23800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,23.8
,,3300552,[],CHEMBL1110076,Inhibition of human DNA topoisomerase 1 at free enzyme state,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C\C)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '4.05', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094674,,CHEMBL1094674,4.62,0,http://www.openphacts.org/units/Nanomolar,910185,=,1,1,=,,IC50,nM,,23800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,23.8
,,3300553,[],CHEMBL1110076,Inhibition of human DNA topoisomerase 1 at free enzyme state,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C\C)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '4.11', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094675,,CHEMBL1094675,4.62,0,http://www.openphacts.org/units/Nanomolar,910186,=,1,1,=,,IC50,nM,,23800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,23.8
,,3300554,[],CHEMBL1110076,Inhibition of human DNA topoisomerase 1 at free enzyme state,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)C(C)CC)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '4.04', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094677,AESCULIOSIDE IVA,CHEMBL1094677,4.62,0,http://www.openphacts.org/units/Nanomolar,910188,=,1,1,=,,IC50,nM,,23800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,23.8
,,3300555,[],CHEMBL1110076,Inhibition of human DNA topoisomerase 1 at free enzyme state,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)C(C)CC)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '4.10', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094679,AESCULIOSIDE IVC,CHEMBL1094679,4.62,0,http://www.openphacts.org/units/Nanomolar,910190,=,1,1,=,,IC50,nM,,23800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,23.8
,,3300556,[],CHEMBL1110076,Inhibition of human DNA topoisomerase 1 at free enzyme state,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)C(C)CC)[C@]2(CO)[C@H](O)[C@H](C)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,,CHEMBL1157938,Bioorg Med Chem Lett,2010,"{'bei': '3.99', 'le': None, 'lle': None, 'sei': None}",CHEMBL1094681,AESCULIOSIDE IVB,CHEMBL1094681,4.62,0,http://www.openphacts.org/units/Nanomolar,910192,=,1,1,=,,IC50,nM,,23800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,23.8
,,3438281,[],CHEMBL1246696,Inhibition of human topoisomerase 1 assessed as decrease in pBR322 mobility on agarose gel by electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)/C(=N\OCCN(C)C)c1c-2c(O)nc2ccccc12,,,CHEMBL1240482,J Med Chem,2010,"{'bei': '14.12', 'le': '0.26', 'lle': '1.87', 'sei': '7.64'}",CHEMBL1243198,,CHEMBL1243198,5.13,0,http://www.openphacts.org/units/Nanomolar,954701,=,1,1,=,,IC50,nM,,7400.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,7.4
,,3438284,[],CHEMBL1246696,Inhibition of human topoisomerase 1 assessed as decrease in pBR322 mobility on agarose gel by electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)/C(=N\OCCN1CCCCC1)c1c-2cnc2ccccc12,,,CHEMBL1240482,J Med Chem,2010,"{'bei': '12.34', 'le': '0.23', 'lle': '0.30', 'sei': '10.19'}",CHEMBL1243165,,CHEMBL1243165,4.78,0,http://www.openphacts.org/units/Nanomolar,954661,=,1,1,=,,IC50,nM,,16500.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,16.5
,,3438285,[],CHEMBL1246696,Inhibition of human topoisomerase 1 assessed as decrease in pBR322 mobility on agarose gel by electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)/C(=N\OCCCN(C)C)c1c-2cnc2ccccc12,,,CHEMBL1240482,J Med Chem,2010,"{'bei': '12.17', 'le': '0.22', 'lle': '0.46', 'sei': '9.37'}",CHEMBL1243135,,CHEMBL1243135,4.40,0,http://www.openphacts.org/units/Nanomolar,954620,=,1,1,=,,IC50,nM,,40000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,40.0
,,3438286,[],CHEMBL1246696,Inhibition of human topoisomerase 1 assessed as decrease in pBR322 mobility on agarose gel by electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)/C(=N\OCCN1CCCC1)c1c-2cnc2ccccc12,,,CHEMBL1240482,J Med Chem,2010,"{'bei': '13.62', 'le': '0.25', 'lle': '1.00', 'sei': '10.83'}",CHEMBL1243136,,CHEMBL1243136,5.09,0,http://www.openphacts.org/units/Nanomolar,954621,=,1,1,=,,IC50,nM,,8200.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,8.2
,,3438287,[],CHEMBL1246696,Inhibition of human topoisomerase 1 assessed as decrease in pBR322 mobility on agarose gel by electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)/C(=N\OCCN(C)C)c1c-2cnc2ccccc12,,,CHEMBL1240482,J Med Chem,2010,"{'bei': '14.80', 'le': '0.27', 'lle': '1.59', 'sei': '10.95'}",CHEMBL1243107,,CHEMBL1243107,5.14,0,http://www.openphacts.org/units/Nanomolar,954579,=,1,1,=,,IC50,nM,,7200.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,7.2
,,3438289,[],CHEMBL1246696,Inhibition of human topoisomerase 1 assessed as decrease in pBR322 mobility on agarose gel by electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,CHEMBL1240482,J Med Chem,2010,"{'bei': '8.65', 'le': '0.16', 'lle': None, 'sei': '2.28'}",CHEMBL53463,DOXORUBICIN,CHEMBL53463,4.70,0,http://www.openphacts.org/units/Nanomolar,954538,=,1,1,=,,IC50,nM,,20000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,20.0
