action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,936627,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(Br)ccc3nc2-1,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '16.12', 'le': '0.35', 'lle': '4.05', 'sei': '8.46'}",CHEMBL91051,,CHEMBL91051,6.89,0,http://www.openphacts.org/units/Nanomolar,166512,=,1,1,=,,IC50,nM,,130.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.13
,,936628,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(Cl)ccc3nc2-1,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '17.90', 'le': '0.35', 'lle': '4.12', 'sei': '8.42'}",CHEMBL2115019,,CHEMBL2115019,6.85,0,http://www.openphacts.org/units/Nanomolar,166508,=,1,1,=,,IC50,nM,,140.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.14
,,936629,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(OC)cccc3nc2-1,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '15.32', 'le': '0.28', 'lle': '3.71', 'sei': '6.39'}",CHEMBL91945,,CHEMBL91945,5.80,0,http://www.openphacts.org/units/Nanomolar,166502,=,1,1,=,,IC50,nM,,1600.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,1.6
,,937776,[],CHEMBL842782,In vitro activity against topoisomerase-1 mediated cleavage of supercoiled pBR322 plasmid DNA,F,,,BAO_0000188,BAO_0000019,assay format,CC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,,,CHEMBL1131686,Bioorg Med Chem Lett,1999,,CHEMBL428453,,CHEMBL428453,6.00,0,http://www.openphacts.org/units/Nanomolar,26137,=,1,1,=,,EC50,nM,,1000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,EC50,uM,UO_0000065,,1.0
,,937783,[],CHEMBL842782,In vitro activity against topoisomerase-1 mediated cleavage of supercoiled pBR322 plasmid DNA,F,,,BAO_0000188,BAO_0000019,assay format,CCNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,,,CHEMBL1131686,Bioorg Med Chem Lett,1999,,CHEMBL277011,,CHEMBL277011,5.46,0,http://www.openphacts.org/units/Nanomolar,26122,=,1,1,=,,EC50,nM,,3500.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,EC50,uM,UO_0000065,,3.5
,,937794,[],CHEMBL842782,In vitro activity against topoisomerase-1 mediated cleavage of supercoiled pBR322 plasmid DNA,F,,,BAO_0000188,BAO_0000019,assay format,O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,,,CHEMBL1131686,Bioorg Med Chem Lett,1999,,CHEMBL277008,,CHEMBL277008,6.24,1,http://www.openphacts.org/units/Nanomolar,26128,=,1,1,=,,EC50,nM,,580.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,EC50,uM,UO_0000065,,0.58
,,938116,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCCO4,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '15.57', 'le': '0.29', 'lle': '4.48', 'sei': '6.34'}",CHEMBL89887,,CHEMBL89887,6.33,0,http://www.openphacts.org/units/Nanomolar,166507,=,1,1,=,,IC50,nM,,470.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.47
,,938182,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(O)cccc3nc2-1,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '16.63', 'le': '0.31', 'lle': '4.27', 'sei': '5.96'}",CHEMBL87791,,CHEMBL87791,6.06,0,http://www.openphacts.org/units/Nanomolar,166472,=,1,1,=,,IC50,nM,,870.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.87
,,938183,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC(O)(C(=O)[O-])c1cc2n(c(=O)c1CO)Cc1cc3cc([O-])ccc3nc1-2.[Na+].[Na+],,,CHEMBL1126797,J Med Chem,1993,"{'bei': '14.37', 'le': '0.27', 'lle': '4.18', 'sei': '4.14'}",CHEMBL418951,,CHEMBL1207601,5.50,0,http://www.openphacts.org/units/Nanomolar,166468,=,1,1,=,,IC50,nM,,3200.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,3.2
,,939349,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '17.70', 'le': '0.32', 'lle': '4.09', 'sei': '7.57'}",CHEMBL65,CAMPTOTHECIN,CHEMBL65,6.17,0,http://www.openphacts.org/units/Nanomolar,166473,=,1,1,=,,IC50,nM,,680.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.68
,,941669,[],CHEMBL842782,In vitro activity against topoisomerase-1 mediated cleavage of supercoiled pBR322 plasmid DNA,F,,,BAO_0000188,BAO_0000019,assay format,O=C(NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O)c1ccccc1,,,CHEMBL1131686,Bioorg Med Chem Lett,1999,,CHEMBL277432,,CHEMBL277432,7.28,0,http://www.openphacts.org/units/Nanomolar,26136,=,1,1,=,,EC50,nM,,52.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,EC50,uM,UO_0000065,,0.052
,,941999,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(N)ccc3nc2-1,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '18.86', 'le': '0.35', 'lle': '5.19', 'sei': '6.38'}",CHEMBL102252,,CHEMBL102252,6.85,0,http://www.openphacts.org/units/Nanomolar,166486,=,1,1,=,,IC50,nM,,140.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.14
,,942004,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc([N+](=O)[O-])ccc3nc2-1,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '15.75', 'le': '0.29', 'lle': '4.20', 'sei': '4.97'}",CHEMBL2115022,,CHEMBL2115022,6.19,0,http://www.openphacts.org/units/Nanomolar,166456,=,1,1,=,,IC50,nM,,640.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.64
,,943187,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(C(=O)O)ccc3nc2-1,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '15.29', 'le': '0.28', 'lle': '4.22', 'sei': '5.05'}",CHEMBL93122,,CHEMBL93122,6.00,0,http://www.openphacts.org/units/Nanomolar,166471,=,1,1,=,,IC50,nM,,1000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,1.0
,,944661,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)c4c(cc3nc2-1)OCO4,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '17.97', 'le': '0.33', 'lle': '5.93', 'sei': '5.81'}",CHEMBL2114243,,CHEMBL2114243,7.32,0,http://www.openphacts.org/units/Nanomolar,166488,=,1,1,=,,IC50,nM,,48.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.048
,,945878,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@](O)(C(=O)[O-])c1cc2n(c(=O)c1CO)Cc1cc3c(N)c4c(cc3nc1-2)OCO4.[Na+],,,CHEMBL1126797,J Med Chem,1993,"{'bei': '12.62', 'le': '0.24', 'lle': '4.46', 'sei': '3.42'}",CHEMBL2114242,,CHEMBL2219792,5.37,0,http://www.openphacts.org/units/Nanomolar,166500,=,1,1,=,,IC50,nM,,4300.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,4.3
,,945892,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])c4c(cc3nc2-1)OCO4,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '15.60', 'le': '0.29', 'lle': '5.10', 'sei': '4.77'}",CHEMBL2114245,,CHEMBL2114245,6.82,0,http://www.openphacts.org/units/Nanomolar,166454,=,1,1,=,,IC50,nM,,150.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.15
,,945893,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '14.24', 'le': '0.26', 'lle': '4.15', 'sei': '5.72'}",CHEMBL84,TOPOTECAN,CHEMBL84,6.00,0,http://www.openphacts.org/units/Nanomolar,166470,=,1,1,=,,IC50,nM,,1000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,1.0
,,945894,[],CHEMBL873882,Inhibition of Topoisomerase I by cleavage complex formation in human HL-60 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(ccc3nc2-1)OCO4,,,CHEMBL1126797,J Med Chem,1993,"{'bei': '13.81', 'le': '0.26', 'lle': '3.61', 'sei': '5.43'}",CHEMBL328461,,CHEMBL328461,5.42,0,http://www.openphacts.org/units/Nanomolar,166460,=,1,1,=,,IC50,nM,,3800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,3.8
,,948981,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(NC(=O)c2ccc(O)c(O)c2)cc1)c1ccc(O)c(O)c1,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '14.68', 'le': '0.27', 'lle': '2.58', 'sei': '4.01'}",CHEMBL44765,,CHEMBL44765,5.58,0,http://www.openphacts.org/units/Nanomolar,74171,=,1,1,=,,IC50,nM,,2600.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,2.6
,,948982,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1nc2ccccc2s1)c1ccc(O)c(O)c1,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '16.67', 'le': '0.33', 'lle': '1.81', 'sei': '5.79'}",CHEMBL44747,,CHEMBL44747,4.77,0,http://www.openphacts.org/units/Nanomolar,74179,=,1,1,=,,IC50,nM,,16900.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,16.9
,,956924,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Oc1cc(C(=O)Nc2ccccc2NC(=O)c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc(OC(C)=O)c1OC(C)=O,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '8.02', 'le': '0.15', 'lle': '1.59', 'sei': '2.47'}",CHEMBL46853,,CHEMBL46853,5.33,0,http://www.openphacts.org/units/Nanomolar,74158,=,1,1,=,,IC50,nM,,4700.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,4.7
,,958245,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1NC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '14.66', 'le': '0.28', 'lle': '3.63', 'sei': '3.37'}",CHEMBL47027,,CHEMBL47027,6.05,0,http://www.openphacts.org/units/Nanomolar,74160,=,1,1,=,,IC50,nM,,900.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.9
,,958247,[],CHEMBL872487,Inhibition of relaxation activities of DNA topoisomerase I with respect to pBR322 DNA,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1ccccc1NC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '15.52', 'le': '0.29', 'lle': '3.98', 'sei': '3.56'}",CHEMBL47027,,CHEMBL47027,6.40,0,http://www.openphacts.org/units/Nanomolar,74160,=,1,1,=,,Ki,nM,,400.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,Ki,uM,UO_0000065,,0.4
,,958250,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1NC(=O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '13.66', 'le': '0.25', 'lle': '2.18', 'sei': '3.73'}",CHEMBL44441,,CHEMBL44441,5.19,0,http://www.openphacts.org/units/Nanomolar,74173,=,1,1,=,,IC50,nM,,6400.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,6.4
,,964576,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Oc1cc(C(=O)Nc2cccc(NC(=O)c3cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c3)c2)cc(OC(C)=O)c1OC(C)=O,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '7.45', 'le': '0.14', 'lle': '1.21', 'sei': '2.29'}",CHEMBL295024,,CHEMBL295024,4.95,0,http://www.openphacts.org/units/Nanomolar,74159,=,1,1,=,,IC50,nM,,11200.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,11.2
,,967264,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1nc2ccccc2s1)c1cc(O)c(O)c(O)c1,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '16.82', 'le': '0.33', 'lle': '2.42', 'sei': '4.95'}",CHEMBL296351,,CHEMBL296351,5.09,0,http://www.openphacts.org/units/Nanomolar,74180,=,1,1,=,,IC50,nM,,8200.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,8.2
,,973462,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cccc(NC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(O)c1,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '14.06', 'le': '0.26', 'lle': '3.38', 'sei': '3.23'}",CHEMBL47526,,CHEMBL47526,5.80,0,http://www.openphacts.org/units/Nanomolar,74163,=,1,1,=,,IC50,nM,,1600.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,1.6
,,974662,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(NC(=O)c2cc(O)c(O)c(O)c2)cc1)c1cc(O)c(O)c(O)c1,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '14.20', 'le': '0.27', 'lle': '3.43', 'sei': '3.26'}",CHEMBL47885,,CHEMBL47885,5.85,0,http://www.openphacts.org/units/Nanomolar,74162,=,1,1,=,,IC50,nM,,1400.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,1.4
,,977113,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cccc(NC(=O)c2ccc(O)c(O)c2)c1)c1ccc(O)c(O)c1,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '13.15', 'le': '0.24', 'lle': '1.99', 'sei': '3.59'}",CHEMBL297255,,CHEMBL297255,5.00,0,http://www.openphacts.org/units/Nanomolar,74172,=,1,1,=,,IC50,nM,,10000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,10.0
,,982185,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Oc1cc(C(=O)Nc2ccc(NC(=O)c3cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c3)cc2)cc(OC(C)=O)c1OC(C)=O,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '7.62', 'le': '0.14', 'lle': '1.33', 'sei': '2.35'}",CHEMBL297594,,CHEMBL297594,5.07,0,http://www.openphacts.org/units/Nanomolar,74164,=,1,1,=,,IC50,nM,,8600.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,8.6
,,984637,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Oc1ccc(C(=O)Nc2ccccc2NC(=O)c2ccc(OC(C)=O)c(OC(C)=O)c2)cc1OC(C)=O,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '7.39', 'le': '0.14', 'lle': '0.17', 'sei': '2.48'}",CHEMBL46380,,CHEMBL46380,4.06,0,http://www.openphacts.org/units/Nanomolar,74161,=,1,1,=,,IC50,nM,,88000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,88.0
,,984638,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NC1=NCCS1)c1cc(O)c(O)c(O)c1,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '17.55', 'le': '0.36', 'lle': '3.82', 'sei': '4.37'}",CHEMBL47524,,CHEMBL47524,4.46,0,http://www.openphacts.org/units/Nanomolar,74177,=,1,1,=,,IC50,nM,,34400.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,34.4
,,985840,[],CHEMBL669815,Inhibitory concentration against relaxation activity of DNA topoisomerase I by detecting the conversion of supercoiled pBR322 DNA to its relaxed form,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Oc1ccc(C(=O)Nc2cccc(NC(=O)c3ccc(OC(C)=O)c(OC(C)=O)c3)c2)cc1OC(C)=O,,,CHEMBL1148232,Bioorg Med Chem Lett,2004,"{'bei': '7.96', 'le': '0.15', 'lle': '0.47', 'sei': '2.67'}",CHEMBL296034,,CHEMBL296034,4.37,0,http://www.openphacts.org/units/Nanomolar,74165,=,1,1,=,,IC50,nM,,43200.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,43.2
,,987818,[],CHEMBL663651,"Inhibition of bovine topoisomerase I, using cleavable complex assay.",B,,,BAO_0000190,BAO_0000357,single protein format,CCC1(O)C(=O)OCc2c1cc1n(c2=O)C/C(=C2\C(=O)Nc3ccccc32)C1=O,,,CHEMBL1128266,J Med Chem,1995,"{'bei': '13.35', 'le': '0.25', 'lle': '4.14', 'sei': '4.57'}",CHEMBL170599,,CHEMBL170599,5.24,0,http://www.openphacts.org/units/Nanomolar,339825,=,1,1,=,,IC50,nM,,5800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,5.8
,,988750,[],CHEMBL885331,In vitro inhibition of Topoisomerase I-mediated DNA cleavage using supercoiled pBR322 plasmid DNA.,B,,,BAO_0000188,BAO_0000357,single protein format,O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cccc(O)c4c23)C(=O)N1NC(CO)CO,,,CHEMBL1131892,Bioorg Med Chem Lett,1999,"{'bei': '10.54', 'le': '0.20', 'lle': '6.68', 'sei': '2.83'}",CHEMBL320574,,CHEMBL320574,6.24,0,http://www.openphacts.org/units/Nanomolar,211484,=,1,1,=,,EC50,nM,,570.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,EC50,uM,UO_0000065,,0.57
,,988757,[],CHEMBL885331,In vitro inhibition of Topoisomerase I-mediated DNA cleavage using supercoiled pBR322 plasmid DNA.,B,,,BAO_0000188,BAO_0000357,single protein format,O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,,,CHEMBL1131892,Bioorg Med Chem Lett,1999,"{'bei': '10.44', 'le': '0.20', 'lle': '6.63', 'sei': '2.80'}",CHEMBL325839,,CHEMBL325839,6.19,0,http://www.openphacts.org/units/Nanomolar,211481,=,1,1,=,,EC50,nM,,650.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,EC50,uM,UO_0000065,,0.65
,,990157,[],CHEMBL663651,"Inhibition of bovine topoisomerase I, using cleavable complex assay.",B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)C/C(=C2\C(=O)Nc3ccc(C)cc32)C1=O,,,CHEMBL1128266,J Med Chem,1995,"{'bei': '14.14', 'le': '0.26', 'lle': '4.33', 'sei': '5.01'}",CHEMBL366675,,CHEMBL366675,5.75,0,http://www.openphacts.org/units/Nanomolar,339800,=,1,1,=,,IC50,nM,,1800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,1.8
,,990940,[],CHEMBL885331,In vitro inhibition of Topoisomerase I-mediated DNA cleavage using supercoiled pBR322 plasmid DNA.,B,,,BAO_0000188,BAO_0000357,single protein format,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,,,CHEMBL1131892,Bioorg Med Chem Lett,1999,"{'bei': '12.21', 'le': '0.23', 'lle': '8.16', 'sei': '3.08'}",CHEMBL323394,,CHEMBL323394,7.43,0,http://www.openphacts.org/units/Nanomolar,211475,=,1,1,=,,EC50,nM,,37.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,EC50,uM,UO_0000065,,0.037
,,991405,[],CHEMBL663651,"Inhibition of bovine topoisomerase I, using cleavable complex assay.",B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)C/C(=C2\C(=O)Nc3ccc(I)cc32)C1=O,,,CHEMBL1128266,J Med Chem,1995,"{'bei': '9.49', 'le': '0.22', 'lle': '3.21', 'sei': '4.29'}",CHEMBL369847,,CHEMBL369847,4.92,0,http://www.openphacts.org/units/Nanomolar,339806,=,1,1,=,,IC50,nM,,12100.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,12.1
,,991408,[],CHEMBL663648,Inhibitory concentration against topoisomerase I obtained from calf thymus,B,,,BAO_0000190,BAO_0000357,single protein format,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(F)cc1c2C(=O)O,,,CHEMBL1128266,J Med Chem,1995,"{'bei': '13.60', 'le': '0.26', 'lle': '3.76', 'sei': '4.91'}",CHEMBL174233,,CHEMBL174233,5.82,0,http://www.openphacts.org/units/Nanomolar,339817,=,1,1,=,,IC50,nM,,1500.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,1.5
