smiles,hepg2_pIC50,hct116_pIC50,n_tasks_observed
CCOP(=O)(OCC)C(Nc1ccc(CC(=O)Oc2cc(/C=C\c3cc(OC)c(OC)c(OC)c3)ccc2OC)cc1)c1ccccc1OC,6.34,,1
CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)C(=S)c2ccccc2N1C,4.83,,1
CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)C(=S)c2ccccc2N=C1c1ccccc1,4.69,,1
CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)N=C(c2ccc(C)cc2)c2ccccc2C1=S,4.6,,1
CCOc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN(C)[C@H]4Cc1ccc(cc1)Oc1cc(ccc1OC)C[C@@H]3N(C)CC2,5.26,,1
CCOc1ccc(C(=O)Oc2c(OC)cc3c4c2Oc2cc5c(cc2OC)CCN(C)[C@H]5Cc2ccc(cc2)Oc2cc(ccc2OC)C[C@@H]4N(C)CC3)cc1,6.19,,1
CCOc1ccc(NC(=O)Nc2cccc(CNc3nccnc3Cl)c2)cc1,5.15,,1
CCOc1ccc(Nc2c3ccc(Cl)cc3nc3ccc(OC)cc23)cc1,5.13,,1
CCOc1ccc(Oc2ccc(C3=NN(C4=NC(=O)CS4)C(c4cc(O)c(O)c(Br)c4Br)C3)cc2)cc1,5.58,,1
CCOc1ccc2c(Cl)ccnc2c1,5.58,,1
CCOc1ccc2c(NCCCN(C)C)ccnc2c1,5.23,,1
CCOc1ccc2c(NCCN(C)C)ccnc2c1,5.25,,1
CCOc1ccc2c(c1)sc1nc(-c3ccccc3)c(CN3CCN(c4ccccn4)CC3)n12,5.55,,1
CCOc1ccc2c(c1)sc1nc(-c3ccccc3)c(CN3CCOCC3)n12,5.45,,1
CCOc1ccc2c(c1)sc1nc(-c3ccccc3)c(Cn3cccc3)n12,5.42,,1
CCOc1ccccc1Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,4.55,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2-c1ccoc1)OCO3,8.85,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,5.48,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COC(C)(C)C)c(O)ccc3nc2-1,6.1,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COC(C)=O)c(OC(C)=O)ccc3nc2-1,6.0,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COC(C)C)c(O)ccc3nc2-1,4.87,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COC)c(O)ccc3nc2-1,4.04,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,8.46,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(NC(=O)OCc4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4)cccc3nc2-1,7.75,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(NC(=O)OCc4ccc(O[C@@H]5O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]5O)cc4)cccc3nc2-1.[K+],7.359999999999999,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,5.5,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,7.97,,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,6.695,7.0725,2
CC[C@@]1(OC(C)=O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COC(C)=O)c(OC(C)=O)ccc3nc2-1,5.88,,1
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21.[NaH],7.3,,1
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.32,,1
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@]21C,8.15,,1
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CCC(O)C[C@H](O)CC(=O)[O-])[C@]21C.[Na+],6.34,,1
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,5.29,,1
CC[C@H](C)C(=O)O[C@H]1C[C@H]2[C@@H](CC[C@@H]3C[C@H](O)CC[C@@]32C)[C@@H]2CCC(CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@]12C,5.75,,1
CC[C@H](C)C(=O)O[C@H]1C[C@H]2[C@@H](CC[C@@H]3C[C@H](O)CC[C@@]32C)[C@@H]2CCC(CC[C@H]3C[C@@H](O)CC(=O)O3)[C@@]12C,5.09,,1
CC[C@H](C)C(=O)O[C@H]1C[C@H]2[C@@H](CC[C@@H]3C[C@H](O)CC[C@@]32C)[C@@H]2CCC([C@H](C)C[C@@H]3C[C@@H](O)CC(=O)O3)[C@@]12C,4.79,,1
CC[C@H](C)C(=O)O[C@H]1C[C@H]2[C@@H](CC[C@@H]3C[C@H](O)CC[C@@]32C)[C@@H]2CCC([C@H](C)C[C@H]3C[C@@H](O)CC(=O)O3)[C@@]12C,4.26,,1
CC[C@H](C)[C@@H](O)C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)OC[C@@H](O)[C@@H](O)CO)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC,4.54,,1
CC[C@H](C)[C@@H](O)C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)CO)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC,4.54,,1
CC[C@H](C)[C@@H](O)C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@H](CO)[C@@H](O)[C@H](O)CO)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC,4.58,,1
CC[C@H](C)[C@@H](O)C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC,4.44,,1
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1C[C@@H](NC(=O)OC(C)(C)C)C[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCc1c(F)cccc1F)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,9.89,,1
CC[C@H](C)[C@@H]1NC(=O)CNC(=O)[C@@H]2Cc3c([nH]c4cc(O)ccc34)[S+]([O-])C[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H]([C@@H](C)[C@@H](O)CO)C(=O)N2,6.25,,1
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,4.65,,1
CC[C@H](C)[C@H]1CNNC(=O)N[C@H]2CSc3[nH]c4ccccc4c3C[C@H](NC(=O)[C@H]([C@@H](C)[C@@H](O)CO)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H](CC(N)=O)NC2=O)C(=O)NCC(=O)N1,5.57,,1
CCc1cc(Cn2cc(C(=O)C(=O)Nc3cc(C)ns3)c3ccccc32)on1,5.94,,1
CCc1ccc(C(=O)NC[C@H]2c3[nH]c4ccccc4c3C[C@H]3[C@H]4c5[nH]c6ccccc6c5C[C@@H]([C@H](C#N)N23)N4C)cc1,6.24,,1
CCc1ccc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)cc1,4.69,,1
CCc1ccc(NC(=O)Nc2cccc(CNc3nccnc3Cl)c2)c(CC)c1,4.97,,1
CCc1cccc2c(/C=C3\C(=O)Nc4ccc(F)cc43)c[nH]c12,4.55,,1
CCc1cccc2c(/C=C3\C(=O)Nc4ncccc43)c[nH]c12,4.98,,1
CCc1ccccc1NC(=O)Nc1cccc(CNc2nccnc2Cl)c1,5.11,,1
CCn1c(C(=O)N(C)CC(=O)O)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,5.24,,1
CCn1c(C(=O)N(C)CCO)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,6.29,,1
CCn1c(C(=O)N(CCC#N)CCC#N)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,4.33,,1
CCn1c(C(=O)NC(C)C(=O)O)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,5.76,,1
CCn1c(C(=O)NC(C)CO)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,4.32,,1
CCn1c(C(=O)NC(C)CO)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,4.37,,1
CCn1c(C(=O)NC(CC(=O)O)C(=O)OC)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,4.97,,1
CCn1c(C(=O)NC(CO)CCO)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,4.61,,1
CCn1c(C(=O)NCCCN(C)C)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,6.96,,1
CCn1c(C(=O)NCCCN2CCOCC2)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,5.75,,1
CCn1c(C(=O)NCCN(C)C)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,6.62,,1
CCn1c(C(=O)NCCN)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,5.8,,1
CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OC)cc3)ccc21,5.21,,1
CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCCOC4(C)O[C@H]5O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]5O4)cc3)ccc21,5.11,,1
CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCOCCOC4(C)O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O4)cc3)ccc21,5.3,,1
CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCOCCOC4(C)O[C@H]5O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]5O4)cc3)ccc21,5.52,,1
CN(C)C(=O)c1cc2cnc(Nc3ccc(NC(=O)CCCCCCCN=C=S)cc3)nc2n1C1CCCC1,5.41,,1
CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,5.135,,1
CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5C[C@@H]6OCCO[C@H]6C5)n4)cc3)cc2)CC1,6.7,,1
CN(C)CCCN1C(=O)c2cccc3c2c(cc2nnn(C)c23)C1=O,6.01,,1
CN(C)CCCN1C(=O)c2cccc3c2c(cc2nnn(CCCN(C)C)c23)C1=O,6.54,,1
CN(C)CCCN1C(=O)c2cccc3c2c(cc2nnn(CCN(C)C)c23)C1=O,6.11,,1
CN(C)CCCN1C(=O)c2cccc3c2c(cc2nnn(CCO)c23)C1=O,5.28,,1
CN(C)CCCNC(=O)c1ccc(-n2cc(-c3ccc4c(c3)c3cc(-c5cn(-c6ccc(C(=O)NCCCN(C)C)cc6)nn5)ccc3n4CCCN(C)C)nn2)cc1,5.37,,1
CN(C)CCCNc1ccnc2cc(OCc3ccc(F)cc3)ccc12,5.8,,1
CN(C)CCCn1nnc2cc3c4c(cccc4c21)C(=O)N(CCN(C)C)C3=O,6.75,,1
CN(C)CCN1C(=O)c2cccc3c2c(cc2nnn(C)c23)C1=O,6.17,,1
CN(C)CCN1C(=O)c2cccc3c2c(cc2nnn(CCN(C)C)c23)C1=O,6.77,,1
CN(C)CCN1C(=O)c2cccc3c2c(cc2nnn(CCO)c23)C1=O,5.97,,1
CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,5.85,5.123333333333334,2
CN(C)CCN1C(=O)c2cccc3cc(Nc4ccc([N+](=O)[O-])cc4)cc(c23)C1=O,6.39,,1
CN(C)CCN1Cc2cc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)ccc2C1=O,4.91,,1
CN(C)CCNC(=O)c1cc(-c2cc(NC(=O)CCC(=O)Nc3cc(CO)cc(Nc4c5ccccc5nc5ccccc45)c3)cn2C)cn1C,5.16,,1
CN(C)CCNC(=O)c1cc(-c2cc(NC(=O)CCCC(=O)Nc3cc(CO)cc(Nc4c5ccccc5nc5ccccc45)c3)cn2C)cn1C,4.17,,1
CN(C)CCNC(=O)c1cc(NC(=O)CCC(=O)Nc2cc(CO)cc(Nc3c4ccccc4nc4ccccc34)c2)cn1C,5.38,,1
CN(C)CCNC(=O)c1cc(NC(=O)CCCC(=O)Nc2cc(CO)cc(Nc3c4ccccc4nc4ccccc34)c2)cn1C,4.0,,1
CN(C)CCNC(=O)c1ccc(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c1=O.Cl,4.77,,1
CN(C)CCNC(=O)c1ccc(/C=C2\C(=O)Nc3ncccc32)[nH]c1=O.Cl,4.56,,1
CN(C)CCNc1ccnc2cc(OCc3ccc(F)cc3)ccc12,6.1,,1
CN(C)CCNc1ccnc2cc(OCc3ccccc3)ccc12,5.51,,1
CN(C)[C@H]1C[C@@H](C(N)=O)N(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)C1,4.73,,1
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc(N)c5ncnc4-5)cc3)cc2)cc1.[Br-],4.41,,1
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc5c(N)ncnc54)cc3)cc2)cc1.[Br-],4.3,,1
CN(C)c1ccc(/C=N/NC(=O)c2ccc(Nc3nc4ccccc4c4nncn34)cc2)cc1,5.1,,1
CN(C)c1ccc(/C=N/c2c(N)n(C)c(=O)[nH]c2=O)cc1,5.97,,1
CN(C)c1ccc(/N=C2\c3ccccc3CN2c2ccc(N(C)C)cc2)cc1,4.08,,1
CN(C1=C(Cl)C(=O)c2ccccc2C1=O)c1ccccc1,4.9,,1
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,4.66,7.52,2
CN1CC2C(=O)N(c3ccc(Cl)cc3)C(=O)C2C12C(=O)Nc1ccc(Cl)cc12,4.54,,1
CN1CC2C(=O)N(c3ccc(Cl)cc3)C(=O)C2C12C(=O)Nc1ccccc12,4.49,,1
CN1CC2C(=O)N(c3ccc(F)cc3)C(=O)C2C12C(=O)Nc1ccc(Cl)cc12,4.39,,1
CN1CC2C(=O)N(c3ccc(F)cc3)C(=O)C2C12C(=O)Nc1ccccc12,4.06,,1
CN1CC2C(=O)N(c3ccccc3)C(=O)C2C12C(=O)Nc1ccc(Cl)cc12,4.48,,1
CN1CC2C(=O)N(c3ccccc3)C(=O)C2C12C(=O)Nc1ccccc12,4.48,,1
CN1CCN(C(=O)c2cc3c(o2)C(=O)c2ccccc2C3=O)CC1,5.28,,1
CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,4.18,,1
CN1CCN(c2cccc(N/C=C3\C(=O)Nc4ccc(NC(=O)c5c(Cl)cccc5Cl)cc43)c2)CC1,5.62,,1
CN1CCN(c2cccc(N/C=C3\C(=O)Nc4ccc(NC(=O)c5c(F)cccc5F)cc43)c2)CC1,5.52,,1
CN1CCN(c2cccc(N/C=C3\C(=O)Nc4ccc(NC(=O)c5ccc[nH]5)cc43)c2)CC1,5.27,,1
CN1CCN(c2cccc(N/C=C3\C(=O)Nc4ccc(NC(=O)c5cccc(F)c5)cc43)c2)CC1,5.17,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CN3C(=O)c4ccccc4C3=O)c3[nH]c4ccccc4c3C[C@@H]21,7.7,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)/C=C/c3cccc(C(F)(F)F)c3)c3[nH]c4ccccc4c3C[C@@H]21,6.27,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)/C=C/c3ccccc3)c3[nH]c4ccccc4c3C[C@@H]21,6.33,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cc4ccccc4[nH]3)c3[nH]c4ccccc4c3C[C@@H]21,6.36,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cc4ccccc4o3)c3[nH]c4ccccc4c3C[C@@H]21,6.55,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cc4ccccc4s3)c3[nH]c4ccccc4c3C[C@@H]21,6.52,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccc(Cl)cc3)c3[nH]c4ccccc4c3C[C@@H]21,6.46,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccc(F)cc3)c3[nH]c4ccccc4c3C[C@@H]21,6.68,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccc4ccccc4c3)c3[nH]c4ccccc4c3C[C@@H]21,5.92,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccc4ccccc4n3)c3[nH]c4ccccc4c3C[C@@H]21,6.96,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cccc(C(F)(F)F)c3)c3[nH]c4ccccc4c3C[C@@H]21,6.47,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cccc4c3CCCC4)c3[nH]c4ccccc4c3C[C@@H]21,6.27,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccccc3)c3[nH]c4ccccc4c3C[C@@H]21,6.6,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccccn3)c3[nH]c4ccccc4c3C[C@@H]21,7.16,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccco3)c3[nH]c4ccccc4c3C[C@@H]21,6.6,,1
CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cccs3)c3[nH]c4ccccc4c3C[C@@H]21,6.75,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)C21,6.37,7.57,2
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCC(=O)Nc5ccccc5N)cc34)C21,6.8,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCC(=O)NO)cc34)C21,6.09,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCC(=O)Nc5ccccc5N)cc34)C21,5.9,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCCC(=O)NO)cc34)C21,6.68,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCCCC(=O)NO)cc34)C21,6.7,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCCCC(=O)Nc5ccccc5N)cc34)C21,5.9,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccc(/C=C/C(=O)NO)cc5)cc34)C21,6.58,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccc(/C=C/C(=O)Nc6ccccc6N)cc5)cc34)C21,6.54,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccc(C(=O)NO)cc5)cc34)C21,7.01,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccc(CC(=O)NO)cc5)cc34)C21,6.28,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5cccc(C(=O)NO)c5)cc34)C21,5.79,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5cccc(C(=O)Nc6ccccc6N)c5)cc34)C21,6.38,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccccc5C(=O)NO)cc34)C21,6.92,,1
CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccccc5C(=O)Nc5ccccc5N)cc34)C21,6.36,,1
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,5.03,,1
CNC(=O)c1cc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)c(C(F)(F)F)c3)cc2)nc2cccnc12,5.83,,1
CNC(=O)c1cc(-c2ccc(NC(=O)Nc3ccc(N4CCOCC4)c(C(F)(F)F)c3)cc2)nc2cccnc12,5.9,,1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,4.98,6.8,2
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,5.348333333333334,,1
CNCCN(C)Cc1ccc(-c2ccc(C(F)(F)F)cc2)o1.Cl,4.44,,1
CNCCN(C)Cc1ccc(-c2ccc(OC(F)(F)F)cc2)o1.Cl,4.62,,1
CNCCN(C)Cc1ccc(-c2cccc(C(=O)OC)c2)o1.Cl,4.13,,1
CNCCN(C)Cc1ccc(-c2cccc(C(F)(F)F)c2)o1.Cl,4.46,,1
CNCCN(C)Cc1ccc(-c2cccc(OC(F)(F)F)c2)o1.Cl,4.64,,1
CN[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)O[C@H]1C,5.06,,1
CN[C@H]1[C@@H](O)C[C@H](O[C@H]2C/C=C(\C)C/C(C)=C/C=C/CC[C@H](C)CNC(=O)/C=C/C=C/[C@@H]2C)O[C@@H]1C,5.7,,1
CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(OC5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,5.78,,1
CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(OCC5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,6.33,,1
CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(OCCCN5CCOCC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,5.74,,1
COC(=O)/C=C/c1ccc(O)c(O)c1,4.09,,1
COC(=O)/C=C1\O[C@@]2(C)C/C=C/C(C)(C)C[C@@H]3Cc4c(C)cc(=O)c(O)cc4O[C@]3(C)[C@H](O)C[C@@H]2C[C@@]12OC(=O)C=C2C,6.3,,1
COC(=O)C(CO)NC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.45,,1
COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,5.72,,1
COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,5.89,,1
COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,5.22,,1
COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,5.82,,1
COC(=O)CC(O)CP(=O)([O-])CCc1c(Cl)cc(Cl)cc1OCc1ccccc1.[Na+],7.0,,1
COC(=O)CC1CCN(C(=O)c2cc3c(o2)C(=O)c2ccccc2C3=O)CC1,5.01,,1
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,5.37,,1
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc(OC)c(OC)c1Cl)[C@@H]23,5.08,,1
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc(OC)cc1)[C@@H]23,4.97,,1
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc4ccccc4c1)[C@@H]23,5.24,,1
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1cccc(OC)c1)[C@@H]23,4.97,,1
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1cccc4ccccc14)[C@@H]23,5.48,,1
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccccc1OC)[C@@H]23,4.99,,1
COC(=O)CCc1nc2ccc(Br)cc2[nH]c1=O,4.81,,1
COC(=O)CCc1nc2ccc(Cl)cc2[nH]c1=O,4.33,,1
COC(=O)C[C@]12C=C3C(=O)c4cccc(C)c4O[C@@]3(CC1)[C@H]1C(=O)N(c3ccc(Br)cc3)C(=O)[C@H]12,4.65,,1
COC(=O)C[C@]12C=C3C(=O)c4cccc(C)c4O[C@@]3(CC1)[C@H]1C(=O)N(c3ccc(C(F)(F)F)cc3)C(=O)[C@H]12,4.48,,1
COC(=O)C[C@]12C=C3C(=O)c4ccccc4O[C@@]3(CC1)[C@H]1C(=O)N(C)C(=O)[C@H]12,4.78,,1
COC(=O)C[C@]12C=C3C(=O)c4ccccc4O[C@@]3(CC1)[C@H]1C(=O)N(c3ccc(Br)cc3)C(=O)[C@H]12,4.59,,1
