smiles,hepg2_pIC50,hct116_pIC50,n_tasks_observed
COc1cc(OCC2CO2)cc2oc3ccccc3c(=O)c12,,5.18,1
COc1cc([C@@H](O)[C@@H](CO)Oc2ccc(/C=C/C=O)cc2OC)ccc1O,,4.56,1
COc1cc([C@@H](OC)[C@@H](CO)Oc2ccc(/C=C/C=O)cc2OC)ccc1O,,4.58,1
COc1cc([C@H](O)[C@@H](CO)Oc2ccc(/C=C/C=O)cc2OC)ccc1O,,4.49,1
COc1cc2[nH]c(C(=O)c3ccc(C)c(N)c3)cc2c(OC)c1OC,,5.7,1
COc1cc2[nH]c(C(=O)c3ccc(C)cc3)cc2c(OC)c1OC,,5.55,1
COc1cc2[nH]c3c(c2cc1OC)C(=O)c1cnccc1C3=O,,5.43,1
COc1cc2c(=O)cc(-c3cccc(F)c3)[nH]c2cc1O,,5.96,1
COc1cc2c(=O)cc(-c3ccccc3F)[nH]c2cc1O,,5.24,1
COc1cc2c(cc1CC1OC1(C)C)C(=O)C[C@@H](c1ccc(O)cc1)O2,,4.54,1
COc1cc2c(cc1CC=C(C)C)/C(=N/NC(N)=O)C[C@@H](c1ccc(O)cc1)O2,,4.61,1
COc1cc2c(cc1CC=C(C)C)/C(=N/O)C[C@@H](c1ccc(O)cc1)O2,,4.53,1
COc1cc2c(cc1CCC(C)C)C(=O)C[C@@H](c1ccc(O)cc1)O2,,4.46,1
COc1cc2c3[nH]c4ccccc4c3c3c(c2c2c1ccn2C)C(=O)NC3=O,,5.95,1
COc1cc2cc(-c3c(C)cccc3C)nc(N)c2cc1OC.Cl,,6.1,1
COc1cc2cc(-c3cccc(C)c3)nc(N)c2cc1OC.Cl,,5.63,1
COc1cc2cc(-c3ccccc3)nc(N)c2cc1OC,,6.28,1
COc1cc2cc(-c3ccccc3C)nc(N)c2cc1OC,,6.11,1
COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OC/C=C\2,,6.35,1
COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OCCC2,,6.16,1
COc1cc2cc(c1)COc1ccccc1NC(=O)[C@@H](CCCCCC(=O)NO)OC/C=C\2,,6.19,1
COc1cc2cc(c1)COc1ccccc1NC(=O)[C@@H](CCCCCC(=O)NO)OCCC2,,6.07,1
COc1cc2cc(c1)COc1ccccc1NC(=O)[C@H](CCCCCC(=O)NO)OC/C=C\2,,6.16,1
COc1cc2cc(c1)COc1ccccc1NC(=O)[C@H](CCCCCC(=O)NO)OCCC2,,6.28,1
COc1cc2ccn(C)c2c2c3c(c4c5ccccc5[nH]c4c12)C(=O)NC3=O,,5.72,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)C(C)(C)C)cccc2-3)cc1,,5.12,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)C(C)C)cccc2-3)cc1,,5.54,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(C(N)=O)CC4)cccc2-3)cc1,,7.4,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(CN)CC4)cccc2-3)cc1,,7.16,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCN(C(N)=O)CC4)cccc2-3)cc1,,7.33,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)Cc4ccc(N)cc4)cccc2-3)cc1,,6.4,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NCc4ccncc4)cccc2-3)cc1,,6.42,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)cc1,,6.73,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)cc1,,7.82,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)cc1,,6.955,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(C)=O)cccc2-3)cc1,,5.57,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)cc1,,6.37,1
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC=O)cccc2-3)cc1,,6.16,1
COc1ccc(-c2c(-c3cc(OC)c(OC)c(OC)c3)c(=O)c2=O)cc1F,,7.09,1
COc1ccc(-c2c(-c3cc(OC)c(OC)c(OC)c3)c(=O)c2=O)cc1N,,8.3,1
COc1ccc(-c2c(-c3cc(OC)c(OC)c(OC)c3)c(=O)c2=O)cc1O,,8.3,1
COc1ccc(-c2c(CO)c(CO)c3n2Cc2ccccc2C3)cc1,,5.95,1
COc1ccc(-c2c(COC(=O)NC(C)C)c(COC(=O)NC(C)C)c3n2Cc2ccccc2C3)cc1,,6.01,1
COc1ccc(-c2c3c(=O)[nH]c4ccccc4c3nn2C(C)=O)cc1,,6.8,1
COc1ccc(-c2c3c(N)c4c(nc3nc3[nH]nc(-c5ccccc5)c23)Sc2ccccc2N4)cc1,,4.46,1
COc1ccc(-c2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)n3ncnc(N)c23)cc1,,4.33,1
COc1ccc(-c2cc3cc(C)ccc3c(N)n2)c(C)c1,,6.77,1
COc1ccc(-c2cc3cc(C)ccc3c(N)n2)cc1.Cl,,5.87,1
COc1ccc(-c2cc3cc(C)ccc3c(N)n2)cc1OC,,6.07,1
COc1ccc(-c2cc3ccc(N(C)C)cc3c(N)n2)cc1OC.Cl,,6.75,1
COc1ccc(-c2ccc3ncnc(NCCN(C)C)c3c2)cn1,,4.8,1
COc1ccc(-c2ccc3ncnc(NCCN4CCCC4)c3c2)cn1,,5.41,1
COc1ccc(-c2ccc3ncnc(NCCN4CCCCC4)c3c2)cc1C(N)=O,,4.53,1
COc1ccc(-c2ccc3ncnc(NCCN4CCCCC4)c3c2)cn1,,4.65,1
COc1ccc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cc1C(N)=O,,4.61,1
COc1ccc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cn1,,4.41,1
COc1ccc(-c2coc3c2C(=O)c2ccccc2C3=O)cc1,,5.24,1
COc1ccc(-c2coc3c2C(=O)c2ccccc2C3=O)cc1OC,,5.28,1
COc1ccc(-c2nc(O)c3c4c(sc3n2)CCCC4)cc1,,5.96,1
COc1ccc(-c2nc(O)c3c4c(sc3n2)CCCC4)cc1OC,,4.71,1
COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(O)c3c(=O)c2OC)cc1N,,7.6,1
COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(O)c3c(=O)c2OC)cc1O,,7.64,1
COc1ccc(-n2cc(-c3ccc(Cl)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,,5.05,1
COc1ccc(-n2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,,6.16,1
COc1ccc(/C=C(/c2ccc(C)cc2)c2cc(OC)c(OC)c(OC)c2)cc1O,,5.52,1
COc1ccc(/C=C(/c2ccc(OC)c(F)c2)c2cc(OC)c(OC)c(OC)c2)cc1O,,5.1,1
COc1ccc(/C=C(/c2ccc(OC)c(O)c2)c2cc(OC)c(OC)c(OC)c2)cc1O,,5.3,1
COc1ccc(/C=C(\c2cc(OC)c(OC)c(OC)c2)c2ccc3ccccc3c2)cc1O,,5.1,1
COc1ccc(/C=C/C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,,5.82,1
COc1ccc(/C=C/C(=O)C2=Cc3cc(OC)ccc3OC2)cc1,,6.23,1
COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O,,5.8,1
COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)CCC(=O)n1cc(/C=C/c2cccnc2)c2ccccc21,,5.52,1
COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2cc(CCOC(=O)CCC(=O)n3cc(/C=C/c4cccnc4)c4ccccc43)nn2)c1,,5.62,1
COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2cc(CCOC(=O)c3cccc(Cn4nnc5c4C(=O)c4ccccc4C5=O)c3)nn2)c1,,6.0,1
COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2nnc3c2C(=O)c2ccccc2C3=O)c1,,5.82,1
COc1ccc(/C=C/C(=O)c2cccc(Oc3cc(O/N=[N+](\[O-])N4CCCCC4)c([N+](=O)[O-])cc3[N+](=O)[O-])c2)cc1,,5.27,1
COc1ccc(/C=C/C(=O)c2cccc(Oc3cc(O/N=[N+](\[O-])N4CCCCC4)c([N+](=O)[O-])cc3[N+](=O)[O-])c2)cc1OC,,5.05,1
COc1ccc(/C=C/C(=O)c2cccc(Oc3cc(O/N=[N+](\[O-])N4CCOCC4)c([N+](=O)[O-])cc3[N+](=O)[O-])c2)cc1,,5.31,1
COc1ccc(/C=C/C(=O)c2cccc(Oc3cc(O/N=[N+](\[O-])N4CCOCC4)c([N+](=O)[O-])cc3[N+](=O)[O-])c2)cc1OC,,5.34,1
COc1ccc(/C=C/NC(=O)c2c(-c3cc(OC)c(OC)c(OC)c3)c(-c3cc(OC)c(OC)c(OC)c3)c(C(=O)N/C=C/c3ccc(OC)cc3)n2CCc2ccc(OC)cc2)cc1,,7.76,1
COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(OC)c3)nc(NCCCO)n2)cc1OC,,5.0,1
COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(OC)c3)nc(NCCO)n2)cc1OC,,5.21,1
COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,,5.24,1
COc1ccc(/C=C2\CN(C(=O)C(Cl)Cl)C/C(=C\c3ccc(OC)c(OC)c3)C2=O)cc1OC,,6.96,1
COc1ccc(/C=C2\CN(C(=O)C(Cl)Cl)C/C(=C\c3ccc(OC)cc3)C2=O)cc1,,6.57,1
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1,,7.7,1
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1N,,6.57,1
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)CCC(=O)n1cc(/C=C/c2cccnc2)c2ccccc21,,6.05,1
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2cc(CCOC(=O)CCC(=O)n3cc(/C=C/c4cccnc4)c4ccccc43)nn2)c1,,5.97,1
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2cc(CCOC(=O)c3cccc(Cn4nnc5c4C(=O)c4ccccc4C5=O)c3)nn2)c1,,7.02,1
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2nnc3c2C(=O)c2ccccc2C3=O)c1,,6.1,1
COc1ccc(/C=C\c2cc(OC)cc(OC)c2)cc1,,6.66,1
COc1ccc(/C=C\c2ccc(OC)c(O)c2)cc1,,5.47,1
COc1ccc(/C=C\c2ccc(OC)c(OC)c2)cc1,,5.64,1
COc1ccc(/C=C\c2ccc(OC)cc2OC)cc1,,5.64,1
COc1ccc(/C=C\c2cccc(OC)c2)cc1,,5.29,1
COc1ccc(/C=C\c2ccccc2OC)cc1,,5.23,1
COc1ccc(/C=N/Nc2ncc3c(n2)n(C2CCCC2)c(=O)c(=O)n3C)cc1,,4.44,1
COc1ccc(/C=N/c2nnc3c4ccccc4nc(Cl)n23)cc1O,,4.51,1
COc1ccc(/C=N/c2nnc3c4ccccc4nc(Nc4ccc(C)cc4N)n23)cc1O,,5.08,1
COc1ccc(C(=C(F)F)c2cc(OC)c(OC)c(OC)c2)cc1N,,9.05,1
COc1ccc(C(=C(F)F)c2cc(OC)c(OC)c(OC)c2)cc1O,,8.7,1
COc1ccc(C(=O)/C=C/C2=Cc3cc(OC)ccc3OC2)cc1,,5.1,1
COc1ccc(C(=O)/C=C/C2=Cc3ccc(OC)cc3OC2)cc1,,4.98,1
COc1ccc(C(=O)Oc2c(OC)ccc3c2c[n+]2c4c3ccc3c5c(cc(c34)CC2)OCO5)cc1.[Cl-],,6.390000000000001,1
COc1ccc(C(=O)c2[nH]c3cc(Cl)ccc3c2NC(=O)CNc2ccc(C)cc2)cc1,,4.69,1
COc1ccc(C(=O)c2[nH]c3cc(Cl)ccc3c2NC(=O)CNc2ccc(F)cc2)cc1,,4.74,1
COc1ccc(C(=O)c2cc3c(OC)c(OC)c(OC)cc3[nH]2)cc1,,5.38,1
COc1ccc(C(=O)n2c3c(c4ccccc42)CCN2C(=O)c4ccccc4N(C)C32)cc1,,4.35,1
COc1ccc(C(C)(O)c2nc(-c3ccoc3)nc3ccccc23)cc1,,7.89,1
COc1ccc(C(C)c2cc(OC)c(OC)c(OC)c2)cc1F,,7.07,1
COc1ccc(C(C)c2cc(OC)c(OC)c(OC)c2)cc1O,,7.55,1
COc1ccc(C(c2cc(OC)c(OC)c(OC)c2)C(F)F)cc1O,,7.52,1
COc1ccc(C)c(-c2cc3ccc(C)cc3c(N)n2)c1.Cl,,7.38,1
COc1ccc(C2=NN(c3ccc(C(=O)N4CCOCC4)cc3)C(c3ccc4ccccc4c3)C2)cc1,,4.84,1
COc1ccc(C2=NN(c3ccc(C(=O)N4CCOCC4)cc3)C(c3cccc4ccccc34)C2)cc1,,4.99,1
COc1ccc(C2=NN(c3ccccc3)C3(C(=O)Nc4ccc(Br)cc43)N2c2cccc(Cl)c2)cc1,,4.62,1
COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,,4.86,1
COc1ccc(C2C(O)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1N,,6.86,1
COc1ccc(C2C(O)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1[N+](=O)[O-],,7.16,1
COc1ccc(C2C(OC(C)=O)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1N,,6.43,1
COc1ccc(C2C(OC(C)=O)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1[N+](=O)[O-],,6.28,1
COc1ccc(C2CC(c3c(-c4ccccc4)c4ccccc4[nH]c3=O)=NN2c2ccccc2)cc1,,5.66,1
COc1ccc(C2CC(c3cccc(Oc4cc(O/N=[N+](\[O-])N5CCCCC5)c([N+](=O)[O-])cc4[N+](=O)[O-])c3)=NN2C(C)=O)cc1,,5.38,1
COc1ccc(C2CC(c3cccc(Oc4cc(O/N=[N+](\[O-])N5CCCCC5)c([N+](=O)[O-])cc4[N+](=O)[O-])c3)=NN2C(C)=O)cc1OC,,5.84,1
COc1ccc(C2CC(c3cccc(Oc4cc(O/N=[N+](\[O-])N5CCOCC5)c([N+](=O)[O-])cc4[N+](=O)[O-])c3)=NN2C(C)=O)cc1,,5.25,1
COc1ccc(C2CC(c3cccc(Oc4cc(O/N=[N+](\[O-])N5CCOCC5)c([N+](=O)[O-])cc4[N+](=O)[O-])c3)=NN2C(C)=O)cc1OC,,5.9,1
COc1ccc(CC(=O)Nc2ccc3cc(C(=O)NO)sc3c2)cc1,,6.31,1
COc1ccc(CC2CCc3nc(N)nc(N)c3C2)cc1OC,,7.4,1
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,,7.1819999999999995,1
COc1ccc(CCN2C(C(=O)N(C)C)=C(c3ccc(OC)c(OC)c3)C3c4cc(OC)c(OC)cc4OC(=O)C32)cc1OC,,7.2250000000000005,1
COc1ccc(CCn2c(C(=O)N(C)C)c(-c3cc(OC)c(OC)c(OC)c3)c(-c3cc(OC)c(OC)c(OC)c3)c2C(=O)N(C)C)cc1,,6.515,1
COc1ccc(CCn2cc(-c3ccc(OC)c(OC)c3)c3c4cc(OC)c(OC)cc4oc(=O)c32)cc1OC,,6.33,1
COc1ccc(COC(CCCCCC(=O)NO)C(=O)Nc2ccccc2)cc1,,6.66,1
COc1ccc(Cl)c(-c2cc(Cl)nc(N)n2)c1,,5.1,1
COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc(C2(O)CSC(=S)N2Cc2cccnc2)cc1,,5.43,1
COc1ccc(Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,,5.92,1
COc1ccc(N(C)c2cc(C)nc3ccccc23)cc1NC(=O)CCCCl,,8.57,1
COc1ccc(N(CCn2nnc3c(C(N)=O)ncn3c2=O)CCn2nnc3c(C(N)=O)ncn3c2=O)cc1,,5.126666666666666,1
COc1ccc(N2NC3=CC[C@@H](OC)O[C@@]3(c3ccccc3)CC2=O)cc1,,4.95,1
COc1ccc(N2NC3=CC[C@@H](OC)O[C@@]3(c3ccccc3)CCC2=O)cc1,,5.51,1
COc1ccc(NC(=O)C2=C(C)Nc3nc4ccccc4n3C2c2ccco2)cc1,,5.06,1
COc1ccc(NCC(=O)Nc2c(C(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,,4.33,1
COc1ccc(NS(=O)(=O)c2ccc(/C=C/C(=O)NO)cc2)cc1OC,,6.1,1
COc1ccc(NS(=O)(=O)c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1OC,,5.4,1
COc1ccc(Nc2nc(NCc3ccco3)c3cc(F)ccc3n2)cc1,,5.21,1
COc1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1OC,,6.11,1
COc1ccc(OC)c(S(=O)(=O)Nc2ccc3[nH]c4ccncc4c3c2)c1,,5.46,1
COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)NO)cc2)cc1OC,,6.7,1
COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1,,5.6,1
COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1OC,,6.0,1
COc1ccc(S(=O)(=O)Nc2ccc(C3(O)CSC(=S)N3Cc3cccnc3)cc2)cc1,,5.76,1
COc1ccc(S(=O)(=O)Nc2ccc3[nH]c4ccncc4c3c2)cc1,,5.02,1
COc1ccc([C@@H]2C/C(=N/OCc3cn(-c4ccc(C(N)=O)cc4)nn3)c3cc(CC=C(C)C)c(OC)cc3O2)cc1,,5.15,1
COc1ccc([C@@H]2C/C(=N/OCc3cn(-c4ccccc4CO)nn3)c3cc(CC=C(C)C)c(OC)cc3O2)cc1,,4.52,1
COc1ccc2[nH]c(-c3ccc(F)cc3)cc(=O)c2c1O,,5.62,1
COc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1O,,7.16,1
COc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1OC,,5.92,1
COc1ccc2[nH]c(-c3ccccc3F)cc(=O)c2c1O,,7.3,1
COc1ccc2[nH]c3c(c2c1)C(=O)c1cnccc1C3=O,,5.26,1
COc1ccc2[nH]cc(/C=N/NC(=O)C(=O)c3c[nH]c4ccccc34)c2c1,,6.4,1
COc1ccc2[nH]cc(/C=N/NC(=O)C(=O)c3cn(Cc4ccc(Cl)cc4)c4ccccc34)c2c1,,5.38,1
COc1ccc2c(/C=N/NC(=O)C(=O)c3c[nH]c4ccccc34)c[nH]c2c1,,5.6,1
COc1ccc2c(C3=C(c4c[nH]c5cc(OC)ccc45)C(=O)NC3=O)c[nH]c2c1,,6.52,1
COc1ccc2c(Cc3ccc(C)cc3)c3[n+](cc2c1NCCCO)CCc1cc2c(cc1-3)OCO2.[Br-],,5.42,1
COc1ccc2c(c1)C=C(/C=C/C(=O)C1=Cc3cc(OC)ccc3OC1)CO2,,4.89,1
COc1ccc2c(c1)C=C(/C=C/C(=O)c1ccccc1OC)CO2,,5.98,1
COc1ccc2c(c1)C=C(C(=O)/C=C/C1=Cc3ccc(OC)cc3OC1)CO2,,4.73,1
COc1ccc2c(c1)C=C(C(=O)/C=C/C1=Cc3cccc(OC)c3OC1)CO2,,5.14,1
COc1ccc2c(c1)C=C(C(=O)/C=C/c1c(OC)cc(OC)cc1OC)CO2,,7.02,1
COc1ccc2c(c1)C=C(C(=O)/C=C/c1cc(OC)c(OC)cc1OC)CO2,,5.6,1
COc1ccc2c(c1)C=C(C(=O)/C=C/c1ccc(OC)cc1OC)CO2,,5.4,1
COc1ccc2c(c1)C=C(C(=O)/C=C/c1ccccc1OC)CO2,,5.79,1
COc1ccc2c(c1)CC[n+]1cc3c(OC)cccc3cc1-2.[Cl-],,4.57,1
COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1N2,,6.44,1
COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1O2,,6.51,1
COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1S2,,7.05,1
COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1S2(=O)=O,,7.4,1
COc1ccc2c(c1)OC1c3cc(OC)c(OC)cc3OCC21,,4.95,1
COc1ccc2c(c1)O[C@@H]1c3cc(OC)c(OC)cc3OC[C@H]21,,5.62,1
COc1ccc2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)C[C@@H](O)[C@@]21O,,6.97,1
COc1ccc2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)[C@@H](C(=O)N(C)C)[C@@H](O)[C@@]21O,,7.89,1
COc1ccc2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)[C@@H](C(N)=O)[C@@H](O)[C@@]21O,,7.82,1
COc1ccc2c(c1)O[C@H]1c3cc(OC)c(OC)cc3OC[C@@H]21,,4.41,1
COc1ccc2c(c1)[nH]c1c2c2c(c3c1c(C)cc1ccn(C)c13)C(=O)NC2=O,,5.84,1
COc1ccc2c(c1)[nH]c1c2c2c(c3c4cccc5c4n(c13)CC(CO)C5)C(=O)NC2=O,,5.74,1
COc1ccc2c(c1)[nH]c1c3[nH]c4cc(OC)ccc4c3c3c(c21)C(=O)NC3=O,,6.33,1
COc1ccc2c(c1)c(=O)c(C(=O)Nc1cc(-c3ccccc3)nn1C)cn2CCCCCC(=O)NO,,6.22,1
COc1ccc2c(c1)c(=O)c(C(=O)Nc1nc3ccccc3s1)cn2CCCCCC(=O)NO,,6.22,1
COc1ccc2c(c[n+]3c4c2ccc2c5c(cc(c24)CC3)OCO5)c1OC(=O)c1ccc(F)cc1F.[Cl-],,5.96,1
COc1ccc2c(c[n+]3c4c2ccc2c5c(cc(c24)CC3)OCO5)c1OC(=O)c1ccc2c(c1)OCO2.[Cl-],,5.93,1
COc1ccc2c(c[n+]3c4c2ccc2c5c(cc(c24)CC3)OCO5)c1OC(=O)c1ccccc1.[Cl-],,5.82,1
COc1ccc2c(c[n+]3c4c2ccc2c5c(cc(c24)CC3)OCO5)c1OC(=O)c1ccccc1F.[Cl-],,6.465,1
COc1ccc2c(c[n+]3c4c2ccc2c5c(cc(c24)CC3)OCO5)c1OC(C)=O.[Cl-],,6.5649999999999995,1
COc1ccc2c(c[n+]3c4c2ccc2c5c(cc(c24)CC3)OCO5)c1OC.[Cl-],,6.01,1
COc1ccc2c3c([nH]c2c1)C(=O)c1ccncc1C3=O,,5.5,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(C(N)=O)CC3)c2c1)C(=O)NC4=O,,5.71,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(O)CC3)c2c1)C(=O)NC4=O,,5.9,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCN(C)CC3)c2c1)C(=O)NC4=O,,6.35,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCOCC3)c2c1)C(=O)NC4=O,,5.77,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCNCCO)c2c1)C(=O)NC4=O,,5.81,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCO)c2c1)C(=O)NC4=O,,5.79,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN3CCCCC3)c2c1)C(=O)NC4=O,,5.43,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN3CCC[C@H]3CO)c2c1)C(=O)NC4=O,,5.57,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCNCCO)c2c1)C(=O)NC4=O,,5.83,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN[C@H]3CC[C@H](O)CC3)c2c1)C(=O)NC4=O,,6.05,1
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCO)c2c1)C(=O)NC4=O,,5.39,1
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],,4.08,1
COc1ccc2ccccc2c1S(=O)(=O)Nc1ccc2[nH]c3ccncc3c2c1,,4.77,1
COc1ccc2nc(OC)c(NC(=O)N3CCN(c4cc(C)cc(C)c4)CC3)nc2c1,,6.96,1
COc1cccc(-c2c(F)cc(-n3nnc4c3C(=O)c3ccccc3C4=O)cc2F)c1,,6.22,1
COc1cccc(-c2cc3cc(C)ccc3c(N)n2)c1,,6.23,1
COc1cccc(-c2cc3cc(C)ccc3c(N)n2)c1.Cl,,6.72,1
COc1cccc(-c2cc3cc(N(C)C)ccc3c(N)n2)c1.Cl,,7.19,1
COc1cccc(-c2cc3cc(OC)c(OC)cc3c(N)n2)c1,,6.8,1
COc1cccc(-c2cc3ccc(C)cc3c(N)n2)c1,,6.68,1
COc1cccc(-c2cc3ccc(N(C)C)cc3c(N)n2)c1.Cl,,7.77,1
COc1cccc(-c2ccc3c(N)c(C(=O)NCc4ccc(Cl)cc4)sc3n2)c1,,4.45,1
COc1cccc(-c2nc3sc4c(c3c(=O)[nH]2)CCCC4)c1O,,4.47,1
COc1cccc(/C=N/Nc2ncc3c(n2)n(C2CCCC2)c(=O)c(=O)n3C)c1,,4.34,1
COc1cccc(C(=O)/C=C/C2=Cc3cc(Br)ccc3OC2)c1,,5.34,1
COc1cccc(C(=O)Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)c1,,5.57,1
COc1cccc(CC(=O)Nc2ccc3cc(C(=O)NO)sc3c2)c1,,6.22,1
COc1cccc(CN(Cc2c(F)c(F)c(F)c(F)c2F)c2cccc(S(N)(=O)=O)c2)c1,,4.69,1
COc1cccc(Cl)c1-c1cc(Cl)nc(N)n1,,5.19,1
COc1cccc(Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)c1,,6.18,1
COc1cccc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1,,7.19,1
COc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cnccc23)c1,,5.02,1
COc1cccc(OC)c1-c1cc(Cl)nc(N)n1,,5.1,1
COc1cccc(S(=O)(=O)Nc2ccc(C3(O)CSC(=S)N3Cc3cccnc3)cc2)c1,,5.58,1
COc1cccc2c(=O)c3c(O)cc(OCC(C)(O)CCl)cc3oc12,,4.8,1
COc1cccc2c(=O)c3c(O)cc(OCC4(C)CO4)cc3oc12,,4.16,1
COc1cccc2c(=O)c3c(OC)cc(OCC(O)CCl)cc3oc12,,4.79,1
COc1cccc2c(=O)c3c(OC)cc(OCC4CO4)cc3oc12,,5.82,1
COc1cccc2c(=O)c3c(OCC(O)CCl)cc(OCC4CO4)cc3oc12,,5.0,1
COc1cccc2c(=O)c3c(OCC4(C)CO4)cc(OCC4(C)CO4)cc3oc12,,6.1,1
