row_id,smiles,status,n_atoms,coord_mean_abs,hepg2_pIC50,hct116_pIC50
798,CN1CC2C(=O)N(c3ccc(F)cc3)C(=O)C2C12C(=O)Nc1ccc(Cl)cc12,ok,43,1.87903892993927,4.39,
799,CN1CC2C(=O)N(c3ccc(F)cc3)C(=O)C2C12C(=O)Nc1ccccc12,ok,43,1.7484312057495117,4.06,
800,CN1CC2C(=O)N(c3ccccc3)C(=O)C2C12C(=O)Nc1ccc(Cl)cc12,ok,43,1.8533397912979126,4.48,
801,CN1CC2C(=O)N(c3ccccc3)C(=O)C2C12C(=O)Nc1ccccc12,ok,43,1.9842712879180908,4.48,
802,CN1CCN(C(=O)c2cc3c(o2)C(=O)c2ccccc2C3=O)CC1,ok,40,2.1198670864105225,5.28,
803,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,uff_not_converged,83,2.573653221130371,4.18,
804,CN1CCN(c2cccc(N/C=C3\C(=O)Nc4ccc(NC(=O)c5c(Cl)cccc5Cl)cc43)c2)CC1,uff_not_converged,61,2.712055206298828,5.62,
805,CN1CCN(c2cccc(N/C=C3\C(=O)Nc4ccc(NC(=O)c5c(F)cccc5F)cc43)c2)CC1,uff_not_converged,61,2.6614532470703125,5.52,
806,CN1CCN(c2cccc(N/C=C3\C(=O)Nc4ccc(NC(=O)c5ccc[nH]5)cc43)c2)CC1,uff_not_converged,59,2.743417501449585,5.27,
807,CN1CCN(c2cccc(N/C=C3\C(=O)Nc4ccc(NC(=O)c5cccc(F)c5)cc43)c2)CC1,uff_not_converged,61,2.496171236038208,5.17,
808,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CN3C(=O)c4ccccc4C3=O)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,70,2.092024087905884,7.7,
809,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)/C=C/c3cccc(C(F)(F)F)c3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,77,2.531832456588745,6.27,
810,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)/C=C/c3ccccc3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,74,2.131113290786743,6.33,
811,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cc4ccccc4[nH]3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,74,2.25382924079895,6.36,
812,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cc4ccccc4o3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,73,2.388353109359741,6.55,
813,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cc4ccccc4s3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,73,2.4141900539398193,6.52,
814,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccc(Cl)cc3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,70,2.306569814682007,6.46,
815,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccc(F)cc3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,70,2.1772782802581787,6.68,
816,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccc4ccccc4c3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,76,2.4425556659698486,5.92,
817,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccc4ccccc4n3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,75,2.568060874938965,6.96,
818,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cccc(C(F)(F)F)c3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,73,2.447908401489258,6.47,
819,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cccc4c3CCCC4)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,80,2.473189353942871,6.27,
820,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccccc3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,70,2.1701743602752686,6.6,
821,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccccn3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,69,2.085156202316284,7.16,
822,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3ccco3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,67,2.118495464324951,6.6,
823,CN1[C@@H]2c3[nH]c4ccccc4c3C[C@H]1[C@H](C#N)N1[C@@H](CNC(=O)c3cccs3)c3[nH]c4ccccc4c3C[C@@H]21,uff_not_converged,67,2.1208550930023193,6.75,
824,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)C21,ok,41,1.852494239807129,6.37,7.57
825,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCC(=O)Nc5ccccc5N)cc34)C21,uff_not_converged,66,2.435192823410034,6.8,
826,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCC(=O)NO)cc34)C21,uff_not_converged,58,2.3913381099700928,6.09,
827,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCC(=O)Nc5ccccc5N)cc34)C21,uff_not_converged,69,2.3678672313690186,5.9,
828,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCCC(=O)NO)cc34)C21,uff_not_converged,61,2.805260181427002,6.68,
829,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCCCC(=O)NO)cc34)C21,uff_not_converged,64,2.661870241165161,6.7,
830,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCCCC(=O)Nc5ccccc5N)cc34)C21,uff_not_converged,75,2.9148976802825928,5.9,
831,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccc(/C=C/C(=O)NO)cc5)cc34)C21,uff_not_converged,63,2.941012382507324,6.58,
832,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccc(/C=C/C(=O)Nc6ccccc6N)cc5)cc34)C21,uff_not_converged,74,3.218766927719116,6.54,
833,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccc(C(=O)NO)cc5)cc34)C21,uff_not_converged,59,2.7526872158050537,7.01,
834,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccc(CC(=O)NO)cc5)cc34)C21,uff_not_converged,62,2.4070615768432617,6.28,
835,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5cccc(C(=O)NO)c5)cc34)C21,uff_not_converged,59,2.459702968597412,5.79,
836,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5cccc(C(=O)Nc6ccccc6N)c5)cc34)C21,uff_not_converged,70,2.9801154136657715,6.38,
837,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccccc5C(=O)NO)cc34)C21,uff_not_converged,59,2.476060390472412,6.92,
838,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCc5ccccc5C(=O)Nc5ccccc5N)cc34)C21,uff_not_converged,70,2.5890543460845947,6.36,
839,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,ok,40,1.862472653388977,5.03,
840,CNC(=O)c1cc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)c(C(F)(F)F)c3)cc2)nc2cccnc12,uff_not_converged,69,3.4301817417144775,5.83,
841,CNC(=O)c1cc(-c2ccc(NC(=O)Nc3ccc(N4CCOCC4)c(C(F)(F)F)c3)cc2)nc2cccnc12,uff_not_converged,65,3.255239725112915,5.9,
842,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,uff_not_converged,48,2.888787031173706,4.98,6.8
843,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,uff_not_converged,48,3.063300371170044,5.348333333333334,
844,CNCCN(C)Cc1ccc(-c2ccc(C(F)(F)F)cc2)o1.Cl,ok,41,1.91390061378479,4.44,
845,CNCCN(C)Cc1ccc(-c2ccc(OC(F)(F)F)cc2)o1.Cl,uff_not_converged,42,2.1366262435913086,4.62,
846,CNCCN(C)Cc1ccc(-c2cccc(C(=O)OC)c2)o1.Cl,ok,44,2.007286548614502,4.13,
847,CNCCN(C)Cc1ccc(-c2cccc(C(F)(F)F)c2)o1.Cl,uff_not_converged,41,1.942946195602417,4.46,
848,CNCCN(C)Cc1ccc(-c2cccc(OC(F)(F)F)c2)o1.Cl,uff_not_converged,42,2.1129567623138428,4.64,
849,CN[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)O[C@H]1C,uff_not_converged,53,2.3919925689697266,5.06,
850,CN[C@H]1[C@@H](O)C[C@H](O[C@H]2C/C=C(\C)C/C(C)=C/C=C/CC[C@H](C)CNC(=O)/C=C/C=C/[C@@H]2C)O[C@@H]1C,uff_not_converged,84,2.5346662998199463,5.7,
851,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(OC5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,uff_not_converged,75,3.246176242828369,5.78,
852,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(OCC5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,uff_not_converged,78,3.0326061248779297,6.33,
853,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(OCCCN5CCOCC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,uff_not_converged,79,3.2440154552459717,5.74,
854,COC(=O)/C=C/c1ccc(O)c(O)c1,ok,24,1.8766438961029053,4.09,
855,COC(=O)/C=C1\O[C@@]2(C)C/C=C/C(C)(C)C[C@@H]3Cc4c(C)cc(=O)c(O)cc4O[C@]3(C)[C@H](O)C[C@@H]2C[C@@]12OC(=O)C=C2C,uff_not_converged,85,2.4140830039978027,6.3,
856,COC(=O)C(CO)NC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,uff_not_converged,100,2.5690813064575195,4.45,
857,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,uff_not_converged,59,2.154129981994629,5.72,
858,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,uff_not_converged,56,2.02067494392395,5.89,
859,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,uff_not_converged,60,2.2268710136413574,5.22,
860,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,uff_not_converged,56,2.131378650665283,5.82,
861,COC(=O)CC(O)CP(=O)([O-])CCc1c(Cl)cc(Cl)cc1OCc1ccccc1.[Na+],uff_not_converged,51,2.0468947887420654,7.0,
862,COC(=O)CC1CCN(C(=O)c2cc3c(o2)C(=O)c2ccccc2C3=O)CC1,ok,47,2.2603347301483154,5.01,
863,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,uff_not_converged,73,2.042469024658203,5.37,
864,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc(OC)c(OC)c1Cl)[C@@H]23,uff_not_converged,69,2.1204676628112793,5.08,
865,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc(OC)cc1)[C@@H]23,uff_not_converged,65,2.0633082389831543,4.97,
866,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc4ccccc4c1)[C@@H]23,uff_not_converged,67,2.149207353591919,5.24,
867,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1cccc(OC)c1)[C@@H]23,uff_not_converged,65,1.9632339477539062,4.97,
868,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1cccc4ccccc14)[C@@H]23,uff_not_converged,67,2.0331592559814453,5.48,
869,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccccc1OC)[C@@H]23,uff_not_converged,65,1.9876595735549927,4.99,
870,COC(=O)CCc1nc2ccc(Br)cc2[nH]c1=O,ok,29,1.6627510786056519,4.81,
871,COC(=O)CCc1nc2ccc(Cl)cc2[nH]c1=O,ok,29,1.615565299987793,4.33,
872,COC(=O)C[C@]12C=C3C(=O)c4cccc(C)c4O[C@@]3(CC1)[C@H]1C(=O)N(c3ccc(Br)cc3)C(=O)[C@H]12,uff_not_converged,57,2.0754330158233643,4.65,
873,COC(=O)C[C@]12C=C3C(=O)c4cccc(C)c4O[C@@]3(CC1)[C@H]1C(=O)N(c3ccc(C(F)(F)F)cc3)C(=O)[C@H]12,uff_not_converged,60,2.1693098545074463,4.48,
874,COC(=O)C[C@]12C=C3C(=O)c4ccccc4O[C@@]3(CC1)[C@H]1C(=O)N(C)C(=O)[C@H]12,ok,47,1.8629933595657349,4.78,
875,COC(=O)C[C@]12C=C3C(=O)c4ccccc4O[C@@]3(CC1)[C@H]1C(=O)N(c3ccc(Br)cc3)C(=O)[C@H]12,ok,54,2.1034440994262695,4.59,
876,COC(=O)C[C@]12C=C3C(=O)c4ccccc4O[C@@]3(CC1)[C@H]1C(=O)N(c3ccc(C(F)(F)F)cc3)C(=O)[C@H]12,uff_not_converged,57,2.1549904346466064,4.8,
877,COC(=O)C[C@]12C=C3C(=O)c4ccccc4O[C@@]3(CC1)[C@H]1C(=O)N(c3ccccc3)C(=O)[C@H]12,ok,54,2.006314516067505,4.63,
878,COC(=O)[C@@H]1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,uff_not_converged,81,3.2188429832458496,4.98,
879,COC(=O)[C@@H]1C[C@@H](O)CN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,uff_not_converged,82,3.854275941848755,5.05,
880,COC(=O)[C@H](Cc1ccc(N(CCCl)CCCl)cc1)NC(=O)CCC(=O)O,uff_not_converged,51,2.07058048248291,4.86,
881,COC(=O)[C@H](Cc1ccc(N(CCCl)CCCl)cc1)NC(=O)CCC(=O)OCCCOCCCn1c2c(c3ccccc31)CCN1C(=O)c3ccccc3N(C)C21,uff_not_converged,108,3.561328649520874,4.77,
882,COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,uff_not_converged,125,2.894123077392578,5.08,6.2
883,COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,uff_not_converged,125,2.8615000247955322,5.65,
884,COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6[C@@H](C)[C@H](C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,uff_not_converged,125,3.020385503768921,4.35,
885,COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6[C@@H](C)[C@H](C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,uff_not_converged,125,3.1386067867279053,4.33,
886,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,uff_not_converged,80,2.201785087585449,6.29,
887,COC(=O)[C@]12Oc3c(-c4ccc(O)c5c4O[C@@]4(C(=O)OC)C(=C(O)C[C@@H](C)[C@@H]4O)C5=O)ccc(O)c3C(=O)C1=C(O)C[C@@H](C)[C@@H]2O,uff_not_converged,76,2.2718992233276367,6.05,
888,COC(=O)[C@]12Oc3ccc(-c4ccc(O)c5c4O[C@@]4(C(=O)OC)C(=C(O)C[C@@H](C)[C@@H]4O)C5=O)c(O)c3C(=O)C1=C(O)C[C@@H](C)[C@@H]2O,uff_not_converged,76,2.4297847747802734,6.05,
889,COC(=O)[C@]12Oc3ccc(-c4ccc5c(c4O)C(=O)C4(O)C(=O)C[C@@H](C)[C@H](O)[C@@]4(C(=O)OC)O5)c(O)c3C(=O)C1(O)C(=O)C[C@@H](C)[C@@H]2O,uff_not_converged,78,2.864561080932617,4.27,
890,COC(=O)[C@]12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)C[C@@H](C)[C@H](O)[C@@]4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)C[C@@H](C)[C@@H]2O,uff_not_converged,76,3.128129482269287,6.05,
891,COC(=O)c1c(C)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(OC)c1O,uff_not_converged,44,2.1176822185516357,4.7,
892,COC(=O)c1cc(O)c2[nH]c3ccccc3c2c1,ok,29,1.8878673315048218,4.8,
893,COC(=O)c1ccc(NC(=O)CCC(=O)Nc2ccc(C(=O)OC)cc2)cc1,uff_not_converged,48,2.2925453186035156,4.62,
894,COC(=O)c1ccc2[nH]c3ccccc3c2c1,ok,28,1.9104925394058228,4.43,
895,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,91,2.24763822555542,4.45,
896,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccc(Cl)cc4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,107,2.8084185123443604,4.57,
897,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccc(F)cc4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,107,2.568145990371704,4.57,
898,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccccc4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,107,2.61018705368042,4.58,
899,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cc(Br)cc(Br)c4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,2.8093807697296143,4.36,
900,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cc(F)ccc4Br)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,2.6027302742004395,4.72,
901,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cc(I)ccc4Cl)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,3.0280354022979736,4.54,
902,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,107,2.7389955520629883,4.84,
903,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(Br)cc4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,2.792221784591675,4.59,
904,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(Cl)cc4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,3.0448246002197266,4.59,
905,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(F)cc4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,2.568665027618408,5.07,
906,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(F)cc4F)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,2.3603289127349854,5.24,
907,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc([N+](=O)[O-])cc4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,105,2.6769704818725586,4.69,
908,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cccc(C)c4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,106,2.668663501739502,4.42,
909,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cccc(F)c4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,2.9172420501708984,4.99,
910,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccccc4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,2.5320191383361816,4.75,
911,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccccc4Cl)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,2.852562665939331,4.72,
912,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccccc4I)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,103,2.6502134799957275,4.41,
913,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccccc4[N+](=O)[O-])C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,105,2.6925430297851562,4.92,
914,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](OC(=O)/C=C/c1ccc(F)cc1)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccc(F)cc4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,123,3.0198028087615967,4.38,
915,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](OC(=O)c1ccc(Cl)cc1)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(Cl)cc4)C(C)(C)[C@@H]3CC[C@]12C,uff_not_converged,115,2.6646313667297363,4.38,
916,COC1=C(CC(C)(C)COC(=O)c2cc(OC)ccc2OC)C(=O)c2ccccc2C1=O,uff_not_converged,58,1.9167410135269165,4.39,
917,COC1=C(CC(C)(C)COC(=O)c2ccc3ccccc3c2OC)C(=O)c2ccccc2C1=O,uff_not_converged,60,2.3986284732818604,4.94,
918,COC1=C(CC(C)(C)COC(=O)c2ccccc2)C(=O)c2ccccc2C1=O,uff_not_converged,50,2.0832831859588623,4.33,
919,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,uff_not_converged,80,2.217048168182373,7.4,
920,COC1=CC2[C@@H]3Cc4ccc(OC)c(OCCCCCCOC(=O)CCCCC(CCSCc5ccccc5)SCc5ccccc5)c4[C@]2(CCN3C)CC1=O,uff_not_converged,117,2.894970178604126,4.55,
921,COC1=CC2[C@@H]3Cc4ccc(OC)c(OCCCCCOC(=O)CCCCC(CCSCc5ccccc5)SCc5ccccc5)c4[C@]2(CCN3C)CC1=O,uff_not_converged,114,3.1537861824035645,4.81,
922,COC1=CC2[C@@H]3Cc4ccc(OC)c(OCCCCOC(=O)CCCCC(CCSCc5ccccc5)SCc5ccccc5)c4[C@]2(CCN3C)CC1=O,uff_not_converged,111,3.0987472534179688,4.44,
923,COC1=CC2[C@@H]3Cc4ccc(OC)c(OCCCOC(=O)CCCCC(CCSCc5ccccc5)SCc5ccccc5)c4[C@]2(CCN3C)CC1=O,uff_not_converged,108,2.97182559967041,4.43,
924,COC1=CC2[C@@H]3Cc4ccc(OC)c(OCCOC(=O)CCCCC(CCSCc5ccccc5)SCc5ccccc5)c4[C@]2(CCN3C)CC1=O,uff_not_converged,105,2.579979419708252,4.32,
925,COC1=Cc2ccnc3c(NCC(C)C)cnc(c23)C1=O,ok,38,1.8653583526611328,6.0,
926,COC1=Cc2ccnc3c(NCCC(C)C)cnc(c23)C1=O,ok,41,2.0659940242767334,6.77,
927,COC1=Cc2ccnc3c(NCCc4ccccc4)cnc(c23)C1=O,ok,42,2.4871957302093506,6.7,
928,COCc1cc(-c2cnn(C)c2-c2sc3ccccc3c2C#N)cc2c(CN)n[nH]c(=O)c12,ok,53,2.1622936725616455,6.31,
929,CO[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]12O,uff_not_converged,81,2.322848320007324,4.88,
