row_id,smiles,status,n_atoms,coord_mean_abs,hepg2_pIC50,hct116_pIC50
34,C/C(=N\Nc1nc(C)c(-c2ccccc2)s1)c1ccc(NS(=O)(=O)c2ccc3oc(=O)ccc3c2)cc1,uff_not_converged,59,3.1611692905426025,5.46,
35,C/C1=C\C=C\CC[C@H](C)CNC(=O)/C=C/C=C/[C@H](C)[C@@H](O[C@H]2C[C@H](O)[C@H](N)[C@@H](C)O2)C/C=C(\C)C1,uff_not_converged,81,2.477449655532837,5.68,
36,C/C=C(/C)C(=O)Oc1c2c(cc3c1-c1c(cc(OC)c(OC)c1OC)C[C@](C)(O)[C@@H](C)C3)OCO2,uff_not_converged,67,2.0828847885131836,6.44,
37,C/C=C/C=C/C(=O)Oc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN(C)[C@H]4Cc1ccc(cc1)Oc1cc(ccc1OC)C[C@@H]3N(C)CC2,uff_not_converged,98,2.5819251537323,5.4,
38,C/C=C/c1ccc(O)c(-c2cc(/C=C/C)ccc2O)c1,ok,38,2.005016565322876,4.42,
39,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC(N4CCCCC4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H]6OC(=O)OC[C@@]6(C)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,111,2.480166435241699,4.99,
40,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC(N4CCCCC4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,111,2.748300075531006,4.9,
41,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC(N4CCCCC4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,121,2.750455617904663,4.95,
42,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,96,2.2156262397766113,4.16,
43,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,106,2.505199432373047,4.18,
44,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCSC)C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,113,2.6098430156707764,4.04,
45,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCSC)C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,116,2.831979751586914,4.39,
46,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC[C@H]3C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,96,2.3243558406829834,4.14,
47,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC[C@H]3C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,109,2.5090057849884033,5.01,
48,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCNCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,95,2.414152145385742,5.05,
49,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCNCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,uff_not_converged,105,2.5605993270874023,4.75,
