cell_line,activity_id,assay_chembl_id,molecule_chembl_id,canonical_smiles,target_pref_name,target_organism,assay_type,standard_type,standard_relation,standard_value,standard_units,pchembl_value_final,pchembl_source,pchembl_value_raw,data_validity_comment
HCT116,18418088,CHEMBL4153501,CHEMBL4176044,CCOC(=O)Cc1c(-c2ccco2)c2c(n1-c1ccccc1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,11760.0,nM,4.929593,fallback_from_standard_value_units,,
HCT116,18418089,CHEMBL4153501,CHEMBL4168192,CCOC(=O)Cc1c(-c2cccs2)c2c(n1-c1ccccc1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,11340.0,nM,4.945387,fallback_from_standard_value_units,,
HCT116,18418090,CHEMBL4153501,CHEMBL4172647,CCOC(=O)Cc1c(-c2ccc(OC)c(OC)c2)c2c(n1-c1ccc(Cl)cc1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,9450.0,nM,5.024568,fallback_from_standard_value_units,,
HCT116,18418091,CHEMBL4153501,CHEMBL4164754,CCOC(=O)Cc1c(-c2ccc(OC)c(OC)c2)c2c(n1-c1ccc(Br)cc1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,17450.0,nM,4.758205,fallback_from_standard_value_units,,
HCT116,18418092,CHEMBL4153501,CHEMBL4164324,CCOC(=O)Cc1c(-c2ccc(OC)c(OC)c2)c2c(n1-c1cccc(Br)c1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,8720.0,nM,5.059484,fallback_from_standard_value_units,,
HCT116,18418093,CHEMBL4153501,CHEMBL4174977,CCOC(=O)Cc1c(-c2cc(OC)c(OC)c(OC)c2)c2c(n1-c1cccc(Br)c1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,8290.0,nM,5.081445,fallback_from_standard_value_units,,
HCT116,18418094,CHEMBL4153501,CHEMBL4161974,O=C1c2ccccc2C(=O)c2c(-c3ccc(F)cc3)coc21,HCT-116,Homo sapiens,F,IC50,=,6020.0,nM,5.22,pchembl_value,5.22,
HCT116,18418095,CHEMBL4153501,CHEMBL4169901,O=C1c2ccccc2C(=O)c2c(-c3ccc(Br)cc3)coc21,HCT-116,Homo sapiens,F,IC50,=,5390.0,nM,5.27,pchembl_value,5.27,
HCT116,18418096,CHEMBL4153501,CHEMBL4165413,CSc1ccc(-c2coc3c2C(=O)c2ccccc2C3=O)cc1,HCT-116,Homo sapiens,F,IC50,=,6030.0,nM,5.22,pchembl_value,5.22,
HCT116,18418097,CHEMBL4153501,CHEMBL4173329,COc1ccc(-c2coc3c2C(=O)c2ccccc2C3=O)cc1,HCT-116,Homo sapiens,F,IC50,=,5780.0,nM,5.24,pchembl_value,5.24,
HCT116,18418098,CHEMBL4153501,CHEMBL4173738,COc1ccc(-c2coc3c2C(=O)c2ccccc2C3=O)cc1OC,HCT-116,Homo sapiens,F,IC50,=,5200.0,nM,5.28,pchembl_value,5.28,
HCT116,18418099,CHEMBL4153501,CHEMBL4163035,O=C1c2ccccc2C(=O)c2c(-c3ccccc3[N+](=O)[O-])coc21,HCT-116,Homo sapiens,F,IC50,=,1280.0,nM,5.89,pchembl_value,5.89,
HCT116,18418100,CHEMBL4153501,CHEMBL4177099,O=C1c2ccccc2C(=O)c2c(-c3cccs3)coc21,HCT-116,Homo sapiens,F,IC50,=,5170.0,nM,5.29,pchembl_value,5.29,
HCT116,18418101,CHEMBL4153501,CHEMBL4166476,O=C1c2ccccc2C(=O)c2c(-c3cccc4ccccc34)coc21,HCT-116,Homo sapiens,F,IC50,=,6170.0,nM,5.21,pchembl_value,5.21,
HCT116,18418102,CHEMBL4153501,CHEMBL4175621,O=C1c2ccccc2C(=O)c2c(-c3cccc4c3OCO4)coc21,HCT-116,Homo sapiens,F,IC50,=,2760.0,nM,5.56,pchembl_value,5.56,
HCT116,18418103,CHEMBL4153501,CHEMBL4165000,CCOC(=O)Cc1oc2c(c1-c1ccccc1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,=,12500.0,nM,4.9,pchembl_value,4.90,
HCT116,18418104,CHEMBL4153501,CHEMBL4159792,CCOC(=O)Cc1oc2c(c1-c1ccc(C)cc1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,13360.0,nM,4.874194,fallback_from_standard_value_units,,
HCT116,18418105,CHEMBL4153501,CHEMBL4170437,CCOC(=O)Cc1oc2c(c1-c1ccc(OC)cc1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,12820.0,nM,4.892112,fallback_from_standard_value_units,,
HCT116,18418106,CHEMBL4153501,CHEMBL4163156,CCOC(=O)Cc1oc2c(c1-c1ccc(Cl)cc1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,12690.0,nM,4.896538,fallback_from_standard_value_units,,
HCT116,18418107,CHEMBL4153501,CHEMBL4173871,CCOC(=O)Cc1oc2c(c1-c1ccc(OC)c(OC)c1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,=,6160.0,nM,5.21,pchembl_value,5.21,
HCT116,18418108,CHEMBL4153501,CHEMBL4166599,CCOC(=O)Cc1oc2c(c1-c1ccco1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,14280.0,nM,4.845272,fallback_from_standard_value_units,,
HCT116,18418109,CHEMBL4153501,CHEMBL4177223,CCOC(=O)Cc1oc2c(c1-c1cccs1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,=,13670.0,nM,4.86,pchembl_value,4.86,
HCT116,18418110,CHEMBL4153501,CHEMBL4170019,CCOC(=O)Cc1oc2c(c1-c1cc(OC)c(OC)c(OC)c1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,11110.0,nM,4.954286,fallback_from_standard_value_units,,
HCT116,18418111,CHEMBL4153501,CHEMBL4175674,CCOC(=O)Cc1oc2c(c1-c1cccc3ccccc13)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,12190.0,nM,4.913996,fallback_from_standard_value_units,,
HCT116,18418112,CHEMBL4153501,CHEMBL4164689,CCOC(=O)Cc1oc2c(c1/C=C/c1ccccc1)C(=O)c1ccccc1C2=O,HCT-116,Homo sapiens,F,IC50,>,12950.0,nM,4.88773,fallback_from_standard_value_units,,
HCT116,18418113,CHEMBL4153501,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,HCT-116,Homo sapiens,F,IC50,=,210.0,nM,6.68,pchembl_value,6.68,
HCT116,18418996,CHEMBL4153658,CHEMBL1829876,CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,HCT-116,Homo sapiens,F,IC50,=,15050.0,nM,4.82,pchembl_value,4.82,
HCT116,18418997,CHEMBL4153658,CHEMBL4165293,O=S(=O)(NCc1ccc(Cl)cc1)c1cccc(N(Cc2ccc(Cl)cc2)Cc2c(F)c(F)c(F)c(F)c2F)c1,HCT-116,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HCT116,18418998,CHEMBL4153658,CHEMBL4168314,CC(C)c1ccc(CN(Cc2cccc(Br)c2)c2cccc(S(=O)(=O)NCc3cccc(Br)c3)c2)cc1,HCT-116,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HCT116,18418999,CHEMBL4153658,CHEMBL4159927,CC(C)c1ccc(CN(Cc2cccc(Cl)c2)c2cccc(S(=O)(=O)NCc3cccc(Cl)c3)c2)cc1,HCT-116,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HCT116,18419000,CHEMBL4153658,CHEMBL4164354,CC(C)c1ccc(CN(Cc2cccc(C(F)(F)F)c2)c2cccc(S(=O)(=O)NCc3cccc(C(F)(F)F)c3)c2)cc1,HCT-116,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HCT116,18419001,CHEMBL4153658,CHEMBL4174552,NS(=O)(=O)c1cccc(N(Cc2ccc(Cl)cc2)Cc2c(F)c(F)c(F)c(F)c2F)c1,HCT-116,Homo sapiens,F,IC50,=,14720.0,nM,4.83,pchembl_value,4.83,
HCT116,18419002,CHEMBL4153658,CHEMBL4175352,NS(=O)(=O)c1cccc(N(Cc2ccc(F)cc2)Cc2c(F)c(F)c(F)c(F)c2F)c1,HCT-116,Homo sapiens,F,IC50,=,15170.0,nM,4.82,pchembl_value,4.82,
HCT116,18419003,CHEMBL4153658,CHEMBL4164730,CCc1ccc(CN(Cc2c(F)c(F)c(F)c(F)c2F)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,13970.0,nM,4.86,pchembl_value,4.86,
HCT116,18419004,CHEMBL4153658,CHEMBL4162129,Cc1ccc(CN(Cc2c(F)c(F)c(F)c(F)c2F)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,16030.0,nM,4.79,pchembl_value,4.79,
HCT116,18419005,CHEMBL4153658,CHEMBL4170053,Cc1cccc(CN(Cc2c(F)c(F)c(F)c(F)c2F)c2cccc(S(N)(=O)=O)c2)c1,HCT-116,Homo sapiens,F,IC50,=,32540.0,nM,4.49,pchembl_value,4.49,
HCT116,18419006,CHEMBL4153658,CHEMBL4177262,CCOc1ccc(CN(Cc2c(F)c(F)c(F)c(F)c2F)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,13960.0,nM,4.86,pchembl_value,4.86,
HCT116,18419007,CHEMBL4153658,CHEMBL4166639,COc1cccc(CN(Cc2c(F)c(F)c(F)c(F)c2F)c2cccc(S(N)(=O)=O)c2)c1,HCT-116,Homo sapiens,F,IC50,=,20580.0,nM,4.69,pchembl_value,4.69,
HCT116,18419008,CHEMBL4153658,CHEMBL4173909,COc1cc(CN(Cc2c(F)c(F)c(F)c(F)c2F)c2cccc(S(N)(=O)=O)c2)cc(OC)c1,HCT-116,Homo sapiens,F,IC50,=,35060.0,nM,4.46,pchembl_value,4.46,
HCT116,18419009,CHEMBL4153658,CHEMBL4163194,CC(C)c1ccc(CN(Cc2cccc3ccccc23)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,17360.0,nM,4.76,pchembl_value,4.76,
HCT116,18419010,CHEMBL4153658,CHEMBL4170473,CC(C)c1ccc(CN(Cc2cccc(Br)c2)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,23020.0,nM,4.64,pchembl_value,4.64,
HCT116,18419011,CHEMBL4153658,CHEMBL4159821,CC(C)c1ccc(CN(Cc2ccc(Cl)cc2)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,18220.0,nM,4.74,pchembl_value,4.74,
HCT116,18419012,CHEMBL4153658,CHEMBL4164551,CC(C)c1ccc(CN(Cc2cccc(Cl)c2)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,9850.0,nM,5.01,pchembl_value,5.01,
HCT116,18419013,CHEMBL4153658,CHEMBL4175183,CC(C)c1ccc(CN(Cc2ccccc2Cl)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,11060.0,nM,4.96,pchembl_value,4.96,
HCT116,18419014,CHEMBL4153658,CHEMBL4163020,CC(C)c1ccc(CN(Cc2c(F)c(F)c(F)c(F)c2F)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,6660.0,nM,5.18,pchembl_value,5.18,
HCT116,18419015,CHEMBL4153658,CHEMBL4173725,CC(C)c1ccc(CN(Cc2ccc(F)c(F)c2)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,10720.0,nM,4.97,pchembl_value,4.97,
HCT116,18419016,CHEMBL4153658,CHEMBL4166466,CC(C)c1ccc(CN(Cc2ccc(F)cc2F)c2cccc(S(N)(=O)=O)c2)cc1,HCT-116,Homo sapiens,F,IC50,=,12730.0,nM,4.89,pchembl_value,4.89,
HCT116,19467641,CHEMBL4477933,CHEMBL4250191,COc1ccc(N(C)c2ncnc3occ(C)c23)cc1,HCT-116,Homo sapiens,F,GI50,<,10.0,nM,8.0,fallback_from_standard_value_units,,
HCT116,19469365,CHEMBL4478298,CHEMBL4550647,Cc1cc(Nc2ncc3ncc(=O)n(-c4ccc(N)cc4)c3n2)ccc1N1CCN(C)CC1,HCT-116,Homo sapiens,F,IC50,=,2358.0,nM,5.63,pchembl_value,5.63,
HCT116,19478520,CHEMBL4480113,CHEMBL4554359,Oc1ccc2[nH]cc(C(c3c(Cl)c(Cl)c(C(c4c[nH]c5ccc(O)cc45)c4c[nH]c5ccc(O)cc45)c(Cl)c3Cl)c3c[nH]c4ccc(O)cc34)c2c1,HCT-116,Homo sapiens,F,IC50,=,1320.0,nM,5.88,pchembl_value,5.88,
HCT116,19479814,CHEMBL4480256,CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,HCT-116,Homo sapiens,F,IC50,=,370.0,nM,6.43,pchembl_value,6.43,
HCT116,19479815,CHEMBL4480256,CHEMBL4569921,COc1ncc(-c2ccc3ncnc(OCCN(C)C)c3c2)cc1C#N,HCT-116,Homo sapiens,F,IC50,=,5160.0,nM,5.29,pchembl_value,5.29,
HCT116,19479816,CHEMBL4480256,CHEMBL4547463,COc1ncc(-c2ccc3ncnc(OCCN(C)C)c3c2)cc1[N+](=O)[O-],HCT-116,Homo sapiens,F,IC50,=,9380.0,nM,5.03,pchembl_value,5.03,
HCT116,19479817,CHEMBL4480256,CHEMBL4587455,COc1ccc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cc1C(N)=O,HCT-116,Homo sapiens,F,IC50,=,24420.0,nM,4.61,pchembl_value,4.61,
HCT116,19479818,CHEMBL4480256,CHEMBL4483535,COc1ccc(-c2ccc3ncnc(NCCN4CCCCC4)c3c2)cc1C(N)=O,HCT-116,Homo sapiens,F,IC50,=,29440.0,nM,4.53,pchembl_value,4.53,
HCT116,19479819,CHEMBL4480256,CHEMBL4557382,CCN(CC)CCNc1ncnc2ccc(-c3cnc(OC)c([N+](=O)[O-])c3)cc12,HCT-116,Homo sapiens,F,IC50,=,7330.0,nM,5.13,pchembl_value,5.13,
HCT116,19479820,CHEMBL4480256,CHEMBL4577719,COc1ncc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cc1[N+](=O)[O-],HCT-116,Homo sapiens,F,IC50,=,1800.0,nM,5.75,pchembl_value,5.75,
HCT116,19479821,CHEMBL4480256,CHEMBL4587019,COc1ncc(-c2ccc3ncnc(NCCN4CCCCC4)c3c2)cc1[N+](=O)[O-],HCT-116,Homo sapiens,F,IC50,=,650.0,nM,6.19,pchembl_value,6.19,
HCT116,19479822,CHEMBL4480256,CHEMBL4579629,COc1ncc(-c2ccc3ncnc(NCCN4CCCC4)c3c2)cc1C#N,HCT-116,Homo sapiens,F,IC50,=,2350.0,nM,5.63,pchembl_value,5.63,
HCT116,19479823,CHEMBL4480256,CHEMBL4539481,COc1ncc(-c2ccc3ncnc(NCCN(C)C)c3c2)cc1C#N,HCT-116,Homo sapiens,F,IC50,=,560.0,nM,6.25,pchembl_value,6.25,
HCT116,19479824,CHEMBL4480256,CHEMBL4584248,CCN(CC)CCNc1ncnc2ccc(-c3cnc(OC)c(C#N)c3)cc12,HCT-116,Homo sapiens,F,IC50,=,2050.0,nM,5.69,pchembl_value,5.69,
HCT116,19479825,CHEMBL4480256,CHEMBL4577046,COc1ncc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cc1C#N,HCT-116,Homo sapiens,F,IC50,=,510.0,nM,6.29,pchembl_value,6.29,
HCT116,19479826,CHEMBL4480256,CHEMBL4568098,COc1ncc(-c2ccc3ncnc(NCCN4CCCCC4)c3c2)cc1C#N,HCT-116,Homo sapiens,F,IC50,=,2680.0,nM,5.57,pchembl_value,5.57,
HCT116,19479827,CHEMBL4480256,CHEMBL4587819,COc1ccc(-c2ccc3ncnc(NCCN4CCCC4)c3c2)cn1,HCT-116,Homo sapiens,F,IC50,=,3910.0,nM,5.41,pchembl_value,5.41,
HCT116,19479828,CHEMBL4480256,CHEMBL4530000,COc1ccc(-c2ccc3ncnc(NCCN(C)C)c3c2)cn1,HCT-116,Homo sapiens,F,IC50,=,15850.0,nM,4.8,pchembl_value,4.80,
HCT116,19479829,CHEMBL4480256,CHEMBL4587748,CCN(CC)CCNc1ncnc2ccc(-c3ccc(OC)nc3)cc12,HCT-116,Homo sapiens,F,IC50,=,9560.0,nM,5.02,pchembl_value,5.02,
HCT116,19479830,CHEMBL4480256,CHEMBL4586222,COc1ccc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cn1,HCT-116,Homo sapiens,F,IC50,=,38630.0,nM,4.41,pchembl_value,4.41,
HCT116,19479831,CHEMBL4480256,CHEMBL4557495,COc1ccc(-c2ccc3ncnc(NCCN4CCCCC4)c3c2)cn1,HCT-116,Homo sapiens,F,IC50,=,22180.0,nM,4.65,pchembl_value,4.65,
HCT116,19482205,CHEMBL4480745,CHEMBL343448,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,HCT-116,Homo sapiens,F,GI50,=,11.6,nM,7.935542,fallback_from_standard_value_units,,
HCT116,19482845,CHEMBL4480825,CHEMBL4206850,N[C@H]1CCN(C(=O)c2coc3c(O)c4c(c(O)c23)C(=O)c2ccccc2C4=O)C1,HCT-116,Homo sapiens,F,IC50,=,4400.0,nM,5.36,pchembl_value,5.36,
HCT116,19482846,CHEMBL4480824,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,HCT-116,Homo sapiens,F,IC50,=,100.0,nM,7.0,pchembl_value,7.00,
HCT116,19482847,CHEMBL4480824,CHEMBL4572236,O=C(NC1CN2CCC1CC2)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,4300.0,nM,5.37,pchembl_value,5.37,
HCT116,19482848,CHEMBL4480824,CHEMBL4537829,NCCN(CCN)C(=O)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,3300.0,nM,5.48,pchembl_value,5.48,
HCT116,19482885,CHEMBL4480824,CHEMBL4206850,N[C@H]1CCN(C(=O)c2coc3c(O)c4c(c(O)c23)C(=O)c2ccccc2C4=O)C1,HCT-116,Homo sapiens,F,IC50,=,3800.0,nM,5.42,pchembl_value,5.42,
HCT116,19482886,CHEMBL4480824,CHEMBL4589097,N[C@@H]1CCN(C(=O)c2cc3c(O)c4c(c(O)c3o2)C(=O)c2ccccc2C4=O)C1,HCT-116,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HCT116,19482887,CHEMBL4480824,CHEMBL4589468,N[C@H]1CCN(C(=O)c2cc3c(O)c4c(c(O)c3o2)C(=O)c2ccccc2C4=O)C1,HCT-116,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HCT116,19482888,CHEMBL4480824,CHEMBL4531299,O=C(N[C@@H]1CCNC1)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,1800.0,nM,5.75,pchembl_value,5.75,
HCT116,19482889,CHEMBL4480824,CHEMBL4568705,O=C(N[C@H]1CCNC1)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,1500.0,nM,5.82,pchembl_value,5.82,
HCT116,19482890,CHEMBL4480824,CHEMBL4529601,NC1CCCN(C(=O)c2cc3c(O)c4c(c(O)c3o2)C(=O)c2ccccc2C4=O)C1,HCT-116,Homo sapiens,F,IC50,=,3800.0,nM,5.42,pchembl_value,5.42,
HCT116,19482891,CHEMBL4480824,CHEMBL4566499,O=C(NC1CCCNC1)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,1600.0,nM,5.8,pchembl_value,5.80,
HCT116,19482892,CHEMBL4480824,CHEMBL4533848,O=C(NC1CCNCC1)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,2800.0,nM,5.55,pchembl_value,5.55,
HCT116,19482893,CHEMBL4480824,CHEMBL4522678,N[C@@H]1CN(C(=O)c2cc3c(O)c4c(c(O)c3o2)C(=O)c2ccccc2C4=O)C[C@H]1N,HCT-116,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HCT116,19482894,CHEMBL4480825,CHEMBL4589097,N[C@@H]1CCN(C(=O)c2cc3c(O)c4c(c(O)c3o2)C(=O)c2ccccc2C4=O)C1,HCT-116,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HCT116,19482895,CHEMBL4480825,CHEMBL4589468,N[C@H]1CCN(C(=O)c2cc3c(O)c4c(c(O)c3o2)C(=O)c2ccccc2C4=O)C1,HCT-116,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HCT116,19482896,CHEMBL4480825,CHEMBL4531299,O=C(N[C@@H]1CCNC1)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,1200.0,nM,5.92,pchembl_value,5.92,
HCT116,19482897,CHEMBL4480825,CHEMBL4568705,O=C(N[C@H]1CCNC1)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,1200.0,nM,5.92,pchembl_value,5.92,
HCT116,19482898,CHEMBL4480825,CHEMBL4529601,NC1CCCN(C(=O)c2cc3c(O)c4c(c(O)c3o2)C(=O)c2ccccc2C4=O)C1,HCT-116,Homo sapiens,F,IC50,=,2400.0,nM,5.62,pchembl_value,5.62,
HCT116,19482899,CHEMBL4480825,CHEMBL4566499,O=C(NC1CCCNC1)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,1800.0,nM,5.75,pchembl_value,5.75,
HCT116,19482900,CHEMBL4480825,CHEMBL4533848,O=C(NC1CCNCC1)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,3200.0,nM,5.5,pchembl_value,5.50,
HCT116,19482901,CHEMBL4480825,CHEMBL4522678,N[C@@H]1CN(C(=O)c2cc3c(O)c4c(c(O)c3o2)C(=O)c2ccccc2C4=O)C[C@H]1N,HCT-116,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HCT116,19482902,CHEMBL4480825,CHEMBL4537829,NCCN(CCN)C(=O)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,3200.0,nM,5.5,pchembl_value,5.50,
HCT116,19482903,CHEMBL4480825,CHEMBL4572236,O=C(NC1CN2CCC1CC2)c1cc2c(O)c3c(c(O)c2o1)C(=O)c1ccccc1C3=O,HCT-116,Homo sapiens,F,IC50,=,3200.0,nM,5.5,pchembl_value,5.50,
HCT116,19482904,CHEMBL4480825,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,HCT-116,Homo sapiens,F,IC50,=,600.0,nM,6.22,pchembl_value,6.22,
HCT116,19483119,CHEMBL4480894,CHEMBL4560852,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)[C@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCCC,HCT-116,Homo sapiens,F,IC50,=,86160.0,nM,4.07,pchembl_value,4.07,
HCT116,19483121,CHEMBL4480894,CHEMBL4535996,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@H]1O[C@H](CO[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)[C@@H](O)[C@H](O)[C@@H]1O)NC(=O)CCCCCCCCCCCCCCCCC,HCT-116,Homo sapiens,F,IC50,=,64180.0,nM,4.19,pchembl_value,4.19,
HCT116,19489904,CHEMBL4482068,CHEMBL4591538,CC[C@@]12C=C(C(=O)OC)C3=Nc4c(cc(O)c(OC)c4OC)[C@@]34CCN([C@@H]3c5cc6c(cc5O[C@@H]3[C@H]1O)NC1=C(C(=O)OC)C[C@]3(CC)[C@@H]5O[C@@H]5CN5CC[C@@]16[C@@H]53)[C@@H]24,HCT-116,Homo sapiens,F,IC50,=,4300.0,nM,5.37,pchembl_value,5.37,
HCT116,19489905,CHEMBL4482068,CHEMBL4520068,CC[C@@]12CC(C(=O)OC)=C3Nc4cc5c(cc4[C@@]34CCN(C[C@H]3O[C@H]31)[C@@H]24)[C@@H]1[C@H](O5)[C@@H](O)[C@@]2(CC)CC(C(=O)OC)=C3Nc4c(ccc(OC)c4O)[C@@]34CCN1[C@@H]24,HCT-116,Homo sapiens,F,IC50,=,1100.0,nM,5.96,pchembl_value,5.96,
HCT116,19489906,CHEMBL4482068,CHEMBL4587015,CC[C@@]12CC(C(=O)OC)=C3N=C4C(=CC(=O)C(OC)=C4OC)[C@@]34CCN([C@@H]3c5cc6c(cc5O[C@@H]3[C@H]1O)NC1=C(C(=O)OC)C[C@]3(CC)[C@@H]5O[C@@H]5CN5CC[C@@]16[C@@H]53)[C@H]42,HCT-116,Homo sapiens,F,IC50,=,200.0,nM,6.7,pchembl_value,6.70,
HCT116,19489907,CHEMBL4482068,CHEMBL4589207,CC[C@@]12CC(C(=O)OC)=C3N=C4C(=CC(=O)C(OC)=C4OC)[C@@]34CCN([C@@H]3c5cc6c(cc5O[C@@H]3[C@H]1O)NC1=C(C(=O)OC)C[C@]3(CC)[C@H](O)[C@@H](O)CN5CC[C@@]16[C@@H]53)[C@H]42,HCT-116,Homo sapiens,F,IC50,=,3100.0,nM,5.51,pchembl_value,5.51,
HCT116,19489908,CHEMBL4482068,CHEMBL506768,CC[C@@]12CC(C(=O)OC)=C3Nc4cc5c(cc4[C@@]34CCN(C[C@H]3O[C@H]31)[C@@H]24)[C@@H]1[C@H](O5)[C@@H](O)[C@@]2(CC)CC(C(=O)OC)=C3Nc4c(cc(O)c(OC)c4OC)[C@@]34CCN1[C@@H]24,HCT-116,Homo sapiens,F,IC50,=,800.0,nM,6.1,pchembl_value,6.10,
