cell_line,activity_id,assay_chembl_id,molecule_chembl_id,canonical_smiles,target_pref_name,target_organism,assay_type,standard_type,standard_relation,standard_value,standard_units,pchembl_value_final,pchembl_source,pchembl_value_raw,data_validity_comment
HepG2,15109753,CHEMBL3384956,CHEMBL3338208,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NC(=O)Cc1cccc(C(F)(F)F)c1,HepG2,Homo sapiens,F,IC50,>,2000.0,nM,5.69897,fallback_from_standard_value_units,,
HepG2,15109754,CHEMBL3384956,CHEMBL3338207,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NC(N)=O,HepG2,Homo sapiens,F,IC50,=,1640.0,nM,5.79,pchembl_value,5.79,
HepG2,15109755,CHEMBL3384956,CHEMBL3338206,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NC(=O)C(C)C,HepG2,Homo sapiens,F,IC50,=,830.0,nM,6.08,pchembl_value,6.08,
HepG2,15109756,CHEMBL3384956,CHEMBL3338205,CCCCC(=O)Nc1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,HepG2,Homo sapiens,F,IC50,=,1300.0,nM,5.89,pchembl_value,5.89,
HepG2,15109757,CHEMBL3384956,CHEMBL3338204,C=CC(=O)Nc1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,HepG2,Homo sapiens,F,IC50,=,840.0,nM,6.08,pchembl_value,6.08,
HepG2,15109758,CHEMBL3384956,CHEMBL3338203,CCC(=O)Nc1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,HepG2,Homo sapiens,F,IC50,=,910.0,nM,6.04,pchembl_value,6.04,
HepG2,15109759,CHEMBL3384956,CHEMBL3337463,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NC(C)=O,HepG2,Homo sapiens,F,IC50,=,570.0,nM,6.24,pchembl_value,6.24,
HepG2,15109760,CHEMBL3384956,CHEMBL3338202,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N(CC=C(C)C)CC=C(C)C,HepG2,Homo sapiens,F,IC50,>,2000.0,nM,5.69897,fallback_from_standard_value_units,,
HepG2,15109761,CHEMBL3384956,CHEMBL3338201,CCN(CC)c1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,HepG2,Homo sapiens,F,IC50,>,2000.0,nM,5.69897,fallback_from_standard_value_units,,
HepG2,15109762,CHEMBL3384956,CHEMBL3338200,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N(Cc1ccccc1)Cc1ccccc1,HepG2,Homo sapiens,F,IC50,>,2000.0,nM,5.69897,fallback_from_standard_value_units,,
HepG2,15109763,CHEMBL3384956,CHEMBL3338199,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NCCN1CCOCC1,HepG2,Homo sapiens,F,IC50,>,2000.0,nM,5.69897,fallback_from_standard_value_units,,
HepG2,15109764,CHEMBL3384956,CHEMBL3338198,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NCc1ccccc1,HepG2,Homo sapiens,F,IC50,=,970.0,nM,6.01,pchembl_value,6.01,
HepG2,15109765,CHEMBL3384956,CHEMBL3338197,C#CCNc1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,HepG2,Homo sapiens,F,IC50,=,1640.0,nM,5.79,pchembl_value,5.79,
HepG2,15109766,CHEMBL3384956,CHEMBL3338196,CNc1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,HepG2,Homo sapiens,F,IC50,>,2000.0,nM,5.69897,fallback_from_standard_value_units,,
HepG2,15109767,CHEMBL3384956,CHEMBL3338195,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N,HepG2,Homo sapiens,F,IC50,=,8.0,nM,8.1,pchembl_value,8.10,
HepG2,15109768,CHEMBL3384956,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,HepG2,Homo sapiens,F,IC50,=,38.0,nM,7.42,pchembl_value,7.42,
HepG2,15113704,CHEMBL3379218,CHEMBL3337649,CC(=O)N[C@@H](CO)C(=O)/C=C/c1ccc(-c2ccccc2)cc1,HepG2,Homo sapiens,F,IC50,=,41000.0,nM,4.39,pchembl_value,4.39,
HepG2,15113706,CHEMBL3379218,CHEMBL3337647,CCCCCCCCc1ccc(/C=C/C(=O)[C@H](CO)NC(C)=O)cc1,HepG2,Homo sapiens,F,IC50,=,65000.0,nM,4.19,pchembl_value,4.19,
HepG2,15113710,CHEMBL3379218,CHEMBL3337645,CCCCCCCCc1ccc(/C=C/[C@@H](O)[C@H](CO)NC(C)=O)cc1,HepG2,Homo sapiens,F,IC50,=,31000.0,nM,4.51,pchembl_value,4.51,
HepG2,15113711,CHEMBL3379218,CHEMBL105867,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(C)=O,HepG2,Homo sapiens,F,IC50,=,58000.0,nM,4.24,pchembl_value,4.24,
HepG2,15114086,CHEMBL3376552,CHEMBL67,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,HepG2,Homo sapiens,F,IC50,=,8.0,nM,8.1,pchembl_value,8.10,
HepG2,15114087,CHEMBL3376552,CHEMBL3335091,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c(NC(=O)c2cn(Cc3cc(OC)c(OC)c(OC)c3)nn2)c1O,HepG2,Homo sapiens,F,IC50,=,1698.0,nM,5.77,pchembl_value,5.77,
HepG2,15114088,CHEMBL3376552,CHEMBL3335090,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c(NC(=O)c2cn(Cc3ccc(F)cc3)nn2)c1O,HepG2,Homo sapiens,F,IC50,=,354.0,nM,6.45,pchembl_value,6.45,
HepG2,15114089,CHEMBL3376552,CHEMBL3335089,COc1ccc(Cn2cc(C(=O)Nc3c(/C=C\c4cc(OC)c(OC)c(OC)c4)ccc(OC)c3O)nn2)cc1,HepG2,Homo sapiens,F,IC50,=,1202.0,nM,5.92,pchembl_value,5.92,
HepG2,15114090,CHEMBL3376552,CHEMBL3335088,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c(NC(=O)c2cn(Cc3cccc(Oc4ccccc4)c3)nn2)c1O,HepG2,Homo sapiens,F,IC50,=,4677.0,nM,5.33,pchembl_value,5.33,
HepG2,15114091,CHEMBL3376552,CHEMBL3335087,COc1cccc(Cn2cc(C(=O)Nc3c(/C=C\c4cc(OC)c(OC)c(OC)c4)ccc(OC)c3O)nn2)c1,HepG2,Homo sapiens,F,IC50,=,1949.0,nM,5.71,pchembl_value,5.71,
HepG2,15114092,CHEMBL3376552,CHEMBL3335086,COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc(NC(=O)c2cn(Cc3cc(OC)c(OC)c(OC)c3)nn2)c1OC,HepG2,Homo sapiens,F,IC50,=,3388.0,nM,5.47,pchembl_value,5.47,
HepG2,15114093,CHEMBL3376552,CHEMBL3335085,COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc(NC(=O)c2cn(Cc3ccc(F)cc3)nn2)c1OC,HepG2,Homo sapiens,F,IC50,=,1364.0,nM,5.87,pchembl_value,5.87,
HepG2,15114094,CHEMBL3376552,CHEMBL3335084,COc1ccc(Cn2cc(C(=O)Nc3cc(/C=C\c4cc(OC)c(OC)c(OC)c4)cc(OC)c3OC)nn2)cc1,HepG2,Homo sapiens,F,IC50,=,98.0,nM,7.01,pchembl_value,7.01,
HepG2,15114095,CHEMBL3376552,CHEMBL3335083,COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc(NC(=O)c2cn(Cc3cccc(Oc4ccccc4)c3)nn2)c1OC,HepG2,Homo sapiens,F,IC50,=,3990.0,nM,5.4,pchembl_value,5.40,
HepG2,15114096,CHEMBL3376552,CHEMBL3335082,COc1cccc(Cn2cc(C(=O)Nc3cc(/C=C\c4cc(OC)c(OC)c(OC)c4)cc(OC)c3OC)nn2)c1,HepG2,Homo sapiens,F,IC50,=,513.0,nM,6.29,pchembl_value,6.29,
HepG2,15114097,CHEMBL3376552,CHEMBL3335081,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)c1cn(Cc2cc(OC)c(OC)c(OC)c2)nn1,HepG2,Homo sapiens,F,IC50,=,620.0,nM,6.21,pchembl_value,6.21,
HepG2,15114098,CHEMBL3376552,CHEMBL3335080,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)c1cn(Cc2ccc(F)cc2)nn1,HepG2,Homo sapiens,F,IC50,=,58.0,nM,7.24,pchembl_value,7.24,
HepG2,15114099,CHEMBL3376552,CHEMBL3335079,COc1ccc(Cn2cc(C(=O)Nc3cc(/C=C\c4cc(OC)c(OC)c(OC)c4)ccc3OC)nn2)cc1,HepG2,Homo sapiens,F,IC50,=,2084.0,nM,5.68,pchembl_value,5.68,
HepG2,15114100,CHEMBL3376552,CHEMBL3335078,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)c1cn(Cc2cccc(Oc3ccccc3)c2)nn1,HepG2,Homo sapiens,F,IC50,=,3715.0,nM,5.43,pchembl_value,5.43,
HepG2,15114101,CHEMBL3376552,CHEMBL3335077,COc1cccc(Cn2cc(C(=O)Nc3cc(/C=C\c4cc(OC)c(OC)c(OC)c4)ccc3OC)nn2)c1,HepG2,Homo sapiens,F,IC50,=,1799.0,nM,5.75,pchembl_value,5.75,
HepG2,15114493,CHEMBL3374040,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,HepG2,Homo sapiens,F,IC50,=,2700.0,nM,5.57,pchembl_value,5.57,
HepG2,15114494,CHEMBL3374040,CHEMBL3335265,COC1=Cc2ccnc3c(NCCc4ccccc4)cnc(c23)C1=O,HepG2,Homo sapiens,F,IC50,=,200.0,nM,6.7,pchembl_value,6.70,
HepG2,15114495,CHEMBL3374040,CHEMBL3335264,COC1=Cc2ccnc3c(NCCC(C)C)cnc(c23)C1=O,HepG2,Homo sapiens,F,IC50,=,170.0,nM,6.77,pchembl_value,6.77,
HepG2,15114496,CHEMBL3374040,CHEMBL3335263,COC1=Cc2ccnc3c(NCC(C)C)cnc(c23)C1=O,HepG2,Homo sapiens,F,IC50,=,1000.0,nM,6.0,pchembl_value,6.00,
HepG2,15114497,CHEMBL3374040,CHEMBL3335262,CCOC1=Nc2c(N)c(OC)cc3ccnc(c23)C1=O,HepG2,Homo sapiens,F,IC50,=,600.0,nM,6.22,pchembl_value,6.22,
HepG2,15117975,CHEMBL3362069,CHEMBL3329547,CC(=O)Nn1c(S)nnc1-c1ccncc1,HepG2,Homo sapiens,F,IC50,=,53.0,nM,7.28,pchembl_value,7.28,
HepG2,15117976,CHEMBL3362069,CHEMBL3329548,O=C(Nn1c(S)nnc1-c1ccncc1)c1ccc([N+](=O)[O-])cc1,HepG2,Homo sapiens,F,IC50,=,89.0,nM,7.05,pchembl_value,7.05,
HepG2,15117977,CHEMBL3362069,CHEMBL1209368,c1ccc(-c2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,1365.0,nM,5.87,pchembl_value,5.87,
HepG2,15117978,CHEMBL3362069,CHEMBL1209369,Clc1ccccc1-c1nn2c(-c3ccncc3)nnc2s1,HepG2,Homo sapiens,F,IC50,=,1328.0,nM,5.88,pchembl_value,5.88,
HepG2,15117979,CHEMBL3362069,CHEMBL1980095,Clc1ccc(-c2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,1228.0,nM,5.91,pchembl_value,5.91,
HepG2,15117980,CHEMBL3362069,CHEMBL1209370,Clc1ccc(-c2nn3c(-c4ccncc4)nnc3s2)c(Cl)c1,HepG2,Homo sapiens,F,IC50,=,2265.0,nM,5.64,pchembl_value,5.64,
HepG2,15117981,CHEMBL3362069,CHEMBL1460271,c1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,HepG2,Homo sapiens,F,IC50,=,469.0,nM,6.33,pchembl_value,6.33,
HepG2,15117982,CHEMBL3362069,CHEMBL3329549,Brc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,HepG2,Homo sapiens,F,IC50,=,2289.0,nM,5.64,pchembl_value,5.64,
HepG2,15117983,CHEMBL3362069,CHEMBL3329550,Cc1nn2c(-c3ccncc3)nnc2s1,HepG2,Homo sapiens,F,IC50,=,2735.0,nM,5.56,pchembl_value,5.56,
HepG2,15117984,CHEMBL3362069,CHEMBL3329551,S=C(Nc1ccc(Cl)cc1)Nn1c(S)nnc1-c1ccncc1,HepG2,Homo sapiens,F,IC50,=,2022.0,nM,5.69,pchembl_value,5.69,
HepG2,15117985,CHEMBL3362069,CHEMBL3329552,COc1ccc(NC(=S)Nn2c(S)nnc2-c2ccncc2)cc1,HepG2,Homo sapiens,F,IC50,=,1299.0,nM,5.89,pchembl_value,5.89,
HepG2,15117986,CHEMBL3362069,CHEMBL3329553,Cc1ccc(NC(=S)Nn2c(S)nnc2-c2ccncc2)cc1,HepG2,Homo sapiens,F,IC50,=,1230.0,nM,5.91,pchembl_value,5.91,
HepG2,15117987,CHEMBL3362069,CHEMBL3329554,S=C(Nc1ccc(Br)cc1)Nn1c(S)nnc1-c1ccncc1,HepG2,Homo sapiens,F,IC50,=,2782.0,nM,5.56,pchembl_value,5.56,
HepG2,15117988,CHEMBL3362069,CHEMBL3329555,Clc1ccc(Nc2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,1980.0,nM,5.7,pchembl_value,5.70,
HepG2,15117989,CHEMBL3362069,CHEMBL3329556,COc1ccc(Nc2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,333.0,nM,6.48,pchembl_value,6.48,
HepG2,15117990,CHEMBL3362069,CHEMBL3329557,Cc1ccc(Nc2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,312.0,nM,6.51,pchembl_value,6.51,
HepG2,15117991,CHEMBL3362069,CHEMBL3329558,Brc1ccc(Nc2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,128.0,nM,6.89,pchembl_value,6.89,
HepG2,15117992,CHEMBL3362069,CHEMBL17289,N#CN=C(NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1,HepG2,Homo sapiens,F,IC50,=,1245.0,nM,5.91,pchembl_value,5.91,
HepG2,15118088,CHEMBL3362077,CHEMBL3325870,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1nc2ccccc2[nH]c1=O,HepG2,Homo sapiens,F,IC50,=,19600.0,nM,4.71,pchembl_value,4.71,
HepG2,15118089,CHEMBL3362077,CHEMBL3325871,Cc1nn(-c2ccc([N+](=O)[O-])cc2)c(Cl)c1/C=N/Nc1nc2ccccc2[nH]c1=O,HepG2,Homo sapiens,F,IC50,=,34200.0,nM,4.47,pchembl_value,4.47,
HepG2,15118090,CHEMBL3362077,CHEMBL3325872,Cc1nn(-c2ccccc2)c(N2CCOCC2)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,11020.0,nM,4.96,pchembl_value,4.96,
HepG2,15118091,CHEMBL3362077,CHEMBL3325873,Cc1nn(-c2ccccc2)c(N2CCCCC2)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,18060.0,nM,4.74,pchembl_value,4.74,
HepG2,15118092,CHEMBL3362077,CHEMBL3325874,Cc1nn(-c2ccccc2)c(N2CCNCC2)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,38080.0,nM,4.42,pchembl_value,4.42,
HepG2,15118093,CHEMBL3362077,CHEMBL3325875,CC(=O)N1CCN(c2c(/C=N/Nc3nc4ccccc4nc3O)c(C)nn2-c2ccccc2)CC1,HepG2,Homo sapiens,F,IC50,=,11000.0,nM,4.96,pchembl_value,4.96,
HepG2,15118094,CHEMBL3362077,CHEMBL3325876,Cc1nn(-c2ccccc2)c(N2CCN(S(=O)(=O)c3ccccc3)CC2)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,28120.0,nM,4.55,pchembl_value,4.55,
HepG2,15118095,CHEMBL3362077,CHEMBL3325877,Cc1nn(-c2ccccc2)c(N2CCN(S(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,32250.0,nM,4.49,pchembl_value,4.49,
HepG2,15118096,CHEMBL3362077,CHEMBL3325729,Cc1nn(-c2ccccc2)c(N2CCN(C)CC2)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,11380.0,nM,4.94,pchembl_value,4.94,
HepG2,15118097,CHEMBL3362077,CHEMBL3325730,Cc1nn(-c2ccccc2)c(OC2CCCC2)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,36450.0,nM,4.44,pchembl_value,4.44,
HepG2,15118098,CHEMBL3362077,CHEMBL3325731,Cc1nn(-c2ccccc2)c(SCCO)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,23400.0,nM,4.63,pchembl_value,4.63,
HepG2,15118099,CHEMBL3362077,CHEMBL3325732,Cc1nn(-c2ccccc2)c(SCC(=O)O)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,40550.0,nM,4.39,pchembl_value,4.39,
HepG2,15118100,CHEMBL3362077,CHEMBL3325733,Cc1nn(-c2ccccc2)c(N(C)C)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,31520.0,nM,4.5,pchembl_value,4.50,
HepG2,15118476,CHEMBL3375025,CHEMBL3327179,N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,HepG2,Homo sapiens,F,IC50,=,11000.0,nM,4.96,pchembl_value,4.96,
HepG2,15118477,CHEMBL3375025,CHEMBL3325470,Cc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12,HepG2,Homo sapiens,F,IC50,=,16100.0,nM,4.79,pchembl_value,4.79,
HepG2,15118478,CHEMBL3375025,CHEMBL3325471,COc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12,HepG2,Homo sapiens,F,IC50,=,21200.0,nM,4.67,pchembl_value,4.67,
HepG2,15118479,CHEMBL3375025,CHEMBL3325472,N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,HepG2,Homo sapiens,F,IC50,=,5900.0,nM,5.23,pchembl_value,5.23,
HepG2,15118480,CHEMBL3375025,CHEMBL3325473,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,HepG2,Homo sapiens,F,IC50,=,1500.0,nM,5.82,pchembl_value,5.82,
HepG2,15118481,CHEMBL3375025,CHEMBL3325474,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,HepG2,Homo sapiens,F,IC50,=,1900.0,nM,5.72,pchembl_value,5.72,
HepG2,15118482,CHEMBL3375025,CHEMBL3325475,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,HepG2,Homo sapiens,F,IC50,=,6000.0,nM,5.22,pchembl_value,5.22,
HepG2,15118483,CHEMBL3375025,CHEMBL3325476,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,HepG2,Homo sapiens,F,IC50,=,1300.0,nM,5.89,pchembl_value,5.89,
HepG2,15118484,CHEMBL3375025,CHEMBL3325477,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,HepG2,Homo sapiens,F,IC50,=,100.0,nM,7.0,pchembl_value,7.00,
HepG2,15118485,CHEMBL3375025,CHEMBL3325478,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,HepG2,Homo sapiens,F,IC50,=,7100.0,nM,5.15,pchembl_value,5.15,
HepG2,15118486,CHEMBL3375025,CHEMBL3325479,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,HepG2,Homo sapiens,F,IC50,=,18300.0,nM,4.74,pchembl_value,4.74,
HepG2,15118487,CHEMBL3375025,CHEMBL3325480,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,HepG2,Homo sapiens,F,IC50,=,5500.0,nM,5.26,pchembl_value,5.26,
HepG2,15118488,CHEMBL3375025,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,HepG2,Homo sapiens,F,IC50,=,100.0,nM,7.0,pchembl_value,7.00,
HepG2,15121058,CHEMBL3380055,CHEMBL3342763,CCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](OC(=O)CCCCCCC)[C@H](O[C@@H]3[C@H]4OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]5O[C@H](C)[C@H](O)[C@H](O)[C@H]5O[C@H](O[C@H]3C)[C@@H]4O)O[C@H]2C)O[C@H]1C,HepG2,Homo sapiens,F,IC50,=,8500.0,nM,5.07,pchembl_value,5.07,
HepG2,15121059,CHEMBL3380055,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,HepG2,Homo sapiens,F,IC50,=,360.0,nM,6.44,pchembl_value,6.44,
HepG2,15121079,CHEMBL3380055,CHEMBL3342757,CCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](OC(=O)[C@@H](C)CC)[C@H](O[C@@H]3[C@@H](O)[C@H]4OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]5O[C@H](C)[C@H](O)[C@H](OC(C)=O)[C@H]5O[C@@H]4O[C@H]3C)O[C@H]2C)O[C@H]1C,HepG2,Homo sapiens,F,IC50,=,8600.0,nM,5.07,pchembl_value,5.07,
HepG2,15121080,CHEMBL3380055,CHEMBL3342758,CCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](OC(=O)[C@@H](C)CC)[C@H](O[C@@H]3[C@@H](O)[C@H]4OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]5O[C@H](C)[C@H](O)[C@H](OC(C)=O)[C@H]5O[C@@H]4O[C@H]3C)O[C@H]2C)O[C@H]1C,HepG2,Homo sapiens,F,IC50,=,4500.0,nM,5.35,pchembl_value,5.35,
HepG2,15121081,CHEMBL3380055,CHEMBL3342759,CCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](OC(=O)[C@@H](C)CC)[C@H](O[C@@H]3[C@H]4OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]5O[C@H](C)[C@H](O)[C@H](O)[C@H]5O[C@H](O[C@H]3C)[C@@H]4O)O[C@H]2C)O[C@H]1C,HepG2,Homo sapiens,F,IC50,=,3700.0,nM,5.43,pchembl_value,5.43,
HepG2,15121082,CHEMBL3380055,CHEMBL3342760,CCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](OC(=O)CCCCC)[C@H](O[C@@H]3[C@H]4OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]5O[C@H](C)[C@H](O)[C@H](O)[C@H]5O[C@H](O[C@H]3C)[C@@H]4O)O[C@H]2C)O[C@H]1C,HepG2,Homo sapiens,F,IC50,=,2400.0,nM,5.62,pchembl_value,5.62,
HepG2,15121083,CHEMBL3380055,CHEMBL3342761,CCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](OC(=O)CCCCCCC)[C@H](O[C@@H]3[C@H]4OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]5O[C@H](C)[C@H](O)[C@H](O)[C@H]5O[C@H](O[C@H]3C)[C@@H]4O)O[C@H]2C)O[C@H]1C,HepG2,Homo sapiens,F,IC50,=,5200.0,nM,5.28,pchembl_value,5.28,
HepG2,15121084,CHEMBL3380055,CHEMBL3342762,CCCCCCCCCC(=O)O[C@H]1[C@H](O[C@@H]2[C@H]3OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]4O[C@H](C)[C@H](O)[C@H](O)[C@H]4O[C@H](O[C@H]2C)[C@@H]3O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CCCCCCC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,HepG2,Homo sapiens,F,IC50,=,4900.0,nM,5.31,pchembl_value,5.31,
HepG2,15124014,CHEMBL3388656,CHEMBL3331541,CCOC(=O)c1sc2nc(CC(=O)NNC(=S)Nc3ccccc3)[nH]c(=O)c2c1C,HepG2,Homo sapiens,F,IC50,=,1470.0,nM,5.83,pchembl_value,5.83,
HepG2,15124016,CHEMBL3388656,CHEMBL3329342,CCOC(=O)c1sc2nc(Cc3nnc(S)n3-c3ccccc3)[nH]c(=O)c2c1C,HepG2,Homo sapiens,F,IC50,=,290.0,nM,6.54,pchembl_value,6.54,
HepG2,15124017,CHEMBL3388656,CHEMBL3329343,CCNc1nnc(Cc2nc3sc4c(c3c(=O)[nH]2)CCCC4)s1,HepG2,Homo sapiens,F,IC50,=,210.0,nM,6.68,pchembl_value,6.68,
