cell_line,activity_id,assay_chembl_id,molecule_chembl_id,canonical_smiles,target_pref_name,target_organism,assay_type,standard_type,standard_relation,standard_value,standard_units,pchembl_value_final,pchembl_source,pchembl_value_raw,data_validity_comment,standard_value_molar,standard_value_nM,pchembl_backcalc_molar,pchembl_backcalc_nM,p_from_standard,p_delta_abs
HepG2,15102848,CHEMBL3389944,CHEMBL3342805,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1cccc4ccccc14)[C@@H]23,HepG2,Homo sapiens,F,IC50,=,3300.0,nM,5.48,pchembl_value,5.48,,3.3e-06,3300.0,3.311311e-06,3311.311215,5.481486,0.001486
HepG2,15102849,CHEMBL3389944,CHEMBL3342806,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc4ccccc4c1)[C@@H]23,HepG2,Homo sapiens,F,IC50,=,5800.0,nM,5.24,pchembl_value,5.24,,5.8e-06,5800.0,5.754399e-06,5754.399373,5.236572,0.003428
HepG2,15102850,CHEMBL3389944,CHEMBL3342807,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,HepG2,Homo sapiens,F,IC50,=,4300.0,nM,5.37,pchembl_value,5.37,,4.3e-06,4300.0,4.265795e-06,4265.795188,5.366532,0.003468
HepG2,15102857,CHEMBL3389944,CHEMBL3342814,COc1ccc(CN2C[C@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CCCCO)c(Cl)c1OC,HepG2,Homo sapiens,F,IC50,=,15700.0,nM,4.8,pchembl_value,4.80,,1.57e-05,15700.0,1.5848932e-05,15848.931925,4.8041,0.0041
HepG2,15102859,CHEMBL3389944,CHEMBL3342934,COc1cccc(CN2C[C@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CCCCO)c1Cl,HepG2,Homo sapiens,F,IC50,=,23600.0,nM,4.63,pchembl_value,4.63,,2.36e-05,23600.0,2.3442288e-05,23442.288153,4.627088,0.002912
HepG2,15102860,CHEMBL3389944,CHEMBL3342935,COc1ccccc1CN1C[C@H]2CCCN3CCC[C@@H]([C@H]23)[C@H]1CCCCO,HepG2,Homo sapiens,F,IC50,=,34600.0,nM,4.46,pchembl_value,4.46,,3.46e-05,34600.0,3.4673685e-05,34673.685045,4.460924,0.000924
HepG2,15102862,CHEMBL3389944,CHEMBL3342937,OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1cccc4ccccc14)[C@@H]23,HepG2,Homo sapiens,F,IC50,=,6800.0,nM,5.17,pchembl_value,5.17,,6.8e-06,6800.0,6.76083e-06,6760.829754,5.167491,0.002509
HepG2,15102863,CHEMBL3389944,CHEMBL3342938,OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc4ccccc4c1)[C@@H]23,HepG2,Homo sapiens,F,IC50,=,7900.0,nM,5.1,pchembl_value,5.10,,7.9e-06,7900.0,7.943282e-06,7943.282347,5.102373,0.002373
HepG2,15102864,CHEMBL3389944,CHEMBL3342939,OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,HepG2,Homo sapiens,F,IC50,=,3100.0,nM,5.51,pchembl_value,5.51,,3.1e-06,3100.0,3.090295e-06,3090.295433,5.508638,0.001362
HepG2,15102865,CHEMBL3389944,CHEMBL3342940,O=C(CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23)c1ccc(Cl)cc1,HepG2,Homo sapiens,F,IC50,=,2000.0,nM,5.7,pchembl_value,5.70,,2e-06,2000.0,1.995262e-06,1995.262315,5.69897,0.00103
HepG2,15102866,CHEMBL3389944,CHEMBL3342941,CC(C)(O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,HepG2,Homo sapiens,F,IC50,=,2100.0,nM,5.68,pchembl_value,5.68,,2.1e-06,2100.0,2.089296e-06,2089.296131,5.677781,0.002219
HepG2,15102867,CHEMBL3389944,CHEMBL3342942,CCC(O)(CC)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,HepG2,Homo sapiens,F,IC50,=,2700.0,nM,5.57,pchembl_value,5.57,,2.7e-06,2700.0,2.691535e-06,2691.534804,5.568636,0.001364
HepG2,15102868,CHEMBL3389944,CHEMBL3342943,Fc1ccc(C(=CCC[C@@H]2[C@H]3CCCN4CCC[C@H](CN2Cc2c5ccccc5cc5ccccc25)[C@@H]34)c2ccc(F)cc2)cc1,HepG2,Homo sapiens,F,IC50,=,5300.0,nM,5.28,pchembl_value,5.28,,5.3e-06,5300.0,5.248075e-06,5248.074602,5.275724,0.004276
HepG2,15102870,CHEMBL3389944,CHEMBL3263220,OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc(Cl)cc1)[C@@H]23,HepG2,Homo sapiens,F,IC50,=,9300.0,nM,5.03,pchembl_value,5.03,,9.3e-06,9300.0,9.332543e-06,9332.543008,5.031517,0.001517
HepG2,15102871,CHEMBL3389944,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,HepG2,Homo sapiens,F,IC50,=,15600.0,nM,4.81,pchembl_value,4.81,,1.56e-05,15600.0,1.5488166e-05,15488.166189,4.806875,0.003125
HepG2,15109740,CHEMBL3384956,CHEMBL3338219,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.O=C(O)C(O)C(O)C(=O)O,HepG2,Homo sapiens,F,IC50,=,11.0,nM,7.96,pchembl_value,7.96,,1.1e-08,11.0,1.0965e-08,10.964782,7.958607,0.001393
HepG2,15109741,CHEMBL3384956,CHEMBL3338218,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.O=C(O)/C=C\C(=O)O,HepG2,Homo sapiens,F,IC50,=,12.0,nM,7.92,pchembl_value,7.92,,1.2e-08,12.0,1.2023e-08,12.022644,7.920819,0.000819
HepG2,15109742,CHEMBL3384956,CHEMBL3338217,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.CS(=O)(=O)O,HepG2,Homo sapiens,F,IC50,=,10.0,nM,8.0,pchembl_value,8.00,,1e-08,10.0,1e-08,10.0,8.0,0.0
HepG2,15109743,CHEMBL3384956,CHEMBL3338216,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.O=S(=O)(O)O,HepG2,Homo sapiens,F,IC50,=,11.0,nM,7.96,pchembl_value,7.96,,1.1e-08,11.0,1.0965e-08,10.964782,7.958607,0.001393
HepG2,15109744,CHEMBL3384956,CHEMBL3338215,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.Cl,HepG2,Homo sapiens,F,IC50,=,9.0,nM,8.05,pchembl_value,8.05,,9e-09,9.0,8.913e-09,8.912509,8.045757,0.004243
HepG2,15109745,CHEMBL3384956,CHEMBL107,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,HepG2,Homo sapiens,F,IC50,=,42.0,nM,7.38,pchembl_value,7.38,,4.2e-08,42.0,4.1687e-08,41.686938,7.376751,0.003249
HepG2,15109746,CHEMBL3384956,CHEMBL2041121,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1,HepG2,Homo sapiens,F,IC50,=,1510.0,nM,5.82,pchembl_value,5.82,,1.51e-06,1510.0,1.513561e-06,1513.561248,5.821023,0.001023
HepG2,15109747,CHEMBL3384956,CHEMBL3338214,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NC(=O)[C@@H](C)N,HepG2,Homo sapiens,F,IC50,=,110.0,nM,6.96,pchembl_value,6.96,,1.1e-07,110.0,1.09648e-07,109.64782,6.958607,0.001393
HepG2,15109748,CHEMBL3384956,CHEMBL3338213,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NC(=O)CN,HepG2,Homo sapiens,F,IC50,=,280.0,nM,6.55,pchembl_value,6.55,,2.8e-07,280.0,2.81838e-07,281.838293,6.552842,0.002842
HepG2,15109751,CHEMBL3384956,CHEMBL3338210,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NS(=O)(=O)C1CC1,HepG2,Homo sapiens,F,IC50,=,1960.0,nM,5.71,pchembl_value,5.71,,1.96e-06,1960.0,1.949845e-06,1949.8446,5.707744,0.002256
HepG2,15109752,CHEMBL3384956,CHEMBL3338209,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NS(C)(=O)=O,HepG2,Homo sapiens,F,IC50,=,2000.0,nM,5.7,pchembl_value,5.70,,2e-06,2000.0,1.995262e-06,1995.262315,5.69897,0.00103
HepG2,15109754,CHEMBL3384956,CHEMBL3338207,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NC(N)=O,HepG2,Homo sapiens,F,IC50,=,1640.0,nM,5.79,pchembl_value,5.79,,1.64e-06,1640.0,1.62181e-06,1621.810097,5.785156,0.004844
HepG2,15109755,CHEMBL3384956,CHEMBL3338206,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NC(=O)C(C)C,HepG2,Homo sapiens,F,IC50,=,830.0,nM,6.08,pchembl_value,6.08,,8.3e-07,830.0,8.31764e-07,831.763771,6.080922,0.000922
HepG2,15109756,CHEMBL3384956,CHEMBL3338205,CCCCC(=O)Nc1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,HepG2,Homo sapiens,F,IC50,=,1300.0,nM,5.89,pchembl_value,5.89,,1.3e-06,1300.0,1.28825e-06,1288.249552,5.886057,0.003943
HepG2,15109757,CHEMBL3384956,CHEMBL3338204,C=CC(=O)Nc1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,HepG2,Homo sapiens,F,IC50,=,840.0,nM,6.08,pchembl_value,6.08,,8.4e-07,840.0,8.31764e-07,831.763771,6.075721,0.004279
HepG2,15109758,CHEMBL3384956,CHEMBL3338203,CCC(=O)Nc1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,HepG2,Homo sapiens,F,IC50,=,910.0,nM,6.04,pchembl_value,6.04,,9.1e-07,910.0,9.12011e-07,912.010839,6.040959,0.000959
HepG2,15109759,CHEMBL3384956,CHEMBL3337463,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NC(C)=O,HepG2,Homo sapiens,F,IC50,=,570.0,nM,6.24,pchembl_value,6.24,,5.7e-07,570.0,5.7544e-07,575.439937,6.244125,0.004125
HepG2,15109764,CHEMBL3384956,CHEMBL3338198,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1NCc1ccccc1,HepG2,Homo sapiens,F,IC50,=,970.0,nM,6.01,pchembl_value,6.01,,9.7e-07,970.0,9.77237e-07,977.237221,6.013228,0.003228
HepG2,15109765,CHEMBL3384956,CHEMBL3338197,C#CCNc1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,HepG2,Homo sapiens,F,IC50,=,1640.0,nM,5.79,pchembl_value,5.79,,1.64e-06,1640.0,1.62181e-06,1621.810097,5.785156,0.004844
HepG2,15109767,CHEMBL3384956,CHEMBL3338195,COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N,HepG2,Homo sapiens,F,IC50,=,8.0,nM,8.1,pchembl_value,8.10,,8e-09,8.0,7.943e-09,7.943282,8.09691,0.00309
HepG2,15109768,CHEMBL3384956,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,HepG2,Homo sapiens,F,IC50,=,38.0,nM,7.42,pchembl_value,7.42,,3.8e-08,38.0,3.8019e-08,38.01894,7.420216,0.000216
HepG2,15113704,CHEMBL3379218,CHEMBL3337649,CC(=O)N[C@@H](CO)C(=O)/C=C/c1ccc(-c2ccccc2)cc1,HepG2,Homo sapiens,F,IC50,=,41000.0,nM,4.39,pchembl_value,4.39,,4.1e-05,41000.0,4.0738028e-05,40738.02778,4.387216,0.002784
HepG2,15113706,CHEMBL3379218,CHEMBL3337647,CCCCCCCCc1ccc(/C=C/C(=O)[C@H](CO)NC(C)=O)cc1,HepG2,Homo sapiens,F,IC50,=,65000.0,nM,4.19,pchembl_value,4.19,,6.5e-05,65000.0,6.4565423e-05,64565.422903,4.187087,0.002913
HepG2,15113710,CHEMBL3379218,CHEMBL3337645,CCCCCCCCc1ccc(/C=C/[C@@H](O)[C@H](CO)NC(C)=O)cc1,HepG2,Homo sapiens,F,IC50,=,31000.0,nM,4.51,pchembl_value,4.51,,3.1e-05,31000.0,3.0902954e-05,30902.954325,4.508638,0.001362
HepG2,15113711,CHEMBL3379218,CHEMBL105867,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(C)=O,HepG2,Homo sapiens,F,IC50,=,58000.0,nM,4.24,pchembl_value,4.24,,5.8e-05,58000.0,5.7543994e-05,57543.993734,4.236572,0.003428
HepG2,15114086,CHEMBL3376552,CHEMBL67,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,HepG2,Homo sapiens,F,IC50,=,8.0,nM,8.1,pchembl_value,8.10,,8e-09,8.0,7.943e-09,7.943282,8.09691,0.00309
HepG2,15114087,CHEMBL3376552,CHEMBL3335091,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c(NC(=O)c2cn(Cc3cc(OC)c(OC)c(OC)c3)nn2)c1O,HepG2,Homo sapiens,F,IC50,=,1698.0,nM,5.77,pchembl_value,5.77,,1.698e-06,1698.0,1.698244e-06,1698.243652,5.770062,6.2e-05
HepG2,15114088,CHEMBL3376552,CHEMBL3335090,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c(NC(=O)c2cn(Cc3ccc(F)cc3)nn2)c1O,HepG2,Homo sapiens,F,IC50,=,354.0,nM,6.45,pchembl_value,6.45,,3.54e-07,354.0,3.54813e-07,354.813389,6.450997,0.000997
HepG2,15114089,CHEMBL3376552,CHEMBL3335089,COc1ccc(Cn2cc(C(=O)Nc3c(/C=C\c4cc(OC)c(OC)c(OC)c4)ccc(OC)c3O)nn2)cc1,HepG2,Homo sapiens,F,IC50,=,1202.0,nM,5.92,pchembl_value,5.92,,1.202e-06,1202.0,1.202264e-06,1202.264435,5.920096,9.6e-05
HepG2,15114090,CHEMBL3376552,CHEMBL3335088,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c(NC(=O)c2cn(Cc3cccc(Oc4ccccc4)c3)nn2)c1O,HepG2,Homo sapiens,F,IC50,=,4677.0,nM,5.33,pchembl_value,5.33,,4.677e-06,4677.0,4.677351e-06,4677.351413,5.330033,3.3e-05
HepG2,15114091,CHEMBL3376552,CHEMBL3335087,COc1cccc(Cn2cc(C(=O)Nc3c(/C=C\c4cc(OC)c(OC)c(OC)c4)ccc(OC)c3O)nn2)c1,HepG2,Homo sapiens,F,IC50,=,1949.0,nM,5.71,pchembl_value,5.71,,1.949e-06,1949.0,1.949845e-06,1949.8446,5.710188,0.000188
HepG2,15114092,CHEMBL3376552,CHEMBL3335086,COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc(NC(=O)c2cn(Cc3cc(OC)c(OC)c(OC)c3)nn2)c1OC,HepG2,Homo sapiens,F,IC50,=,3388.0,nM,5.47,pchembl_value,5.47,,3.388e-06,3388.0,3.388442e-06,3388.441561,5.470057,5.7e-05
HepG2,15114093,CHEMBL3376552,CHEMBL3335085,COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc(NC(=O)c2cn(Cc3ccc(F)cc3)nn2)c1OC,HepG2,Homo sapiens,F,IC50,=,1364.0,nM,5.87,pchembl_value,5.87,,1.364e-06,1364.0,1.348963e-06,1348.962883,5.865186,0.004814
HepG2,15114094,CHEMBL3376552,CHEMBL3335084,COc1ccc(Cn2cc(C(=O)Nc3cc(/C=C\c4cc(OC)c(OC)c(OC)c4)cc(OC)c3OC)nn2)cc1,HepG2,Homo sapiens,F,IC50,=,98.0,nM,7.01,pchembl_value,7.01,,9.8e-08,98.0,9.7724e-08,97.723722,7.008774,0.001226
HepG2,15114095,CHEMBL3376552,CHEMBL3335083,COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc(NC(=O)c2cn(Cc3cccc(Oc4ccccc4)c3)nn2)c1OC,HepG2,Homo sapiens,F,IC50,=,3990.0,nM,5.4,pchembl_value,5.40,,3.99e-06,3990.0,3.981072e-06,3981.071706,5.399027,0.000973
HepG2,15114096,CHEMBL3376552,CHEMBL3335082,COc1cccc(Cn2cc(C(=O)Nc3cc(/C=C\c4cc(OC)c(OC)c(OC)c4)cc(OC)c3OC)nn2)c1,HepG2,Homo sapiens,F,IC50,=,513.0,nM,6.29,pchembl_value,6.29,,5.13e-07,513.0,5.12861e-07,512.861384,6.289883,0.000117
HepG2,15114097,CHEMBL3376552,CHEMBL3335081,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)c1cn(Cc2cc(OC)c(OC)c(OC)c2)nn1,HepG2,Homo sapiens,F,IC50,=,620.0,nM,6.21,pchembl_value,6.21,,6.2e-07,620.0,6.16595e-07,616.595002,6.207608,0.002392
HepG2,15114098,CHEMBL3376552,CHEMBL3335080,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)c1cn(Cc2ccc(F)cc2)nn1,HepG2,Homo sapiens,F,IC50,=,58.0,nM,7.24,pchembl_value,7.24,,5.8e-08,58.0,5.7544e-08,57.543994,7.236572,0.003428
HepG2,15114099,CHEMBL3376552,CHEMBL3335079,COc1ccc(Cn2cc(C(=O)Nc3cc(/C=C\c4cc(OC)c(OC)c(OC)c4)ccc3OC)nn2)cc1,HepG2,Homo sapiens,F,IC50,=,2084.0,nM,5.68,pchembl_value,5.68,,2.084e-06,2084.0,2.089296e-06,2089.296131,5.681102,0.001102
HepG2,15114100,CHEMBL3376552,CHEMBL3335078,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)c1cn(Cc2cccc(Oc3ccccc3)c2)nn1,HepG2,Homo sapiens,F,IC50,=,3715.0,nM,5.43,pchembl_value,5.43,,3.715e-06,3715.0,3.715352e-06,3715.352291,5.430041,4.1e-05
HepG2,15114101,CHEMBL3376552,CHEMBL3335077,COc1cccc(Cn2cc(C(=O)Nc3cc(/C=C\c4cc(OC)c(OC)c(OC)c4)ccc3OC)nn2)c1,HepG2,Homo sapiens,F,IC50,=,1799.0,nM,5.75,pchembl_value,5.75,,1.799e-06,1799.0,1.778279e-06,1778.27941,5.744969,0.005031
HepG2,15114493,CHEMBL3374040,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,HepG2,Homo sapiens,F,IC50,=,2700.0,nM,5.57,pchembl_value,5.57,,2.7e-06,2700.0,2.691535e-06,2691.534804,5.568636,0.001364
HepG2,15114494,CHEMBL3374040,CHEMBL3335265,COC1=Cc2ccnc3c(NCCc4ccccc4)cnc(c23)C1=O,HepG2,Homo sapiens,F,IC50,=,200.0,nM,6.7,pchembl_value,6.70,,2e-07,200.0,1.99526e-07,199.526231,6.69897,0.00103
HepG2,15114495,CHEMBL3374040,CHEMBL3335264,COC1=Cc2ccnc3c(NCCC(C)C)cnc(c23)C1=O,HepG2,Homo sapiens,F,IC50,=,170.0,nM,6.77,pchembl_value,6.77,,1.7e-07,170.0,1.69824e-07,169.824365,6.769551,0.000449
HepG2,15114496,CHEMBL3374040,CHEMBL3335263,COC1=Cc2ccnc3c(NCC(C)C)cnc(c23)C1=O,HepG2,Homo sapiens,F,IC50,=,1000.0,nM,6.0,pchembl_value,6.00,,1e-06,1000.0,1e-06,1000.0,6.0,0.0
HepG2,15114497,CHEMBL3374040,CHEMBL3335262,CCOC1=Nc2c(N)c(OC)cc3ccnc(c23)C1=O,HepG2,Homo sapiens,F,IC50,=,600.0,nM,6.22,pchembl_value,6.22,,6e-07,600.0,6.0256e-07,602.559586,6.221849,0.001849
HepG2,15117975,CHEMBL3362069,CHEMBL3329547,CC(=O)Nn1c(S)nnc1-c1ccncc1,HepG2,Homo sapiens,F,IC50,=,53.0,nM,7.28,pchembl_value,7.28,,5.3e-08,53.0,5.2481e-08,52.480746,7.275724,0.004276
HepG2,15117976,CHEMBL3362069,CHEMBL3329548,O=C(Nn1c(S)nnc1-c1ccncc1)c1ccc([N+](=O)[O-])cc1,HepG2,Homo sapiens,F,IC50,=,89.0,nM,7.05,pchembl_value,7.05,,8.9e-08,89.0,8.9125e-08,89.125094,7.05061,0.00061
HepG2,15117977,CHEMBL3362069,CHEMBL1209368,c1ccc(-c2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,1365.0,nM,5.87,pchembl_value,5.87,,1.365e-06,1365.0,1.348963e-06,1348.962883,5.864867,0.005133
HepG2,15117978,CHEMBL3362069,CHEMBL1209369,Clc1ccccc1-c1nn2c(-c3ccncc3)nnc2s1,HepG2,Homo sapiens,F,IC50,=,1328.0,nM,5.88,pchembl_value,5.88,,1.328e-06,1328.0,1.318257e-06,1318.256739,5.876802,0.003198
HepG2,15117979,CHEMBL3362069,CHEMBL1980095,Clc1ccc(-c2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,1228.0,nM,5.91,pchembl_value,5.91,,1.228e-06,1228.0,1.230269e-06,1230.268771,5.910802,0.000802
HepG2,15117980,CHEMBL3362069,CHEMBL1209370,Clc1ccc(-c2nn3c(-c4ccncc4)nnc3s2)c(Cl)c1,HepG2,Homo sapiens,F,IC50,=,2265.0,nM,5.64,pchembl_value,5.64,,2.265e-06,2265.0,2.290868e-06,2290.867653,5.644932,0.004932
HepG2,15117981,CHEMBL3362069,CHEMBL1460271,c1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,HepG2,Homo sapiens,F,IC50,=,469.0,nM,6.33,pchembl_value,6.33,,4.69e-07,469.0,4.67735e-07,467.735141,6.328827,0.001173
HepG2,15117982,CHEMBL3362069,CHEMBL3329549,Brc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,HepG2,Homo sapiens,F,IC50,=,2289.0,nM,5.64,pchembl_value,5.64,,2.289e-06,2289.0,2.290868e-06,2290.867653,5.640354,0.000354
HepG2,15117983,CHEMBL3362069,CHEMBL3329550,Cc1nn2c(-c3ccncc3)nnc2s1,HepG2,Homo sapiens,F,IC50,=,2735.0,nM,5.56,pchembl_value,5.56,,2.735e-06,2735.0,2.754229e-06,2754.228703,5.563043,0.003043
HepG2,15117984,CHEMBL3362069,CHEMBL3329551,S=C(Nc1ccc(Cl)cc1)Nn1c(S)nnc1-c1ccncc1,HepG2,Homo sapiens,F,IC50,=,2022.0,nM,5.69,pchembl_value,5.69,,2.022e-06,2022.0,2.041738e-06,2041.737945,5.694219,0.004219
HepG2,15117985,CHEMBL3362069,CHEMBL3329552,COc1ccc(NC(=S)Nn2c(S)nnc2-c2ccncc2)cc1,HepG2,Homo sapiens,F,IC50,=,1299.0,nM,5.89,pchembl_value,5.89,,1.299e-06,1299.0,1.28825e-06,1288.249552,5.886391,0.003609
HepG2,15117986,CHEMBL3362069,CHEMBL3329553,Cc1ccc(NC(=S)Nn2c(S)nnc2-c2ccncc2)cc1,HepG2,Homo sapiens,F,IC50,=,1230.0,nM,5.91,pchembl_value,5.91,,1.23e-06,1230.0,1.230269e-06,1230.268771,5.910095,9.5e-05
HepG2,15117987,CHEMBL3362069,CHEMBL3329554,S=C(Nc1ccc(Br)cc1)Nn1c(S)nnc1-c1ccncc1,HepG2,Homo sapiens,F,IC50,=,2782.0,nM,5.56,pchembl_value,5.56,,2.782e-06,2782.0,2.754229e-06,2754.228703,5.555643,0.004357
HepG2,15117988,CHEMBL3362069,CHEMBL3329555,Clc1ccc(Nc2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,1980.0,nM,5.7,pchembl_value,5.70,,1.98e-06,1980.0,1.995262e-06,1995.262315,5.703335,0.003335
HepG2,15117989,CHEMBL3362069,CHEMBL3329556,COc1ccc(Nc2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,333.0,nM,6.48,pchembl_value,6.48,,3.33e-07,333.0,3.31131e-07,331.131121,6.477556,0.002444
HepG2,15117990,CHEMBL3362069,CHEMBL3329557,Cc1ccc(Nc2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,312.0,nM,6.51,pchembl_value,6.51,,3.12e-07,312.0,3.0903e-07,309.029543,6.505845,0.004155
HepG2,15117991,CHEMBL3362069,CHEMBL3329558,Brc1ccc(Nc2nn3c(-c4ccncc4)nnc3s2)cc1,HepG2,Homo sapiens,F,IC50,=,128.0,nM,6.89,pchembl_value,6.89,,1.28e-07,128.0,1.28825e-07,128.824955,6.89279,0.00279
HepG2,15117992,CHEMBL3362069,CHEMBL17289,N#CN=C(NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1,HepG2,Homo sapiens,F,IC50,=,1245.0,nM,5.91,pchembl_value,5.91,,1.245e-06,1245.0,1.230269e-06,1230.268771,5.904831,0.005169
HepG2,15118088,CHEMBL3362077,CHEMBL3325870,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1nc2ccccc2[nH]c1=O,HepG2,Homo sapiens,F,IC50,=,19600.0,nM,4.71,pchembl_value,4.71,,1.96e-05,19600.0,1.9498446e-05,19498.445998,4.707744,0.002256
HepG2,15118089,CHEMBL3362077,CHEMBL3325871,Cc1nn(-c2ccc([N+](=O)[O-])cc2)c(Cl)c1/C=N/Nc1nc2ccccc2[nH]c1=O,HepG2,Homo sapiens,F,IC50,=,34200.0,nM,4.47,pchembl_value,4.47,,3.42e-05,34200.0,3.3884416e-05,33884.415614,4.465974,0.004026
HepG2,15118090,CHEMBL3362077,CHEMBL3325872,Cc1nn(-c2ccccc2)c(N2CCOCC2)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,11020.0,nM,4.96,pchembl_value,4.96,,1.102e-05,11020.0,1.0964782e-05,10964.781961,4.957818,0.002182
HepG2,15118091,CHEMBL3362077,CHEMBL3325873,Cc1nn(-c2ccccc2)c(N2CCCCC2)c1/C=N/Nc1nc2ccccc2nc1O,HepG2,Homo sapiens,F,IC50,=,18060.0,nM,4.74,pchembl_value,4.74,,1.806e-05,18060.0,1.8197009e-05,18197.008586,4.743282,0.003282
