canonical_smiles,pIC50
COc1cc(C(=O)OCC(C)(C)CC2=C(O)C(=O)c3ccccc3C2=O)c(O)c2ccccc12,6.42
COc1cc(C(=O)OCC(C)(C)CC2=C(O)C(=O)c3ccccc3C2=O)c(OC)c2ccccc12,6.01
COc1ccccc1C(=O)OCC(C)(C)CC1=C(O)C(=O)c2ccccc2C1=O,5.33
CC(C)(COC(=O)c1ccccc1O)CC1=C(O)C(=O)c2ccccc2C1=O,5.26
COc1ccc(OC)c(C(=O)OCC(C)(C)CC2=C(O)C(=O)c3ccccc3C2=O)c1,5.45
COc1ccc(O)c(C(=O)OCC(C)(C)CC2=C(O)C(=O)c3ccccc3C2=O)c1,5.79
CC(C)(COC(=O)c1cc(O)ccc1O)CC1=C(O)C(=O)c2ccccc2C1=O,4.32
CC(COC(=O)c1ccccc1)CC1=C(O)C(=O)c2ccccc2C1=O,5.07
COc1ccccc1C(=O)OCC(C)CC1=C(O)C(=O)c2ccccc2C1=O,5.39
CC(COC(=O)c1ccccc1O)CC1=C(O)C(=O)c2ccccc2C1=O,4.93
COc1ccc(OC)c(C(=O)OCC(C)CC2=C(O)C(=O)c3ccccc3C2=O)c1,4.28
COc1ccc(O)c(C(=O)OCC(C)CC2=C(O)C(=O)c3ccccc3C2=O)c1,5.3
CC(C)(COC(=O)c1ccc2ccccc2c1)CC1=C(O)C(=O)c2ccccc2C1=O,5.89
COc1c(C(=O)OCC(C)(C)CC2=C(O)C(=O)c3ccccc3C2=O)ccc2ccccc12,6.62
CC(C)(COC(=O)c1ccc2ccccc2c1O)CC1=C(O)C(=O)c2ccccc2C1=O,6.5
CC(C)(COC(=O)c1cc(O)c2ccccc2c1O)CC1=C(O)C(=O)c2ccccc2C1=O,4.89
CC(COC(=O)c1ccc2ccccc2c1)CC1=C(O)C(=O)c2ccccc2C1=O,5.43
COc1c(C(=O)OCC(C)CC2=C(O)C(=O)c3ccccc3C2=O)ccc2ccccc12,5.98
CC(COC(=O)c1ccc2ccccc2c1O)CC1=C(O)C(=O)c2ccccc2C1=O,6.0
COc1cc(C(=O)OCC(C)CC2=C(O)C(=O)c3ccccc3C2=O)c(OC)c2ccccc12,5.44
COc1cc(C(=O)OCC(C)CC2=C(O)C(=O)c3ccccc3C2=O)c(O)c2ccccc12,5.5
O=C1C(=O)c2ccccc2C(O)=C1CCCOC(=O)c1ccc2ccccc2c1,4.81
COc1c(C(=O)OCCCC2=C(O)C(=O)c3ccccc3C2=O)ccc2ccccc12,4.34
O=C1C(=O)c2ccccc2C(O)=C1CCCOC(=O)c1ccc2ccccc2c1O,4.79
COc1cc(C(=O)OCCCC2=C(O)C(=O)c3ccccc3C2=O)c(OC)c2ccccc12,4.45
COc1cc(C(=O)OCCCC2=C(O)C(=O)c3ccccc3C2=O)c(O)c2ccccc12,5.37
CC(C)(COC(=O)c1ccc2ccccc2c1)CC1=CC(=O)c2ccccc2C1=O,4.34
COc1c(C(=O)OCC(C)(C)CC2=CC(=O)c3ccccc3C2=O)ccc2ccccc12,4.84
CC(C)(COC(=O)c1ccc2ccccc2c1O)CC1=CC(=O)c2ccccc2C1=O,4.32
CC(COC(=O)c1ccc2ccccc2c1)CC1=CC(=O)c2ccccc2C1=O,4.56
COc1c(C(=O)OCC(C)CC2=CC(=O)c3ccccc3C2=O)ccc2ccccc12,4.4
CC(COC(=O)c1ccc2ccccc2c1O)CC1=CC(=O)c2ccccc2C1=O,4.38
O=C(OCCCC1=CC(=O)c2ccccc2C1=O)c1ccc2ccccc2c1,4.99
COc1c(C(=O)OCCCC2=CC(=O)c3ccccc3C2=O)ccc2ccccc12,4.27
COc1cc(C(=O)OCCCC2=CC(=O)c3ccccc3C2=O)c(O)c2ccccc12,4.19
COC1=C(CC(C)(C)COC(=O)c2ccc3ccccc3c2OC)C(=O)c2ccccc2C1=O,4.94
COC1=C(CC(C)(C)COC(=O)c2ccccc2)C(=O)c2ccccc2C1=O,4.33
COC1=C(CC(C)(C)COC(=O)c2cc(OC)ccc2OC)C(=O)c2ccccc2C1=O,4.39
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.4
CC1=C(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)O[C@@H]([C@@H](CO)[C@H]2CC[C@H]3[C@@H]4CC=C5CC=CC(=O)[C@]5(C)[C@H]4C[C@@H](O)[C@]23C)C1,5.82
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,7.72
Cc1cc2c(cc(O)c1=O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3,5.7
CC(C)=CCC12OC(C)(C)C3CC(C=C4C(=O)c5c(O)cccc5OC431)C2=O,5.62
CC(C)=CCC12OC(C)(C)C3CC(C=C4C(=O)c5cc(O)ccc5OC431)C2=O,4.91
CC(C)=CCC12OC(C)(C)C3CC(C=C4C(=O)c5ccc(O)cc5OC431)C2=O,4.63
CC(C)=CCC12OC(C)(C)C3CC(C=C4C(=O)c5cccc(O)c5OC431)C2=O,4.84
CC(C)=CCC12OC(C)(C)C3CC(C=C4C(=O)c5ccccc5OC431)C2=O,5.17
CC(C)=CCC12OC(C)(C)C3CC(C=C4C(=O)CC(C)OC431)C2=O,4.02
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,5.62
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,6.01
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COC)c(O)ccc3nc2-1,4.04
CCOCc1c(O)ccc2nc3c(cc12)Cn1c-3cc2c(c1=O)COC(=O)[C@]2(O)CC,5.41
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COC(C)C)c(O)ccc3nc2-1,4.87
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COC(C)(C)C)c(O)ccc3nc2-1,6.1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COC(C)=O)c(OC(C)=O)ccc3nc2-1,6.0
CC[C@@]1(OC(C)=O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(COC(C)=O)c(OC(C)=O)ccc3nc2-1,5.88
C[C@@H]1O[C@@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)CC[C@@H]1N,5.1
CC(=O)N[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)O[C@H]1C,4.74
C[C@H](N[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)O[C@H]1C)C(=O)O,5.39
CCN[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)O[C@H]1C,5.22
CC(C)N[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)O[C@H]1C,4.89
C[C@@H]1O[C@@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)CC[C@@H]1N(C)C,5.17
CCN(CC)[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)O[C@H]1C,4.97
CCCCN[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)O[C@H]1C,4.72
CC(C)CCN[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)O[C@H]1C,4.87
CCCCCCN[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)O[C@H]1C,4.84
COc1ccc(CN[C@H]2CC[C@H](OCC#Cc3c(-c4ccccc4)oc4ccccc34)O[C@H]2C)cc1,4.88
COc1cc(CN[C@H]2CC[C@H](OCC#Cc3c(-c4ccccc4)oc4ccccc34)O[C@H]2C)cc(OC)c1OC,4.95
C[C@@H]1O[C@@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)CC[C@@H]1NCc1ccc(O)cc1,4.87
C[C@@H]1O[C@@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)CC[C@@H]1NCc1ccc[nH]1,4.68
C[C@@H]1O[C@@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)CC[C@@H]1NCc1ccccn1,4.79
C[C@@H]1O[C@@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)CC[C@@H]1N,5.06
CN[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)O[C@H]1C,5.06
C[C@@H]1O[C@@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)CC[C@@H]1N(C)C,5.0
C[C@@H]1O[C@@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)CC[C@@H]1NCC#N,4.75
C[C@@H]1O[C@@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)CC[C@@H]1N(C)CC#N,4.91
CCN[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)O[C@H]1C,5.18
CCN(CC)[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)O[C@H]1C,4.93
CCCCN[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)O[C@H]1C,4.73
CCCCCN[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)O[C@H]1C,4.72
C[C@@H]1O[C@@H](OCC#Cc2c(-c3ccccc3)sc3ccccc23)CC[C@@H]1NCc1ccc(O)cc1,4.69
C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,5.6
CC1=NN(C(=O)c2ccccc2)C(c2ccccc2O)C1,4.53
CC1=NN(C(=O)c2ccc(C)cc2)C(c2ccccc2O)C1,4.1
CC1=NN(C(=O)c2ccccc2C)C(c2ccccc2O)C1,4.02
CC1=NN(C(=O)CCl)C(c2ccccc2O)C1,4.32
CC1=NN(C(=O)c2ccccc2Cl)C(c2ccccc2O)C1,4.02
CC1=NN(S(=O)(=O)c2ccccc2)C(c2ccccc2O)C1,4.24
CC1=NN(S(=O)(=O)c2ccc(C)cc2)C(c2ccccc2O)C1,4.17
CC1=NN(S(=O)(=O)CCc2ccc([N+](=O)[O-])cc2)C(c2ccccc2O)C1,4.08
O=c1[nH]cc(F)c(=O)[nH]1,4.72
O=C1C=CC(O)(c2cc(=O)c3c(O)cc(O)cc3o2)C=C1,5.11
O=C1C=CC(O)(c2cc(=O)cco2)C=C1,5.75
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.72
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCn3nnc(-c4ccccn4)n3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,5.41
C=C(C)[C@@H]1CC[C@]2(C(=O)OC/C=C/CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,5.13
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCN)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,5.1
C=CCN(CC=C)C(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,5.08
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCNCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,5.05
C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)N3CCC[C@H]3C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,5.03
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCN)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,5.02
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCOCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,5.01
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC[C@H]3C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,5.01
C=C(CO)[C@@H]1CC[C@]2(C(=O)N3CCC[C@H]3C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,5.0
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC(N4CCCCC4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H]6OC(=O)OC[C@@]6(C)[C@@H]5CC[C@]43C)[C@@H]12,4.99
C=C(CO)[C@@H]1CC[C@]2(C(=O)OC(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.97
C=C(CO)[C@@H]1CC[C@]2(C(=O)OCCC(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.97
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC(N4CCCCC4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.95
C=C(CO)[C@@H]1CC[C@]2(C(=O)N3CCCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.95
C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)N[C@@H](C)C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.92
C=C(C)[C@@H]1CC[C@]2(C(=O)OCCN3CCOCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.91
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC(N4CCCCC4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.9
C=C(CO)[C@@H]1CC[C@]2(C(=O)OC(C)(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.8
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCNCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.75
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(COC(=O)N6CCC(N7CCCCC7)CC6)[C@@H]5CC[C@]43C)[C@@H]12,4.73
C=C(CO)[C@@H]1CC[C@]2(C(=O)OCC3CCCO3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.73
C=C(CO)[C@@H]1CC[C@]2(C(=O)N3CCOCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.68
C=C(CO)[C@@H]1CC[C@]2(C(=O)OC(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.68
C=C(CO)[C@@H]1CC[C@]2(C(=O)OC(C)(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.64
C=C(C)[C@@H]1CC[C@]2(C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCSC)C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.64
C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)N[C@@H](C)C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.49
C=C(CO)[C@@H]1CC[C@]2(C(=O)OCCC(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.46
C=C(C)[C@@H]1CC[C@]2(C(=O)OC/C=C/CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.42
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCSC)C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.39
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.38
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCOCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.38
C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.33
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCn3nnc(-c4ccccn4)n3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.32
C=C(C)[C@@H]1CC[C@]2(C(=O)OCCN3CCOCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.23
C=CCN(CC=C)C(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](O)[C@@](C)(CO)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.22
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.18
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.16
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC[C@H]3C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.14
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCNC(=O)CCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.12
CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C=O)C1,5.1
CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)C1,5.28
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.3
C=C(CO)[C@@H]1CC[C@]2(C(=O)OCC3CCCO3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.09
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCSC)C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.04
CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1,4.42
CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](OC(=O)CN)C(C)(C)[C@@H]4CC[C@]23C)O1,4.95
CC(C)C(N)C(=O)O[C@H]1CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@@]5(C)CCCC(C)(C)O5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,5.03
CC(C)CC(N)C(=O)O[C@H]1CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@@]5(C)CCCC(C)(C)O5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,5.3
CSCCC(N)C(=O)O[C@H]1CC[C@]2(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([C@@]5(C)CCCC(C)(C)O5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.93
CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](OC(=O)C(N)Cc5ccccc5)C(C)(C)[C@@H]4CC[C@]23C)O1,5.05
CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](OC(=O)C5CCCN5)C(C)(C)[C@@H]4CC[C@]23C)O1,5.05
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,4.94
O=S(=O)(c1ccccc1)c1c(OCCN2CCNCC2)no[n+]1[O-],4.75
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)OCCOCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,4.38
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)NCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,4.96
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)NCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,4.54
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)N(C)CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,4.82
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)N1CCN(CCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)CC1,5.87
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)N1CCC(Oc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)CC1,4.96
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)N(CCO)CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,4.86
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.52
COc1ccccc1N1CCN(C2=CC(=O)c3cccc(O)c3C2=O)CC1,5.41
O=C1C=C(N2CCN(c3ccccc3)CC2)C(=O)c2c(O)cccc21,5.27
O=C1C=C(N2CCN(c3ccccc3)CC2)C(=O)c2c(O)ccc(O)c21,5.27
O=C1C=C(N2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2c(O)cccc21,5.27
O=C1C=C(N2CCN(c3ccccc3Cl)CC2)C(=O)c2c(O)cccc21,5.11
O=C1C=C(N2CCC(c3ccccc3)CC2)C(=O)c2c(O)cccc21,5.01
Cc1ccccc1N1CCN(C2=CC(=O)c3cccc(O)c3C2=O)CC1,4.99
O=C1C=C(N2CCN(c3ccccc3Cl)CC2)C(=O)c2ccccc21,4.96
Cc1ccccc1C1CCN(C2=CC(=O)c3cccc(O)c3C2=O)CC1,4.78
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.16
CCOC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.15
CCCOC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.05
C[C@H]1[C@H](C)CC[C@]2(C(=O)OCCO[N+](=O)[O-])CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.1
C[C@H]1[C@H](C)CC[C@]2(C(=O)OCCCO[N+](=O)[O-])CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.06
COC(=O)C(CO)NC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.45
