canonical_smiles,pIC50
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)n1,5.92
Cc1ccc(S(=O)(=O)NC(=O)c2cccc(C(=O)NS(=O)(=O)c3ccc(C)cc3)n2)cc1,5.38
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4.02
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,4.81
Cc1[nH]c(/C=C2\C(=O)Nc3cccnc32)c(C)c1C(=O)NCCN(C)C,4.7
Cc1[nH]c(/C=C2\C(=O)Nc3ccncc32)c(C)c1C(=O)NCCN(C)C,5.07
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccncc32)c1C,4.79
CN1CC2C(=O)N(c3ccccc3)C(=O)C2C12C(=O)Nc1ccccc12,4.48
CN1CC2C(=O)N(c3ccccc3)C(=O)C2C12C(=O)Nc1ccc(Cl)cc12,4.48
COc1ccc2c(c1)C1(C(=O)N2)C2C(=O)N(c3ccccc3)C(=O)C2CN1C,4.36
CN1CC2C(=O)N(c3ccc(Cl)cc3)C(=O)C2C12C(=O)Nc1ccccc12,4.49
CN1CC2C(=O)N(c3ccc(Cl)cc3)C(=O)C2C12C(=O)Nc1ccc(Cl)cc12,4.54
COc1ccc2c(c1)C1(C(=O)N2)C2C(=O)N(c3ccc(Cl)cc3)C(=O)C2CN1C,4.36
CN1CC2C(=O)N(c3ccc(F)cc3)C(=O)C2C12C(=O)Nc1ccccc12,4.06
CN1CC2C(=O)N(c3ccc(F)cc3)C(=O)C2C12C(=O)Nc1ccc(Cl)cc12,4.39
COc1ccc2c(c1)C1(C(=O)N2)C2C(=O)N(c3ccc(F)cc3)C(=O)C2CN1C,4.56
Cc1ccc(N2C(=O)C3CN(C)C4(C(=O)Nc5ccccc54)C3C2=O)cc1,4.11
Cc1ccc(N2C(=O)C3CN(C)C4(C(=O)Nc5ccc(Cl)cc54)C3C2=O)cc1,4.2
COc1ccc2c(c1)C1(C(=O)N2)C2C(=O)N(c3ccc(C)cc3)C(=O)C2CN1C,4.92
COc1ccc(N2C(=O)C3CN(C)C4(C(=O)Nc5ccccc54)C3C2=O)cc1,4.14
COc1ccc(N2C(=O)C3CN(C)C4(C(=O)Nc5ccc(Cl)cc54)C3C2=O)cc1,4.54
COc1ccc(N2C(=O)C3CN(C)C4(C(=O)Nc5ccc(OC)cc54)C3C2=O)cc1,4.3
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,5.13
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,5.13
N#C/C(C(=O)Nc1ccccc1)=c1/s/c(=C\c2ccccc2)c(=O)n1-c1ccccc1,4.96
COc1ccc(/C=c2\s/c(=C(/C#N)C(=O)Nc3ccccc3)n(-c3ccccc3)c2=O)cc1,4.52
N#C/C(C(=O)Nc1ccccc1)=c1/s/c(=C\c2ccccc2O)c(=O)n1-c1ccccc1,4.08
Cc1ccc(NC(=O)/C(C#N)=c2\s/c(=C\c3ccccc3)c(=O)n2-c2ccccc2)cc1,4.42
COc1ccc(/C=c2\s/c(=C(/C#N)C(=O)Nc3ccc(C)cc3)n(-c3ccccc3)c2=O)cc1,4.43
Cc1ccc(NC(=O)/C(C#N)=c2\s/c(=C\c3ccc(Cl)cc3)c(=O)n2-c2ccccc2)cc1,4.32
Cc1ccc(NC(=O)/C(C#N)=c2\s/c(=C\c3ccccc3O)c(=O)n2-c2ccccc2)cc1,5.08
N#C/C(C(=O)Nc1ccc(Cl)cc1)=c1/s/c(=C\c2ccccc2)c(=O)n1-c1ccccc1,4.31
N#C/C(C(=O)Nc1ccc(Cl)cc1)=c1/s/c(=C\c2ccccc2O)c(=O)n1-c1ccccc1,4.91
N#C/C(C(=O)Nc1ccccc1)=C1/S/C(=N\Nc2ccccc2)C(=O)N1c1ccccc1,4.73
Cc1ccc(NC(=O)/C(C#N)=C2\S/C(=N\Nc3ccccc3)C(=O)N2c2ccccc2)cc1,4.62
COc1ccc(N/N=C2\S/C(=C(/C#N)C(=O)Nc3ccc(C)cc3)N(c3ccccc3)C2=O)cc1,4.47
COC(=O)c1cc(O)c2[nH]c3ccccc3c2c1,4.8
O=Cc1cc2c(cc1O)[nH]c1cc(O)ccc12,4.48
COc1ccc2c(c1)[nH]c1cc(OC)c(C(=O)O)cc12,4.61
COC(=O)c1ccc2[nH]c3ccccc3c2c1,4.43
COc1ccc2c(c1)[nH]c1cc(O)c(C=O)cc12,4.54
Cc1cc2c(cc1O)[nH]c1ccccc12,4.84
COc1ccc2c(c1)[nH]c1ccc(C=O)cc12,5.37
COc1c2ccccc2nc2occc12,4.26
O=Cc1cc2c(cc1O)[nH]c1ccccc12,4.18
COc1cc(OC)c2c(c1)C(=O)c1cc(C)c(Cn3cc(F)c(=O)n(CCc4ccccc4)c3=O)c(OC)c1C2=O,4.16
COc1cc(OC)c2c(c1)C(=O)c1cc(C)c(Cn3cc(F)c(=O)n(Cc4ccc5c(c4)OCO5)c3=O)c(OC)c1C2=O,4.04
COc1cc(OC)c2c(c1)C(=O)c1cc(C)c(Cn3cc(F)c(=O)n(Cc4ccccc4C#N)c3=O)c(OC)c1C2=O,4.4
O=c1[nH]cc(F)c(=O)[nH]1,4.12
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,4.88
C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CO[C@@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]78OC[C@@]9(CCC(C)(C)C[C@H]97)C(=O)C[C@@]8(C)[C@]6(C)CC[C@H]5C4(C)C)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,5.83
CC1(C)CC[C@]23CO[C@@]4(CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7OC[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]4(C)CC2=O)[C@@H]3C1,5.76
CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC[C@]67OC[C@@]8(CCC(C)(C)C[C@H]86)[C@H](O)C[C@@]7(C)[C@]5(C)CC[C@H]4C3(C)C)OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,5.2
CC(=O)O[C@H]1[C@H](OC(C)=O)[C@]23CO[C@@]4(CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7OC[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]4(C)C[C@H]2O)[C@@H]3CC1(C)C,5.9
CC1(C)[C@@H](O[C@@H]2OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3CC[C@]45OC[C@@]6(CC[C@](C)(CO)C[C@H]64)[C@H](O)C[C@@]5(C)[C@]3(C)CC[C@@H]12,6.12
C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CO[C@@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]78OC[C@@]9(CCC(C)(C)C[C@H]97)[C@H](O)C[C@@]8(C)[C@]6(C)CC[C@H]5C4(C)C)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,6.0
CC1(C)CC[C@]23CO[C@@]4(CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7OC[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]4(C)C[C@H]2O)[C@@H]3C1,6.0
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,8.36
CN(C)CCN1C(=O)c2cccc3c2c(cc2nnn(C)c23)C1=O,6.17
CCCCn1nnc2cc3c4c(cccc4c21)C(=O)N(CCN(C)C)C3=O,6.0
CN(C)CCN1C(=O)c2cccc3c2c(cc2nnn(CCO)c23)C1=O,5.97
CN(C)CCN1C(=O)c2cccc3c2c(cc2nnn(CCN(C)C)c23)C1=O,6.77
CN(C)CCCn1nnc2cc3c4c(cccc4c21)C(=O)N(CCN(C)C)C3=O,6.75
CN(C)CCCN1C(=O)c2cccc3c2c(cc2nnn(C)c23)C1=O,6.01
CCCCn1nnc2cc3c4c(cccc4c21)C(=O)N(CCCN(C)C)C3=O,5.24
CN(C)CCCN1C(=O)c2cccc3c2c(cc2nnn(CCO)c23)C1=O,5.28
CN(C)CCCN1C(=O)c2cccc3c2c(cc2nnn(CCN(C)C)c23)C1=O,6.11
CN(C)CCCN1C(=O)c2cccc3c2c(cc2nnn(CCCN(C)C)c23)C1=O,6.54
COc1ccc(Nc2cc3c4c(cccc4c2)C(=O)N(CCN(C)C)C3=O)cc1,6.05
CN(C)CCN1C(=O)c2cccc3cc(Nc4ccc([N+](=O)[O-])cc4)cc(c23)C1=O,6.39
CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,5.85
CCCC(=O)O[C@H]1[C@H](C(C)C)[C@@H]2[C@@H]([C@H]3/C=C(/C)[C@@H](O)CC[C@@](C)(OC(=O)CCC)[C@@H]2O3)[C@](C)(O)[C@@H]1OC(C)=O,5.0
C=C1C[C@H]2O[C@H]([C@@H]3[C@@H](C(C)C)[C@H](O)C[C@@](C)(OC(C)=O)[C@@H]32)[C@](C)(OC(=O)CCC)CCC1=O,5.19
Oc1ccccc1CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.9
Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,6.55
COc1ccccc1CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.05
Fc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,5.75
Clc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,6.04
Brc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,5.85
Clc1ccccc1CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.74
Brc1cccc(Nc2ncnc3ccc(NCc4ccccc4Br)cc23)c1,5.56
COc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,5.26
Oc1ccccc1CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.68
Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,5.82
COc1ccccc1CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.01
Fc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,5.57
Clc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,5.75
Clc1cccc(Nc2ncnc3ccc(NCc4ccc(Br)cc4)cc23)c1,5.42
Clc1cccc(Nc2ncnc3ccc(NCc4ccccc4Cl)cc23)c1,5.27
Clc1cccc(Nc2ncnc3ccc(NCc4ccccc4Br)cc23)c1,5.38
COc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,5.28
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,6.92
COc1nc2cc(C)ccc2nc1NC(=O)N1CCN(c2cc(C)cc(C)c2)CC1,6.72
COc1ccc2nc(NC(=O)N3CCN(c4cc(C)cc(C)c4)CC3)c(OC)nc2c1,6.25
COc1nc2cc(F)ccc2nc1NC(=O)N1CCN(c2cc(C)cc(C)c2)CC1,6.32
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cccc(C)c4nc3OC)CC2)c1,7.48
COc1nc2c(OC)cccc2nc1NC(=O)N1CCN(c2cc(C)cc(C)c2)CC1,7.21
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cccc(OC)c4nc3OC)CC2)c1,7.77
Brc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,5.37
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,7.3
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,5.93
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCN1CCOCC1)C4=O)C3=O,6.03
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCN1CCCCC1)C4=O)C3=O,5.5
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCN1CCN(CCO)CC1)C4=O)C3=O,5.0
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCN1CCNCC1)C4=O)C3=O,4.7
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCCN1CCOCC1)C4=O)C3=O,7.17
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCCN1CCCCC1)C4=O)C3=O,6.82
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCCN1CCN(CCO)CC1)C4=O)C3=O,5.49
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCCN1CCNCC1)C4=O)C3=O,4.72
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCCCN1CCOCC1)C4=O)C3=O,5.82
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCCCN1CCCCC1)C4=O)C3=O,5.25
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCCCN1CCN(CCO)CC1)C4=O)C3=O,5.94
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)OCCCCN1CCNCC1)C4=O)C3=O,4.62
COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.64
CCN(CC)CCOc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1OC,4.92
COc1c(OCCN2CCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,5.01
COc1c(OCCN2CCCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.77
COc1c(OCCN2CCOCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.17
COc1c(OCCN2CCN(C)CC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.81
CCN(CC)CCCOc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1OC,4.75
COc1c(OCCCN2CCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.69
COc1c(OCCCN2CCCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,5.17
COc1c(OCCCN2CCOCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.13
COc1c(OCCCN2CCN(C)CC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.52
CCN(CC)CCCCOc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1OC,5.18
COc1c(OCCCCN2CCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,5.33
COc1c(OCCCCN2CCCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,5.62
COc1c(OCCCCN2CCOCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.3
COc1c(OCCCCN2CCN(C)CC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.57
COc1cc(/C=C/C(=O)/C=C/c2nc3ccccc3n2C)ccc1O,5.54
COc1cc(/C=C/C(=O)/C=C/c2nc3cc(C)ccc3n2C)ccc1O,5.38
COc1cc(/C=C/C(=O)/C=C/c2nc3c(C)cccc3n2C)ccc1O,5.72
COc1cc(/C=C/C(=O)/C=C/c2nc3c(C)c(C)ccc3n2C)ccc1O,5.07
COc1ccc2c(c1)nc(/C=C/C(=O)/C=C/c1ccc(O)c(OC)c1)n2C,5.42
COc1cc(/C=C/C(=O)/C=C/c2nc3cc(Cl)ccc3n2C)ccc1O,5.4
COc1cc(/C=C/C(=O)/C=C/c2nc3cc([N+](=O)[O-])ccc3n2C)ccc1O,5.43
COc1cc(/C=C/C(=O)/C=C/c2nc3cc(O)ccc3n2C)ccc1O,5.44
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.06
COc1ccc(/C=C/C(=O)/C=C/c2nc3ccccc3n2C)cc1O,5.54
COc1ccc(/C=C/C(=O)/C=C/c2nc3cc(C)ccc3n2C)cc1O,5.48
COc1ccc(/C=C/C(=O)/C=C/c2nc3c(C)cccc3n2C)cc1O,4.83
COc1ccc(/C=C/C(=O)/C=C/c2nc3c(C)c(C)ccc3n2C)cc1O,5.41
COc1ccc2c(c1)nc(/C=C/C(=O)/C=C/c1ccc(OC)c(O)c1)n2C,5.38
COc1ccc(/C=C/C(=O)/C=C/c2nc3cc(Cl)ccc3n2C)cc1O,5.39
COc1ccc(/C=C/C(=O)/C=C/c2nc3cc([N+](=O)[O-])ccc3n2C)cc1O,5.34
COc1ccc(/C=C/C(=O)/C=C/c2nc3cc(O)ccc3n2C)cc1O,5.43
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,8.15
O=C(/C=C/c1ccc(Cl)cc1)c1cccc(-c2cccc(F)c2)c1,4.98
O=C(/C=C/c1cccc(Br)c1)c1cccc(-c2cccc(F)c2)c1,5.16
COc1ccccc1/C=C/C(=O)c1cccc(-c2cccc(F)c2)c1,4.81
COc1ccc(/C=C/C(=O)c2cccc(-c3cccc(F)c3)c2)cc1,5.76
COc1ccc(/C=C/C(=O)c2cccc(-c3cccc(F)c3)c2)cc1OC,5.93
COc1cccc(/C=C/C(=O)c2cccc(-c3cccc(F)c3)c2)c1OC,5.04
COc1cc(/C=C/C(=O)c2cccc(-c3cccc(F)c3)c2)ccc1O,5.17
O=C(/C=C/c1ccccc1Br)c1cccc(-c2cccc(F)c2)c1,4.89
O=C(/C=C/c1ccc(Br)cc1)c1cccc(-c2cccc(F)c2)c1,5.0
O=C(/C=C/c1cccc(-c2ccc(F)cc2)c1)c1ccc(F)cc1,4.91
O=C(/C=C/c1cccc(-c2ccc(F)cc2)c1)c1ccc(O)cc1,5.29
COc1ccc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)cc1,5.43
COc1ccc(/C=C/C(=O)c2ccc(NC(C)=O)c(-c3ccc(F)cc3)c2)cc1OC,5.25
COc1ccc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)cc1OC,5.42
COc1ccc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)c(OC)c1,5.11
COc1ccc(OC)c(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)c1,5.4
COc1cccc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)c1OC,5.13
COc1cc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)ccc1O,5.37
COc1cc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)cc(OC)c1OC,5.38
Nc1ccc(C(=O)/C=C/c2ccc(O)c(F)c2)cc1-c1ccc(F)cc1,4.93
COc1cc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)cc(Br)c1O,5.33
COc1ccc(-c2cc(C(=O)/C=C/c3ccc(F)cc3)ccc2N)cc1OC,5.05
COc1ccc(/C=C/C(=O)c2ccc(N)c(-c3ccc(OC)c(OC)c3)c2)c(OC)c1,5.67
COc1ccc(OC)c(/C=C/C(=O)c2ccc(N)c(-c3ccc(OC)c(OC)c3)c2)c1,5.68
COc1ccc(-c2cc(C(=O)/C=C/c3cccc(OC)c3OC)ccc2N)cc1OC,5.27
COc1ccc(-c2cc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)ccc2N)cc1OC,5.57
COc1ccc(/C=C/C(=O)c2cccc(-c3ccc(F)cc3)c2)cc1,5.25
COc1ccc(/C=C/C(=O)c2cccc(-c3ccc(F)cc3)c2)cc1OC,5.27
c1ccn(C23CC4CC(CC(C4)C2)C3)c1,4.41
c1cnc2c(c1)cc(-n1cccc1)c1cccnc12,5.52
c1ccc2c(c1)cc(-n1cccc1)c1ccccc12,4.87
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc5c(N)ncnc54)cc3)cc2)cc1.[Br-],4.3
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc(N)c5ncnc4-5)cc3)cc2)cc1.[Br-],4.41
COc1ccc(/C=C/c2cc(OC)c(OC)c(OC)c2)cc1,6.52
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCOC)[C@@H]2CC[C@@]1(O)C3,6.42
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@]1(O)C3,5.25
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OC)[C@@H]2CC[C@@]1(O)C3,6.8
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCCC)[C@@H]2CC[C@@]1(O)C3,4.17
C=CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(O)C[C@@]3(CC[C@@H]21)OC(=O)C4=C,4.17
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCc4ccccc4)[C@@H]2CC[C@@]1(O)C3,4.11
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCc4ccccc4)[C@@H]2CC[C@@]1(OC(C)=O)C3,4.6
C[C@@]12CCC[C@@](C)(C(=O)OCc3ccccc3)[C@H]1CC[C@@]13C[C@](O)(CC[C@H]12)[C@@]1(CO1)C(=O)O3,4.32
C=C1C(=O)O[C@@]23CC[C@@H]4[C@](C)(COC(C)=O)CCC[C@@]4(C)[C@@H]2CC[C@@]1(O)C3,6.92
C=C1C(=O)O[C@@]23CC[C@@H]4[C@](C)(CO)CCC[C@@]4(C)[C@@H]2CC[C@@]1(O)C3,7.05
C=C1C(=O)O[C@@]2(C)CC[C@@H]3[C@]1(CC[C@H]1[C@@]3(C)CCC[C@@]1(C)C(=O)OCc1ccccc1)C2,4.54
C=C1C(=O)O[C@@]2(C)CC[C@@H]3[C@]1(CC[C@H]1[C@@]3(C)CCC[C@@]1(C)C(=O)O)C2,4.33
C=C1C(=O)O[C@@]2(C)CC[C@@H]3[C@]1(CC[C@H]1[C@@]3(C)CCC[C@@]1(C)C(=O)OC)C2,4.45
C=C1C(=O)O[C@@]2(C)CC[C@@H]3[C@]1(CC[C@H]1[C@@]3(C)CCC[C@@]1(C)C(=O)OCCC)C2,4.91
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,5.96
CCCCCCCCCCCCCO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4.05
CCCCCCCCCCCCCCO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4.17
CCCCCCCCCCCOC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4.17
CCCCCCCCCCCCOC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4.2
CCCCCCCCCCCCCOC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4.26
C[C@@H]1O[C@@H](O[C@H]2CC[C@H](O[C@H]3[C@H](O)C[C@H](c4ccc5c(c4O)C(=O)c4ccc(C[C@](C)(CC(=O)O)O[C@H]6CC[C@H](O[C@H]7CCC(=O)[C@H](C)O7)[C@H](C)O6)c(O)c4C5=O)O[C@@H]3C)O[C@H]2C)CCC1=O,5.07
C[C@@H]1O[C@@H](O[C@H]2CC[C@H](O[C@H]3[C@H](O)C[C@H](c4ccc5c(c4O)C(=O)c4ccc(C[C@@](C)(O)CC(=O)O)c(O)c4C5=O)O[C@@H]3C)O[C@H]2C)CCC1=O,4.51
