canonical_smiles,pIC50
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c(-c2cc(OC)c(OC)c(OC)c2)c(C(=O)OC)n1Cc1ccc(OC)c(OC)c1,4.12
COC(=O)c1c(-c2ccc(OC)c(OC)c2)c2c3cc(OC)c(OC)cc3oc(=O)c2n1CCc1ccc(OC)c(OC)c1,8.7
COC(=O)c1c(-c2ccc(OC)c(OC)c2)c2c3cc(OC)c(OC)cc3oc(=O)c2n1CCc1ccc(OC)c(OC)c1,7.7
COC(=O)c1c(-c2ccc(OC)c(OC)c2)c2c3cc(OC)c(OC)cc3oc(=O)c2n1CCc1ccc(OC)c(OC)c1,5.22
COC(=O)c1c(-c2ccc(OC)c(OC)c2)c2c3cc(OC)c(OC)cc3oc(=O)c2n1CCc1ccc(OC)c(OC)c1,4.4
O=S(=O)(Nc1cccc2c(Cl)c[nH]c12)c1cccnc1,6.58
O=S(=O)(Nc1cccc2c(Cl)c[nH]c12)c1ccc(NCCO)nc1,6.19
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c(-c2cc(OC)c(OC)c(OC)c2)c(C(=O)OC)n1CCc1ccc(OC)cc1,8.05
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c(-c2cc(OC)c(OC)c(OC)c2)c(C(=O)OC)n1CCc1ccc(OC)cc1,6.22
N#Cc1c[nH]c2c(NS(=O)(=O)c3cccnc3)cccc12,6.64
O=C1c2cccnc2-c2nccc3c2c1nc1ccccc13,6.52
COc1ccc(C2C(OC(C)=O)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1[N+](=O)[O-],6.28
COc1cc(N2C(=O)C(O)C2c2ccc3c(c2)OCO3)cc(OC)c1OC,6.02
COc1ccc(C2C(O)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1[N+](=O)[O-],7.16
COc1ccc(C2C(O)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1N,6.86
COc1ccc(C2C(OC(C)=O)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1N,6.43
COc1ccc(NS(=O)(=O)c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1OC,5.4
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1,5.22
CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1,4.7
COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)NO)cc2)cc1OC,6.7
Cc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1,5.4
Cc1ccc(NS(=O)(=O)c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1,5.46
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,6.05
O=C(/C=C/c1ccc(NS(=O)(=O)c2ccccc2)cc1)NO,6.05
COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1,5.6
Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,6.22
COc1ccc(NS(=O)(=O)c2ccc(/C=C/C(=O)NO)cc2)cc1OC,6.1
COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1OC,6.0
CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc(N4CCN(C)CC4)cc2)C3=O)CC1,4.61
Nc1ccccc1NC(=O)/C=C/c1ccc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1,4.82
CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc([N+](=O)[O-])cc2)C3=O)CC1,4.45
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)cc1,7.82
Cl.Cn1cc(NC(=O)c2cc(NC(=O)Cc3ccc(COCO[C@@]45C#C/C=C\C#C[C@H](O)C(=CCC4)C5=O)cc3)cn2C)cc1C(=O)NCCC(=N)N,5.13
O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2cccc3c2n1CCC3CO,5.9
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCN(C(N)=O)CC4)cccc2-3)cc1,7.33
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CC(CO)CC3,6.27
O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2cccc3c2n1CC(CO)C3,6.03
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)cc1,7.55
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)cc1,5.91
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,8.3
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,9.22
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)cc1,7.7
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCOCC4)cccc2-3)cc1,6.21
O=C1NC(=O)C(c2cn3c4c(cccc24)CC(CCl)C3)=C1c1c[nH]c2cc(F)ccc12,5.49
COc1ccc(CC2CCc3nc(N)nc(N)c3C2)cc1OC,7.4
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)cc1,7.24
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)cc1,5.5
Cn1ccc2ccc3c(c4c(c5c6cccc7c6n(c35)CC(CO)C7)C(=O)NC4=O)c21,6.17
O=C1NC(=O)c2c1c1c3ccc(F)cc3[nH]c1c1c2c2cccc3c2n1C(CO)CC3,6.09
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NCc4ccncc4)cccc2-3)cc1,6.42
CNCC1Cc2cccc3c(C4=C(c5c[nH]c6cc(F)ccc56)C(=O)NC4=O)cn(c23)C1.Cl,5.76
O=C1NC(=O)c2c1c1c3ccc(Br)cc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,6.3
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CCC3CO,6.43
O=C1NC(=O)c2c1c1c3ccc(C(F)(F)F)cc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,5.9
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(CN)CC4)cccc2-3)cc1,7.16
O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2cccc3c2n1C(CO)CC3,5.95
CN(C)CC1Cc2cccc3c(C4=C(c5c[nH]c6ccccc56)C(=O)NC4=O)cn(c23)C1,6.11
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1C(CO)CC3,6.04
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,6.04
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCC(C(N)=O)CC4)cccc2-3)cc1,7.4
O=C1NC(=O)c2c1c1c3ccc(F)cc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,6.44
COc1cc(CC2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC,7.3
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.52
COc1ccc2c(c1)[nH]c1c2c2c(c3c4cccc5c4n(c13)CC(CO)C5)C(=O)NC2=O,5.74
O=C1C2=CCC[C@@]1(O)C#C/C=C\C#C[C@@H]2O,7.0
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,9.52
COc1cc2c3[nH]c4ccccc4c3c3c(c2c2c1ccn2C)C(=O)NC3=O,5.95
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(C(N)=O)CC3)c2c1)C(=O)NC4=O,5.71
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN[C@H]3CC[C@H](O)CC3)c2c1)C(=O)NC4=O,6.05
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1[nH]c3cc(O)ccc3c21,6.77
Cn1ccc2ccc3c4[nH]c5c(CCCNCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,6.11
Cn1ccc2ccc3c4[nH]c5cccc(Br)c5c4c4c(c3c21)C(=O)NC4=O,5.33
Cn1ccc2ccc3c4[nH]c5cc(Br)ccc5c4c4c(c3c21)C(=O)NC4=O,5.97
Cn1ccc2ccc3c4[nH]c5c(CCCO)cccc5c4c4c(c3c21)C(=O)NC4=O,5.52
NC(=O)Nc1cccc2c1C(=O)c1c(-c3ccsc3)n[nH]c1-2,6.44
NC(=O)Nc1cccc2c1C(=O)c1c(-c3cccs3)n[nH]c1-2,7.39
CCn1ccc2ccc3c4[nH]c5ccccc5c4c4c(c3c21)C(=O)NC4=O,5.34
COc1cc2ccn(C)c2c2c3c(c4c5ccccc5[nH]c4c12)C(=O)NC3=O,5.72
Cn1ccc2ccc3c4[nH]c5c(CCN6CCSCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,5.47
CCc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,5.46
Cn1ccc2ccc3c4[nH]c5cc(O)ccc5c4c4c(c3c21)C(=O)NC4=O,6.17
COc1cccc2c1[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,6.0
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCO)c2c1)C(=O)NC4=O,5.79
Cn1ccc2cc(F)c3c(c4c(c5c6ccccc6n(CCCO)c53)C(=O)NC4=O)c21,5.62
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1[nH]c3ccccc3c21,5.84
COc1ccc2c(c1)[nH]c1c2c2c(c3c1c(C)cc1ccn(C)c13)C(=O)NC2=O,5.84
Cc1ccsc1-c1[nH]nc2c1C(=O)c1c(NC(N)=O)cccc1-2,6.85
Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5[nH]c4c12)C(=O)NC3=O,5.7
NCC1CCN(CC(=O)Nc2cccc3c2C(=O)c2c(-c4ccc(N5CCOCC5)cc4)n[nH]c2-3)CC1,6.96
Cc1cc2ccn(C)c2c2c3c(c4c5ccc(F)cc5[nH]c4c12)C(=O)NC3=O,6.24
Cn1ccc2ccc3c4[nH]c5ccc(C(F)(F)F)cc5c4c4c(c3c21)C(=O)NC4=O,5.15
Cn1ccc2ccc3c4[nH]c5c(CCN6CCNCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,5.98
Cn1ccc2ccc3c4[nH]c5c(CCN6CCC[C@H]6CO)cccc5c4c4c(c3c21)C(=O)NC4=O,6.38
Cn1ccc2ccc3c4[nH]c5c(CCN6CCOCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,5.79
CN1CCN(CCCc2cccc3c2[nH]c2c4ccc5ccn(C)c5c4c4c(c32)C(=O)NC4=O)CC1,5.86
Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,5.55
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCC(O)CC3)c2c1)C(=O)NC4=O,5.9
Cn1ccc2ccc3c4[nH]c5c(CCN6CCCCC6)cccc5c4c4c(c3c21)C(=O)NC4=O,5.67
Cc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,5.42
NC(=O)C1CCN(CC(=O)Nc2cccc3c2C(=O)c2c(C4CC4)n[nH]c2-3)CC1,6.92
Cc1ccc2[nH]c3c4ccc5ccn(C)c5c4c4c(c3c2c1)C(=O)NC4=O,5.54
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN3CCC[C@H]3CO)c2c1)C(=O)NC4=O,5.57
CCOc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O,5.63
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCOCC3)c2c1)C(=O)NC4=O,5.77
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCO)c2c1)C(=O)NC4=O,5.39
Cn1ccc2ccc3c4[nH]c5c(CCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,5.91
O=C1NC(=O)c2c1c1c(ccc3cc[nH]c31)c1c2c2ccccc2n1CCCO,6.12
Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5n(C)c4c12)C(=O)NC3=O,5.33
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN3CCCCC3)c2c1)C(=O)NC4=O,5.43
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCNCCO)c2c1)C(=O)NC4=O,5.83
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCN(C)CC3)c2c1)C(=O)NC4=O,6.35
Cn1ccc2ccc3c4[nH]c5c(CCN6CCC(C(N)=O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,6.0
NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,6.89
Cn1ccc2ccc3c4[nH]c5c(CCCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,5.98
Cn1ccc(-c2[nH]nc3c2C(=O)c2c(NC(N)=O)cccc2-3)c1,7.19
Cn1ccc2cc(F)c3c4[nH]c5ccccc5c4c4c(c3c21)C(=O)NC4=O,5.46
COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCNCCO)c2c1)C(=O)NC4=O,5.81
O=C1CCc2cc(-c3ccc(C(F)(F)F)cc3)ccc2N1,7.44
O=C1CCc2cc(-c3ccc(C(F)(F)F)cc3)ccc2N1,6.79
O=C1CCc2cc(-c3ccc(C(F)(F)F)cc3)ccc2N1,5.68
O=C1CCc2cc(-c3ccc(C(F)(F)F)cc3)ccc2N1,9.08
O=C1CCc2cc(-c3ccc(C(F)(F)F)cc3)ccc2N1,8.48
O=C1CCc2cc(-c3ccc(C(F)(F)F)cc3)ccc2N1,8.16
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,9.52
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,9.64
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,9.51
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,9.74
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,8.06
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,9.7
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,9.23
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,9.46
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1F,9.34
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1F,6.04
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1F,9.14
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1F,9.0
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1F,7.66
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1F,5.92
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1F,6.17
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1F,7.06
O=C1NCCc2[nH]c(-c3ccncc3)cc21,6.01
O=c1[nH]cc(F)c(=O)[nH]1,5.2
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,8.01
COC1=CC(c2ccc[nH]2)=N/C1=C\NCCC(C)C,4.86
COC1=CC(c2ccc[nH]2)=N/C1=C/c1ccc(CCCCCCC/C=C/C(C)=O)[nH]1,5.44
CO[C@@H]1CC(c2ccc[nH]2)=N[C@]12O[C@@H](C)C[C@@H]1CCCCCCCc3ccc([nH]3)[C@H]12,6.85
COC1=CC(c2ccc[nH]2)=N/C1=C\NC1CCCc2ccccc21,5.75
COc1cc2cc(-c3cccc(C)c3)nc(N)c2cc1OC.Cl,5.63
COc1cc2cc(-c3c(C)cccc3C)nc(N)c2cc1OC.Cl,6.1
COc1ccc(C)c(-c2cc3ccc(C)cc3c(N)n2)c1.Cl,7.38
Cc1cccc(-c2cc3ccc(C)cc3c(N)n2)c1,6.55
Cc1ccc2cc(-c3ccc4c(c3)OCO4)nc(N)c2c1.Cl,6.75
Cc1ccc2cc(-c3c(C)cccc3C)nc(N)c2c1.Cl,7.13
Cc1ccc2cc(-c3ccccc3F)nc(N)c2c1.Cl,5.91
COc1ccccc1-c1cc2ccc(C)cc2c(N)n1.Cl,6.33
Cc1ccc2c(N)nc(-c3ccccc3F)cc2c1.Cl,6.16
COc1cc(OC)cc(-c2cc3cc(C)ccc3c(N)n2)c1.Cl,6.62
COc1ccc(-c2cc3cc(C)ccc3c(N)n2)cc1.Cl,5.87
COc1cccc(-c2cc3cc(C)ccc3c(N)n2)c1.Cl,6.72
COc1ccccc1-c1cc2cc(C)ccc2c(N)n1.Cl,6.17
COc1cccc(-c2cc3cc(N(C)C)ccc3c(N)n2)c1.Cl,7.19
COc1cc(OC)cc(-c2cc3ccc(N(C)C)cc3c(N)n2)c1.Cl,7.54
COc1ccc(-c2cc3ccc(N(C)C)cc3c(N)n2)cc1OC.Cl,6.75
Cc1cccc(-c2cc3ccc(N(C)C)cc3c(N)n2)c1.Cl,7.64
COc1cccc(-c2cc3ccc(N(C)C)cc3c(N)n2)c1.Cl,7.77
Cc1ccc2c(N)nc(-c3ccccc3C)cc2c1.Cl,6.72
COc1cc(C(=O)c2ccc(-c3csc(N)n3)cc2-n2cncn2)cc(OC)c1OC,7.37
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1N,6.57
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC1=O,4.71
CC(C)C[C@@H]1NC(=O)[C@@H]([C@@H](OCc2ccccc2)c2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,5.05
CC(C)C[C@@H]1NC(=O)[C@H]([C@@H](OCc2ccccc2)c2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,5.24
CC(C)C[C@@H]1NC(=O)[C@@H]([C@H](OCc2ccccc2)c2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,5.5
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](CCCCNC(=O)OCc2ccc(Cl)cc2)NC(=O)[C@H](C(C)C)NC1=O,5.54
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCCCNC(=O)OCc2ccc(Cl)cc2)NC(=O)[C@H](C(C)C)N(C)C1=O,5.12
CC(C)C[C@H]1C(=O)N[C@@H](CCCCNC(=O)OCc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)N1C,5.41
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,5.72
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,5.4
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,4.92
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,5.64
COc1cc(OCC2CO2)cc2oc3ccccc3c(=O)c12,5.18
COc1cccc2c(=O)c3c(OC)cc(OCC4CO4)cc3oc12,5.82
COc1cc(OCC(O)CCl)cc2oc3ccccc3c(=O)c12,4.67
COc1cccc2c(=O)c3c(OC)cc(OCC(O)CCl)cc3oc12,4.79
COc1cccc2c(=O)c3c(OCC4CO4)cc(OCC4CO4)cc3oc12,5.7
COc1cccc2c(=O)c3c(OCC(O)CCl)cc(OCC4CO4)cc3oc12,5.0
CC1(COc2cc(O)c3c(=O)c4ccccc4oc3c2)CO1,4.92
COc1cccc2c(=O)c3c(O)cc(OCC4(C)CO4)cc3oc12,4.16
CC(O)(CCl)COc1cc(O)c2c(=O)c3ccccc3oc2c1,4.33
COc1cccc2c(=O)c3c(O)cc(OCC(C)(O)CCl)cc3oc12,4.8
CC1(COc2cc(OCC3(C)CO3)c3c(=O)c4ccccc4oc3c2)CO1,5.58
COc1cccc2c(=O)c3c(OCC4(C)CO4)cc(OCC4(C)CO4)cc3oc12,6.1
COc1ccc(/C=C(/c2ccc(C)cc2)c2cc(OC)c(OC)c(OC)c2)cc1O,5.52
COc1ccc(/C=C(\c2cc(OC)c(OC)c(OC)c2)c2ccc3ccccc3c2)cc1O,5.1
COc1ccc(/C=C(/c2ccc(OC)c(F)c2)c2cc(OC)c(OC)c(OC)c2)cc1O,5.1
COc1ccc(/C=C(/c2ccc(OC)c(O)c2)c2cc(OC)c(OC)c(OC)c2)cc1O,5.3
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,8.7
C=C(c1ccc(OC)c(O)c1)c1cc(OC)c(OC)c(OC)c1,8.7
CS(=O)(=O)[O-].c1ccc2c([C+](c3c[nH]c4ccccc34)c3c[nH]c4ccccc34)c[nH]c2c1,5.64
CS(=O)(=O)[O-].Cn1cc([C+](c2cn(C)c3ccccc23)c2cn(C)c3ccccc23)c2ccccc21,5.5
CCn1cc([C+](c2cn(CC)c3ccccc23)c2cn(CC)c3ccccc23)c2ccccc21.CS(=O)(=O)[O-],5.89
CCCn1cc([C+](c2cn(CCC)c3ccccc23)c2cn(CCC)c3ccccc23)c2ccccc21.CS(=O)(=O)[O-],6.0
CCCCn1cc([C+](c2cn(CCCC)c3ccccc23)c2cn(CCCC)c3ccccc23)c2ccccc21.CS(=O)(=O)[O-],6.52
CCCCCn1cc([C+](c2cn(CCCCC)c3ccccc23)c2cn(CCCCC)c3ccccc23)c2ccccc21,6.82
CCCCCCn1cc([C+](c2cn(CCCCCC)c3ccccc23)c2cn(CCCCCC)c3ccccc23)c2ccccc21.CS(=O)(=O)[O-],6.52
CS(=O)(=O)[O-].c1ccc(Cn2cc([C+](c3cn(Cc4ccccc4)c4ccccc34)c3cn(Cc4ccccc4)c4ccccc34)c3ccccc32)cc1,4.82
CCCCCCCCCCn1cc([C+](c2cn(CCCCCCCCCC)c3ccccc23)c2cn(CCCCCCCCCC)c3ccccc23)c2ccccc21.CS(=O)(=O)[O-],4.79
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,4.88
C=C(C)[C@@H]1CC[C@]2([C@H](O)C#CC(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.46
C=C(C)[C@@H]1CC[C@]2([C@H](O)C#CCO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,4.95
C=C(C)[C@@H]1CC[C@]2([C@H](O)C3=C(C(=O)OC)C(C(=O)OCC)N=N3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.01
C=C(C)[C@@H]1CC[C@]2([C@H](O)c3c(C(=O)OCC)n[nH]c3C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,4.85
C=C(C)[C@@H]1CC[C@]2([C@H](O)c3cnn(C)c3C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,4.69
C=C(C)[C@@H]1CC[C@]2([C@H](O)c3nn[nH]c3C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,4.81
