canonical_smiles,pIC50
C=C(C)[C@@H]1CC[C@]2([C@@H]3OC(=O)C=C3N(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.5
C=C(C)[C@@H]1CC[C@]2([C@@H]3OC(=O)C=C3NC3CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.5
C=C(C)[C@@H]1CC[C@]2([C@@H]3OC(=O)C=C3N3CCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.68
C=C(C)[C@@H]1CC[C@]2([C@H](O)/C=C\CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,4.98
COc1cccc(OC)c1-c1cc(Cl)nc(N)n1,5.1
COc1cccc(Cl)c1-c1cc(Cl)nc(N)n1,5.19
Nc1nc(Cl)cc(-c2ccccc2Cl)n1,4.75
Nc1nc(Cl)cc(-c2ccc(Cl)cc2Cl)n1,5.39
COc1ccc(Cl)c(-c2cc(Cl)nc(N)n2)c1,5.1
COc1cc(-c2cc(Cl)nc(N)n2)c(Cl)cc1Cl,7.1
Nc1nc(Cl)cc(-c2cc(OCCN3CCOCC3)c(Cl)cc2Cl)n1,5.72
CC(C)(C)c1cc(C(=O)N2CCOCC2)ccc1O,4.66
CC(C)(C)c1cc(C(=O)N2CCN(c3ccccn3)CC2)ccc1O,5.08
CC(C)(C)c1cc(C(=O)N2CCc3ccccc3C2)ccc1O,5.1
CC(C)c1cc(C(=O)N2CCOCC2)ccc1O,4.15
CC(C)c1cc(C(=O)N2Cc3ccccc3C2)ccc1O,4.77
CC(C)c1cc(C(=O)N2CCc3ccccc3C2)ccc1O,4.82
CC(C)c1cc(C(=O)N2CCOCC2)c(O)cc1O,6.85
CC(C)c1cc(C(=O)N2Cc3ccccc3C2)c(O)cc1O,7.51
CO[C@@H]1CC=C2NN(c3ccc(C)cc3)C(=O)CC[C@]2(c2ccccc2)O1,5.6
CO[C@@H]1CC=C2NN(c3ccc([N+](=O)[O-])cc3)C(=O)CC[C@]2(c2ccccc2)O1,5.06
COc1cc(OC)cc(N2NC3=CC[C@@H](OC)O[C@@]3(c3ccccc3)CCC2=O)c1,5.68
CO[C@@H]1CC=C2NN(c3ccccn3)C(=O)CC[C@]2(c2ccccc2)O1,5.85
CO[C@@H]1CC=C2NN(c3c[nH]c4ccccc34)C(=O)CC[C@]2(c2ccccc2)O1,5.96
COc1ccc(N2NC3=CC[C@@H](OC)O[C@@]3(c3ccccc3)CCC2=O)cc1,5.51
CO[C@@H]1CC=C2NN(c3cc(Cl)cc(Cl)c3)C(=O)CC[C@]2(c2ccccc2)O1,5.19
CO[C@@H]1CC=C2N(c3ccc(C)cc3)C(=O)C[C@]2(c2ccccc2)O1,5.37
CO[C@@H]1CC=C2N(c3ccc([N+](=O)[O-])cc3)C(=O)C[C@]2(c2ccccc2)O1,5.1
COc1cc(OC)cc(N2C(=O)C[C@]3(c4ccccc4)O[C@H](OC)CC=C23)c1,5.21
CO[C@@H]1CC=C2N(c3ccccn3)C(=O)C[C@]2(c2ccccc2)O1,5.14
CO[C@@H]1CC=C2N(c3ccc4[nH]ccc4c3)C(=O)C[C@]2(c2ccccc2)O1,5.28
CO[C@@H]1CC=C2N(c3c[nH]c4ccccc34)C(=O)C[C@]2(c2ccccc2)O1,5.15
CO[C@@H]1CC=C2N(c3cc(Cl)cc(Cl)c3)C(=O)C[C@]2(c2ccccc2)O1,4.95
Nc1ccc2c(c1)C(c1ccccc1Cl)=Nc1c[nH]nc1N2,5.99
CC(=O)Nc1ccc2c(c1)C(c1ccccc1Cl)=Nc1c[nH]nc1N2,6.34
C[C@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCOCC4)cc3)c2s1)c1ccccc1,5.66
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NC5CCc6ccccc65)sc34)cc2)CC1,5.85
CC(C)NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1,6.09
CCNC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1,6.15
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NCc5ccccc5)sc34)cc2)CC1,6.51
O=C(Nc1n[nH]c2cc(C(=O)NCc3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,6.64
C[C@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,6.7
O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCOCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,6.82
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NC(c5ccccc5)c5ccccc5)sc34)cc2)CC1,7.05
C[C@@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCOCC4)cc3)c2s1)c1ccccc1,7.1
CC[C@@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,7.1
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)N[C@H](CN5CCCC5)c5ccccc5)sc34)cc2)CC1,7.4
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)N[C@H](CN5CCOCC5)c5ccccc5)sc34)cc2)CC1,7.43
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NC(C)(C)c5ccccc5)sc34)cc2)CC1,7.46
CC(NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,7.5
O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,7.66
C[C@@H](NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,7.7
CCC(NC(=O)c1cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2s1)c1ccccc1,7.89
COc1cccc(-c2ccc3c(N)c(C(=O)NCc4ccc(Cl)cc4)sc3n2)c1,4.45
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,7.16
O=c1[nH]cc(F)c(=O)[nH]1,4.92
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,5.75
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,8.22
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,8.17
CCOC(=O)[C@]1(c2cc3c(cc2OC)N(C)C2[C@]34CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@H]34)C[C@H]2CN(CCc3c1[nH]c1ccccc31)C[C@](O)(CC)C2,7.16
CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)C3[C@]45CCN4CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]3(O)C(=O)OC)[C@H]45)C2)C1,7.12
CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)C3[C@]45CCN4CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]3(O)C(=O)OC)[C@H]45)C2)C1,6.22
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,6.22
CCOC(=O)[C@]1(c2cc3c(cc2OC)N(C)C2[C@]34CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@H]34)C[C@@H]2C=C(CC)CN(CCc3c1[nH]c1ccccc31)C2,6.19
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C#N)(c3cc4c(cc3OC)N(C)C3[C@]45CCN4CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]3(O)C(=O)OC)[C@H]45)C2)C1,6.17
CCOC(=O)[C@]1(c2cc3c(cc2OC)N(C)C2[C@]34CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@H]34)C[C@H]2CN(CCc3c1[nH]c1ccccc31)C[C@](O)(CC)C2,6.08
CCOC(=O)[C@]1(c2cc3c(cc2OC)N(C)C2[C@]34CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@H]34)C[C@@H]2C=C(CC)CN(CCc3c1[nH]c1ccccc31)C2,5.39
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](CCO)(c3cc4c(cc3OC)N(C)C3[C@]45CCN4CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]3(O)C(=O)OC)[C@H]45)C2)C1,5.24
CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C#N)(c3cc4c(cc3OC)N(C)C3[C@]45CCN4CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]3(O)C(=O)OC)[C@H]45)C2)C1,5.21
CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C#N)(c3cc4c(cc3OC)N(C)C3[C@]45CCN4CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]3(O)C(=O)OC)[C@H]45)C2)C1,5.17
CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C=O)(c3cc4c(cc3OC)N(C)C3[C@]45CCN4CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]3(O)C(=O)OC)[C@H]45)C2)C1,5.16
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C#N)(c3cc4c(cc3OC)N(C)C3[C@]45CCN4CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]3(O)C(=O)OC)[C@H]45)C2)C1,5.13
O=C(CCl)Nc1ccc(-c2nc(O)cc(C(F)(F)F)n2)nc1,6.1
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,7.39
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4.66
CCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4.67
CC(C)OC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4.58
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCc6ccccc6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.69
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H](C)N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.56
CCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H](C)N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.55
CC(C)OC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H](C)N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.3
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](C)N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.65
CCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](C)N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.37
CC(C)OC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H](C)N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.32
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.1
CCC(c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1)N(CCCN(C)C)C(=O)c1ccc(Br)cc1,6.03
CC1=C(C(=O)Nc2ccc(F)c(Cl)c2)C(c2ccccc2)c2c[nH]nc2N1,5.63
CN(C)c1ccc(-c2nc3cc(Cl)cnc3[nH]2)cc1,5.33
CC1=C(C(=O)Nc2ccc(F)cc2)C(c2ccco2)n2c(nc3ccccc32)N1,5.3
CC1=C(C(=O)Nc2ccc(C(F)(F)F)cc2)C(c2ccccc2)c2c[nH]nc2N1,5.3
COc1ccc(NC(=O)C2=C(C)Nc3nc4ccccc4n3C2c2ccco2)cc1,5.06
CC1=C(C(=O)Nc2ccc(F)c(Cl)c2)C(c2ccco2)n2c(nc3ccccc32)N1,4.96
CC1=C(C(=O)Nc2ccc([N+](=O)[O-])cc2)C(c2ccco2)n2c(nc3ccccc32)N1,4.94
CC1=C(C(=O)Nc2ccc(C(F)(F)F)cc2)C(c2cccs2)c2c[nH]nc2N1,4.94
CC1=C(C(=O)Nc2ccc(Cl)cc2)C(c2ccccc2)C2=C(CC(C)(C)CC2=O)N1,4.9
CC1=C(C(=O)Nc2ccc(F)c(Cl)c2)C(c2ccco2)c2c[nH]nc2N1,4.7
CC1=C(C(=O)Nc2ccc([N+](=O)[O-])cc2)C(c2cccs2)c2c[nH]nc2N1,4.68
CC1=C(C(=O)Nc2ccc(F)c(Cl)c2)C(c2cccs2)c2c[nH]nc2N1,4.6
CC1=C(C(=O)Nc2ccc([N+](=O)[O-])cc2)C(c2ccccc2)c2c[nH]nc2N1,4.47
CC1=C(C(=O)Nc2ccc(F)cc2)C(c2ccco2)c2c[nH]nc2N1,4.4
CC1=C(C(=O)Nc2ccc(F)cc2)C(c2ccccc2)c2c[nH]nc2N1,4.37
COc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1OC,5.92
O=c1cc(-c2ccccc2F)[nH]c2ccc3c(c12)OCO3,5.68
O=c1cc(-c2cccc(F)c2)[nH]c2ccc3c(c12)OCO3,5.6
COc1ccc2[nH]c(-c3ccccc3F)cc(=O)c2c1O,7.3
COc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1O,7.16
COc1ccc2[nH]c(-c3ccc(F)cc3)cc(=O)c2c1O,5.62
O=c1cc(-c2ccccc2F)[nH]c2ccc(O)c(O)c12,6.22
O=c1cc(-c2cccc(F)c2)[nH]c2ccc(O)c(O)c12,5.09
COc1cc2c(=O)cc(-c3ccccc3F)[nH]c2cc1O,5.24
COc1cc2c(=O)cc(-c3cccc(F)c3)[nH]c2cc1O,5.96
O=c1cc(-c2ccccc2F)[nH]c2cc3c(cc12)OCO3,6.82
CN1c2ccccc2C(=O)N2CCc3c(n(C(=O)c4ccc(F)cc4)c4ccccc34)C21,5.29
CN1c2ccccc2C(=O)N2CCc3c(n(C(=O)c4ccccc4Cl)c4ccccc34)C21,5.33
CN1c2ccccc2C(=O)N2CCc3c(n(C(=O)c4cccc(Cl)c4)c4ccccc34)C21,5.48
Cc1ccccc1C(=O)n1c2c(c3ccccc31)CCN1C(=O)c3ccccc3N(C)C21,5.41
Cc1ccc(C(=O)n2c3c(c4ccccc42)CCN2C(=O)c4ccccc4N(C)C32)cc1,5.37
CN1c2ccccc2C(=O)N2CCc3c(n(C(=O)c4ccc([N+](=O)[O-])cc4)c4ccccc34)C21,5.39
CN1c2ccccc2C(=O)N2CCc3c(n(C(=O)c4ccc(Cl)cc4)c4ccccc34)C21,5.58
CN1c2ccccc2C(=O)N2CCc3c(n(C(=O)c4ccc(Cl)cc4Cl)c4ccccc34)C21,5.42
CN1c2ccccc2C(=O)N2CCc3c(n(C(=O)c4ccccc4F)c4ccccc34)C21,4.05
COc1ccc(C(=O)n2c3c(c4ccccc42)CCN2C(=O)c4ccccc4N(C)C32)cc1,4.35
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4c(C)cccc4nc3OC)CC2)c1,7.3
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4c(OC)cccc4nc3OC)CC2)c1,7.22
COc1ccccc1N1CCN(C(=O)Nc2nc3cc(F)ccc3nc2OC)CC1,6.8
COc1cccc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1,7.19
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1,7.7
COc1nc2ccc(F)cc2nc1NC(=O)N1CCN(c2cccc(C)c2)CC1,7.37
COc1nc2ccc(F)cc2nc1NC(=O)N1CCN(c2cc(C)cc(C)c2)CC1,7.6
COc1nc2ccc(F)cc2nc1NC(=O)N1CCN(c2cccc(Cl)c2)CC1,7.01
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(Cl)ccc4nc3OC)CC2)c1,7.17
COc1nc2ccc(Cl)cc2nc1NC(=O)N1CCN(c2cc(C)cc(C)c2)CC1,7.12
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(C)ccc4nc3OC)CC2)c1,7.33
COc1nc2ccc(C)cc2nc1NC(=O)N1CCN(c2cc(C)cc(C)c2)CC1,7.0
COc1ccc2nc(OC)c(NC(=O)N3CCN(c4cc(C)cc(C)c4)CC3)nc2c1,6.96
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,8.7
Cc1ccc2c(N)nc(-c3ccccc3C)cc2c1.Cl,6.72
COc1ccc(-c2cc3cc(C)ccc3c(N)n2)cc1OC,6.07
Cc1ccc2c(N)nc(-c3ccc4c(c3)OCO4)cc2c1,6.8
COc1ccc(-c2cc3cc(C)ccc3c(N)n2)c(C)c1,6.77
Cc1ccc2c(N)nc(-c3c(C)cccc3C)cc2c1,6.77
COc1cccc(-c2cc3cc(C)ccc3c(N)n2)c1,6.23
Cc1cccc(-c2cc3cc(C)ccc3c(N)n2)c1,6.75
COc1cccc(-c2cc3ccc(C)cc3c(N)n2)c1,6.68
Cc1ccc2cc(-c3ccccc3C)nc(N)c2c1,6.92
COc1cc2cc(-c3ccccc3)nc(N)c2cc1OC,6.28
COc1cccc(-c2cc3cc(OC)c(OC)cc3c(N)n2)c1,6.8
COc1cc(OC)cc(-c2cc3cc(OC)c(OC)cc3c(N)n2)c1,6.11
COc1cc2cc(-c3ccccc3C)nc(N)c2cc1OC,6.11
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3CC[C@]12C,5.5
CC(=O)N[C@H]1[C@H](OC[C@]23CCC(=O)C=C2CC[C@@H]2[C@@H]3CC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)O[C@H](CO)[C@@H](O)[C@@H]1O,5.65
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(CO)[C@H]3CC[C@]12C,4.68
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,5.02
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,6.2
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O[C@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,5.19
CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4.12
CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4.11
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.32
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,5.4
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c2cnccc2n3C(=O)OC(C)(C)C)cc1,6.05
COc1ccc(OC)c(S(=O)(=O)Nc2ccc3[nH]c4ccncc4c3c2)c1,5.46
CCN(c1ccc2c(c1)c1cnccc1n2CC)S(=O)(=O)c1ccc(Br)cc1,5.45
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,5.36
CCn1c2ccncc2c2cc(NS(=O)(=O)c3ccc(OC)cc3OC)ccc21,5.22
CCn1c2ccncc2c2cc(NS(=O)(=O)c3cccc([N+](=O)[O-])c3)ccc21,5.2
COc1ccc(S(=O)(=O)Nc2ccc3[nH]c4ccncc4c3c2)cc1,5.02
CCn1c2ccncc2c2cc(NS(=O)(=O)c3ccc(OC)cc3)ccc21,5.01
CCn1c2ccncc2c2cc(NS(=O)(=O)c3ccc(Br)cc3)ccc21,4.95
O=S(=O)(Nc1ccc2[nH]c3ccncc3c2c1)c1ccc(Br)cc1,4.92
CCn1c2ccncc2c2cc(NS(=O)(=O)c3ccc(OC)c(OC)c3)ccc21,4.89
COc1ccc2ccccc2c1S(=O)(=O)Nc1ccc2[nH]c3ccncc3c2c1,4.77
CCn1c2ccncc2c2cc(NS(=O)(=O)c3c(OC)cc(OC)cc3OC)ccc21,4.67
CCn1c2ccncc2c2cc(NS(=O)(=O)c3ccc(Oc4ccccc4)cc3)ccc21,4.66
O=S(=O)(Nc1ccc2[nH]c3ccncc3c2c1)c1ccc(OC(F)(F)F)cc1,4.56
O=S(=O)(Nc1ccccc1)c1ccc2[nH]c3ccncc3c2c1,4.45
CCn1c2ccncc2c2cc(NS(=O)(=O)c3cc(OC)ccc3OC)ccc21,4.42
Cc1ccc(S(=O)(=O)Nc2ccc3[nH]c4ccncc4c3c2)cc1,4.24
O=S(=O)(Nc1ccc2[nH]c3ccncc3c2c1)c1ccc(F)cc1,4.24
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,7.37
O=C(CCCCCCC(=O)Nc1ccccc1)NO,5.92
O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,7.75
COc1ccc(COC(CCCCCC(=O)NO)C(=O)Nc2ccccc2)cc1,6.66
O=C(CCCCCC1OCCCCCOc2ccccc2NC1=O)NO,6.16
O=C(CCCCCC1OCCCCCCOc2ccccc2NC1=O)NO,6.24
O=C(CCCCCC1OCCCCCCCOc2ccccc2NC1=O)NO,6.46
COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OC/C=C\2,6.35
COc1cc2cc(c1)COc1ccccc1NC(=O)[C@H](CCCCCC(=O)NO)OC/C=C\2,6.16
COc1cc2cc(c1)COc1ccccc1NC(=O)[C@@H](CCCCCC(=O)NO)OC/C=C\2,6.19
COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OCCC2,6.16
COc1cc2cc(c1)COc1ccccc1NC(=O)[C@H](CCCCCC(=O)NO)OCCC2,6.28
COc1cc2cc(c1)COc1ccccc1NC(=O)[C@@H](CCCCCC(=O)NO)OCCC2,6.07
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.1
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4.66
CC1(C)[C@@H](OC(=O)CCl)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.84
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCl)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.29
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CNCCCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.37
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CNCCCCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.62
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CNCCCCCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.66
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CNCCCCCCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.93
