SMILES,top1_pActivity
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(/C=C/C(=O)OC)cccc3nc2-1,5.17
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(/C=C/C(N)=O)cccc3nc2-1,5.5
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(/N=C(\C)N(C)C)cccc3nc2-1.Cl,5.46
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(/N=C/N(C)C)cccc3nc2-1.Cl,4.72
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(/N=C/N(C)c4ccccc4)cccc3nc2-1.Cl,5.66
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(/N=C/N4CCOCC4)cccc3nc2-1.Cl,4.16
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C)cccc3nc2-1,7.42
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CC(NC(C)=O)C(=O)OC)cccc3nc2-1,4.95
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CCC(=O)OC)cccc3nc2-1,4.38
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,6.2375
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl,5.97
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(Cl)cccc3nc2-1,7.07
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)c4c(cc3nc2-1)OCO4,7.32
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,6.03
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N/C=N/C)cccc3nc2-1.Cl,5.18
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(NC=N)cccc3nc2-1.Cl,4.69
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(O)cccc3nc2-1,6.06
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])c4c(cc3nc2-1)OCO4,6.82
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(/N=C/N(C)C)ccc3nc2-1.Cl,4.38
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(C#N)ccc3nc2-1,5.72
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(C)ccc3nc2-1,6.52
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(Cl)ccc3nc2-1,6.85
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(N)c(O)cc3nc2-1,6.77
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(N)ccc3nc2-1,6.85
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,6.96
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc([N+](=O)[O-])ccc3nc2-1,6.19
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,7.375
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4ncoc4cc3nc2-1,6.82
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc[n+]([O-])cc3nc2-1,5.93
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,5.623192454779409
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccncc3nc2-1,6.42
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)C/C(=C2\C(=O)Nc3cc(F)c(F)cc32)C1=O,5.89
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)C/C(=C2\C(=O)Nc3ccc(C)cc32)C1=O,5.75
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)C/C(=C2\C(=O)Nc3ccc(F)cc32)C1=O,5.96
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)C/C(=C2\C(=O)Nc3ccc(I)cc32)C1=O,4.92
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)C/C(=C2\C(=O)Nc3ccccc32)C1=O,5.4
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(C)cc1c2C(=O)O,5.72
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(F)cc1c2C(=O)O,5.51
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2C(=O)O,5.68
CCc1c2c(nc3c[n+](C)ccc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.[I-],5.83
CCc1c2c(nc3cc4c(cc13)OCO4)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.57
CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.23
CCc1c2c(nc3cccc(/N=C/N(C)C)c13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl,5.44
CCc1c2c(nc3cnc(Br)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.91
CCc1c2c(nc3cnc(C#CCN(C)C)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,5.88
CCc1c2c(nc3cnc(C#CCN)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,5.97
CCc1c2c(nc3cnc(C#N)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.57
CCc1c2c(nc3cnc(C(=N)N)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,7.48
CCc1c2c(nc3cnc(C(=N)NO)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,7.15
CCc1c2c(nc3cnc(C(=O)NCCN(C)C)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,5.03
CCc1c2c(nc3cnc(CCCN(C)C)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,5.83
CCc1c2c(nc3cnc(CN)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.78
CCc1c2c(nc3cnccc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.47
CN(C)CC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,6.77
CN(C)CCCO/N=C1\c2cc(OCCCN(C)C)ccc2-c2cnc3ccccc3c21,5.58
CN(C)CCNc1nc2cc(O)ccc2c2c1C(=O)c1ccccc1-2,5.7
CN(C)CCn1c(=O)c2c3cc4c(cc3n(CCN(C)C)c2c2ccc(Cl)cc21)OCO4,5.14
CN(C)c1ccc(-c2c3nc(c(-c4ccc(N(C)C)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,6.223333333333334
CN(C)c1ccc(-c2c3nc(c(-c4ccc(N(C)C)cc4)c4ccc([nH]4)c(-c4ccc(N(C)C)cc4)c4nc(c(-c5ccc(C(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,5.8100000000000005
CN(C=C(C#N)C#N)CC(O)C(O)C(O)C(O)CO,4.32
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2Oc2cc(N)ccc2-4)CC1,4.81
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2Oc2cc([N+](=O)[O-])ccc2-4)CC1,4.5
CN1CCN(c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc(O)cc6)nc5c4)nc3c2)CC1,4.64
CN1CCN(c2ccc3nc(-c4ccc5nc(-c6ccc(O)cc6)[nH]c5c4)[nH]c3c2)CC1.Cl.Cl.Cl,4.52
CNC(=O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2c(OC)c(N3CC[C@@H](CN)C3)c(F)cc2c1=O,4.09
CNCCCCNc1cc2c(cc1F)c(=O)c(C(=O)O)cn2Cc1ccc(-c2ccccc2)cc1,4.05
CNCCCNc1c(F)cc2c(=O)c(C(=O)O)cn(Cc3ccc(-c4ccccc4)cc3)c2c1OC,3.9956786262173574
CNCCCNc1cc2c(cc1F)c(=O)c(C(=O)O)cn2Cc1ccc(-c2ccccc2)cc1,4.2
CNC[C@@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(Cc4ccc(-c5ccccc5)cc4)c3c2OC)C1,3.810790510417694
CNC[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccc(-c3ccccc3)cc2)C1,3.7757259857057424
CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,6.46
CN[C@@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(Cc4ccc(-c5ccccc5)cc4)c3c2OC)C1,4.24
CN[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccc(-c3ccccc3)cc2)C1,4.46
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,4.52
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,3.795880017344075
COC(=O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2c(OC)c(N3CC[C@@H](CN)C3)c(F)cc2c1=O,4.15
COc1c(N2CC[C@@H](CN)C2)c(F)cc2c(=O)c(C(=O)NO)cn(Cc3ccc(-c4ccccc4)cc3)c12,4.45
COc1c(N2CC[C@@H](CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(Cc3cc(-c4ccccc4)no3)c12,3.7486051499598956
COc1c(N2CC[C@@H](CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(Cc3ccc(-c4ccc(F)cc4)cc3)c12,4.21
COc1c(N2CC[C@@H](CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(Cc3ccc(-c4ccccc4)cc3)c12,4.58
COc1c(N2CC[C@@H](CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(Cc3ccc4ccccc4c3)c12,4.36
COc1c(N2CC[C@@H](CN)C2)c(F)cc2c(=O)c(C(N)=O)cn(Cc3ccc(-c4ccccc4)cc3)c12,3.73471037413917
COc1c(N2CC[C@@H](N)C2)c(F)cc2c(=O)c(C(=O)O)cn(Cc3ccc(-c4ccc(F)cc4)cc3)c12,4.23
COc1c(N2CC[C@@H](N)C2)c(F)cc2c(=O)c(C(=O)O)cn(Cc3ccc(-c4ccccc4)cc3)c12,4.04
COc1cc(-c2csc3nc4ccc(N)cc4n23)cc(OC)c1OC,3.832682665251824
COc1cc(-c2csc3nc4ccc([N+](=O)[O-])cc4n23)cc(OC)c1OC,3.910094888560602
COc1cc(/C=C(\C#N)c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc(OC)c1OC,3.9430951486635273
COc1cc(/C=C(\C#N)c2nc3cc([N+](=O)[O-])ccc3[nH]2)ccc1O,3.774690718274137
COc1cc(/C=C2/C(=O)Oc3ccccc32)ccc1O,3.2006594505464183
COc1cc(/C=C2/NC(=S)NC2=O)cc(OC)c1OC,4.03
COc1cc(/C=c2\sc3nc4ccc(NC(C)=O)cc4n3c2=O)cc(OC)c1OC,4.68
COc1cc(/C=c2\sc3nc4ccc(NC(C)=O)cc4n3c2=O)ccc1O,4.51
COc1cc(/C=c2\sc3nc4ccc([N+](=O)[O-])cc4n3c2=O)cc(OC)c1OC,4.23
COc1cc(/C=c2\sc3nc4ccc([N+](=O)[O-])cc4n3c2=O)ccc1O,4.19
COc1cc(C(C)O)c(OC)c2c1C(=O)C=CC2=O,3.9561270876085755
COc1cc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)cc(OC)c1OC,4.29
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,4.13
COc1ccc(-c2ccc(/C=C3/NC(=S)NC3=O)s2)cn1,5.0
COc1ccc(-c2ccc3ncc(-c4nnco4)c(NCCCN4CCOCC4)c3c2)cc1,5.7
COc1ccc(-c2ccc3ncc(-c4nnco4)c(NCCCn4ccnc4)c3c2)cc1,6.748
COc1ccc(-c2ccc3ncc(-c4nnco4)c(NCCCn4ccnc4)c3c2)cc1C,5.574999999999999
COc1ccc(-c2csc(/C=C3/NC(=S)NC3=O)c2)cn1,4.52
COc1ccc(/C=C2/C(=O)Oc3ccccc32)cc1O,3.0969100130080562
COc1ccc(CCNC(=O)c2ccccc2Nc2ccccc2)cc1,3.970859820235678
COc1ccc(NC(=O)c2ccccc2Nc2cccc(C)c2C)cc1OC,4.07
COc1ccc(NC(=O)c2ccccc2Nc2cccc(Cl)c2)cc1,4.07
COc1ccc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)c(OC)c1,4.15
COc1ccc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)cc1,4.47
COc1ccc(NC(=O)c2cccnc2Nc2cccc(Cl)c2C)cc1,4.21
COc1ccc(NC(=O)c2ncccc2Nc2cccc(C(F)(F)F)c2)cc1,3.9680666597243945
COc1ccc([C@@H]2C[C@H](c3ccc(C)cc3)c3cccc(P(c4ccccc4)c4ccccc4)c3N2)cc1,4.07
COc1ccc2c(c1)/C(=N\OCCCN(C)C)c1c-2c(N2CCNCC2)nc2ccccc12,5.18
COc1ccc2c(c1)/C(=N\OCCCN(C)C)c1c-2cnc2ccccc12,4.4
COc1ccc2c(c1)/C(=N\OCCN(C)C)c1c-2c(N2CCNCC2)nc2ccccc12,5.07
COc1ccc2c(c1)/C(=N\OCCN(C)C)c1c-2c(O)nc2ccccc12,5.13
COc1ccc2c(c1)/C(=N\OCCN(C)C)c1c-2cnc2ccccc12,5.14
COc1ccc2c(c1)/C(=N\OCCN1CCCC1)c1c-2c(N2CCNCC2)nc2ccccc12,4.89
COc1ccc2c(c1)/C(=N\OCCN1CCCC1)c1c-2c(O)nc2ccccc12,5.42
COc1ccc2c(c1)/C(=N\OCCN1CCCC1)c1c-2cnc2ccccc12,5.09
COc1ccc2c(c1)/C(=N\OCCN1CCCCC1)c1c-2c(N2CCNCC2)nc2ccccc12,4.94
COc1ccc2c(c1)/C(=N\OCCN1CCCCC1)c1c-2cnc2ccccc12,4.78
COc1ccc2c(c1)/C(=N\OCCN1CCOCC1)c1c-2c(N2CCNCC2)nc2ccccc12,4.89
COc1cccc(-c2cc(-c3ccccc3)c3ncccc3n2)c1,4.09
COc1cccc(-c2ccc3ncc(-c4nnco4)c(NCCCn4ccnc4)c3c2)c1,5.6850000000000005
COc1cccc2c1C(=O)C=CC2=O,4.32
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,5.1
CS(=O)(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,6.24
CSc1nnc(-c2cc3c([nH]c4ccccc43)c(-c3cccc(O)c3)n2)o1,5.11
C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4OC[C@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O,3.6020599913279625
C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O,3.958607314841775
C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O,3.657577319177794
C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O,3.744727494896694
C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O,3.585026652029182
C[C@H](CCC=C(CO)CO)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C,3.9746941347352296
C[C@H]1O[C@@H](n2c3cc(O)ccc3c3c4c(c5c6ccc(O)cc6[nH]c5c32)C(=O)N(NC(CO)CO)C4=O)[C@H](O)[C@@H](O)[C@@H]1O,6.85
Cc1c(-c2ccc(C(F)(F)F)cc2)nc2cccnc2c1-c1ccccc1,4.15
Cc1c(Cl)cccc1Nc1ccc(F)cc1C(=O)NCc1ccc(O)c(F)c1,5.32
Cc1c(Cl)cccc1Nc1ccc(F)cc1C(=O)NCc1ccc(O)c(O)c1,5.36
Cc1c(Cl)cccc1Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2,4.32
Cc1ccc(-c2ccc3ncc(-c4nnco4)c(NCCCn4ccnc4)c3c2)cc1,5.699999999999999
Cc1ccc(-n2c(-c3cc4c([nH]c5ccccc54)c(-c4cccc(O)c4)n3)n[nH]c2=S)cc1,5.6
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,7.37
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,8.19
Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,4.32
Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]ccc43)S2)cc1,4.47
Cc1ccc(CNN2C(=O)c3c(c4c5ccc(O)cc5n(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c4c4[nH]c5cc(O)ccc5c34)C2=O)cc1,6.1
Cc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3cccc(O)c3)n2)cc1,4.55
Cc1ccc(S(=O)(=O)NN2C(=O)c3c(c4c5cccc(O)c5n(C5OC(CO)C(O)C(O)C5O)c4c4[nH]c5c(O)cccc5c34)C2=O)cc1,6.57
Cc1ccc([C@H]2C[C@@H](c3ccc(F)cc3)Nc3c2cccc3P(c2ccccc2)c2ccccc2)cc1,4.35
Cn1cc(/C=C2/NC(=S)NC2=O)c2ccccc21,4.31
Cn1cc(NC(=O)c2cc(NC(=O)CNC(=N)N)cn2C)cc1C(=O)NCCC(=N)N,4.21
Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,5.57
FC(F)(F)c1ccc(-c2cc(-c3ccc(C(F)(F)F)cc3)c3ncccc3n2)cc1,4.29
FC(F)(F)c1ccc(-c2cc(-c3ccccc3)c3ncccc3n2)cc1,4.14
FC(F)(F)c1ccc(-c2cc(-c3ccsc3)c3ncccc3n2)cc1,4.09
Fc1ccc(-c2cc(-c3ccc(-c4ccccc4)cc3)c3ncccc3n2)cc1,4.08
Fc1ccc(-c2cc(-c3ccc(C(F)(F)F)cc3)nc3c(P(=S)(c4ccccc4)c4ccccc4)cccc23)cc1,4.56
Fc1ccc(-c2cc(-c3ccccc3)c3ncccc3n2)cc1,4.14
Fc1ccc(-c2cc(-c3ccccc3)c3ncccc3n2)cc1F,4.14
Fc1ccc(-c2cc(-c3ccsc3)c3ncccc3n2)cc1,4.36
Fc1ccc([C@H]2C[C@@H](c3ccccc3)Nc3c2cccc3P(c2ccccc2)c2ccccc2)cc1,4.38
N#CC1=C(N)Oc2c(ccc3ccccc23)C1c1cc2ccccc2n2nnnc12,6.56
N#CC1=C(N)Oc2ccccc2C1c1cc2ccccc2n2nnnc12,6.56
N#CCC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,6.26
N#CCCNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,7.16
N#Cc1ccc(CNN2C(=O)c3c(c4c5ccc(O)cc5n(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c4c4[nH]c5cc(O)ccc5c34)C2=O)cc1,6.52
NC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,6.44
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,4.18
NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,5.0
NCC1OC(n2c3cc(F)c(F)cc3c3c4c(c5c6cc(F)c(F)cc6[nH]c5c32)C(=O)NC4=O)C(O)C(O)C1(F)F,7.3
NCC1OC(n2c3ccc(F)cc3c3c4c(c5c6cc(F)ccc6[nH]c5c32)C(=O)NC4=O)C(O)C(O)C1F,7.16
NCCNc1cc2c(cc1F)c(=O)c(C(=O)O)cn2Cc1ccc(-c2ccccc2)cc1,4.14
NCCc1c(C(c2[nH]c3cc(Br)ccc3c2CCNC(=O)C(F)(F)F)c2c[nH]c3ccccc23)[nH]c2cc(Br)ccc12,5.1
NCCc1c(C(c2[nH]c3cc(Br)ccc3c2CCNC(=O)C(F)(F)F)c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)[nH]c2cc(Br)ccc12,5.05
NC[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2cc(-c3ccccc3)no2)C1,4.23
NC[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccc(-c3ccc(F)cc3)cc2)C1,4.16
NC[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccc(-c3ccccc3)cc2)C1,4.81
NC[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccc(-n3cccn3)cc2)C1,4.04
NC[C@@H]1CCN(c2cc3c(cc2F)c(=O)n(N)c(=O)n3Cc2ccc(-c3ccccc3)cc2)C1,4.59
NC[C@@H]1CCN(c2ccc3c(=O)c(C(=O)O)cn(Cc4ccc(-c5ccccc5)cc4)c3c2)C1,4.21
NC[C@@H]1CCN(c2ccc3c(=O)c(C(=O)O)cn(Cc4ccc(-n5cccn5)cc4)c3c2)C1,4.21
NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,6.57
N[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccc(-c3ccccc3)cc2)C1,4.2
N[C@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2Oc2cc([N+](=O)[O-])ccc2-4)C1,5.11
Nc1ccc(-c2ccc(-c3c4nc(c(-c5ccc(-c6ccc(N)cc6)cc5)c5ccc([nH]5)c(-c5ccncc5)c5nc(c(-c6ccncc6)c6ccc3[nH]6)C=C5)C=C4)cc2)cc1,4.140000000000001
Nc1ccc(-c2ccc3ncc(-c4nnco4)c(NCCCn4ccnc4)c3c2)cc1,6.609999999999999
Nc1ccc2c(c1)Oc1c(F)c(F)cc3c(=O)c(C(=O)O)cn-2c13,4.5
Nc1ccc2c(c1)Oc1c(N3CCC(N4CCCCC4)CC3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,5.41
Nc1ccc2c(c1)Oc1c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,5.11
Nc1ccc2c(c1)Oc1c(N3CCOCC3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,4.81
Nc1ccc2c(c1)Oc1c(N3CC[C@@H](N)C3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,5.41
Nc1ccc2c(c1)Oc1c(N3CC[C@H](N)C3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,5.41
Nc1ccc2c(c1)Oc1c(NCCN3CCOCC3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,4.93
O=C(CCCCCOc1ccc(-c2nc3ccccc3c3cc(-c4ccccc4)nn23)cc1)NO,4.78
O=C(CO)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,5.55
O=C(NC1=NCCS1)c1cc(O)c(O)c(O)c1,4.46
O=C(NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O)c1ccccc1,7.28
O=C(NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O)c1ccccn1,7.05
O=C(NNC(=S)Nc1ccc(Br)cc1)c1cc2c([nH]c3ccccc32)c(-c2cccc(O)c2)n1,5.24
O=C(Nc1ccc(NC(=O)c2cc(O)c(O)c(O)c2)cc1)c1cc(O)c(O)c(O)c1,5.85
O=C(Nc1ccc(NC(=O)c2ccc(O)c(O)c2)cc1)c1ccc(O)c(O)c1,5.58
O=C(Nc1ccc2c(c1)OCO2)c1ccccc1Nc1cccc(C(F)(F)F)c1,3.978645286918577
O=C(Nc1cccc(NC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(O)c1,5.8
O=C(Nc1cccc(NC(=O)c2ccc(O)c(O)c2)c1)c1ccc(O)c(O)c1,5.0
O=C(Nc1ccccc1)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,6.6
O=C(Nc1ccccc1NC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,6.225
O=C(Nc1ccccc1NC(=O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,5.19
O=C(Nc1nc2ccccc2s1)c1cc(O)c(O)c(O)c1,5.09
O=C(Nc1nc2ccccc2s1)c1ccc(O)c(O)c1,4.77
O=C(O)CCC/C=C\CC/C=C\Cc1ccccc1,6.17
O=C(O)CCCN1C(=O)c2ccccc2C2C(=O)c3ccccc3C21,5.31
O=C(O)CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,5.02
